feature,diff,p_value,cohens_d,slope,slope_p,change_point,p_adj
dale_chall,2.980753806916997,0.007274389542216656,3.127686831196561,0.18856028550153114,0.0003516696812413607,2026,0.6110487215461992
adjective_comprehensive_per_1k_words,18.95999754044685,0.008499201130724797,2.8850605553111928,0.014526666346843723,0.09459534024513157,2026,0.713932894980883
colon_per_1k_words,9.509121091018619,0.009191924201553354,2.7019592663882985,0.18481031779917506,0.004734709094229427,2023,0.7721216329304817
emphasis_marker_notably_per_1k_words,56.06158969267684,0.010616084969117872,2.804808528106619,0.019359110039541064,0.0018268782989825998,2026,0.8917511374059013
word_notably_per_1k_words,56.06158969267684,0.010616084969117872,2.804808528106619,0.019359110039541064,0.0018268782989825998,2026,0.8917511374059013
verb_underscore_per_1k_words,81.62721052857086,0.018179505299272293,2.9915175356800012,0.03289218281962349,0.0024942073022804854,2026,1.0
marker_verbs_total_per_1k_words,41.223012452026964,0.023839454336116013,2.6431427083608194,0.1500096828684337,0.007961233113908043,2023,1.0
dependency_length_std,2.847813402654854,0.031201829852735116,2.0635108404086697,0.012198026122168878,0.0023572976676745857,2026,1.0
verb_enhance_per_1k_words,40.594666329644305,0.032929360921410904,2.5652288434929,0.05644158440997251,0.027958463296020548,2026,1.0
list_of_three,5.174499428877671,0.03665544873893712,1.9279357158341257,0.04862699546886873,0.0007336028106348627,2026,1.0
certainty_ratio,9.800530636091626,0.03833844458085291,2.3599274627643045,7.473821894156911e-05,0.0010215645525931578,2026,1.0
coordination_count,3.548269357426885,0.0428712713828607,2.017196247998198,0.25185400741322855,0.0005696813976966902,2023,1.0
verb_exhibit_per_1k_words,30.31323668776034,0.04968321274366082,1.746822837804094,0.045663061853512384,0.013953762516018329,2026,1.0
emphasis_markers_total_per_1k_words,27.254831457136707,0.05433162600104317,2.0581646784518477,0.05930407330835055,0.01195081643849981,2026,1.0
sequential_marker_additionally_per_1k_words,22.297790676667187,0.05672496662030609,1.9126794075171658,0.015846025858987194,0.13316038770914682,2026,1.0
