feature,family,intervention_date,target_years,n_months,n_pre_months,n_target_period_months,pre_mean,target_period_observed_mean,target_period_counterfactual_mean,pre_sd,pre_slope_per_month,pre_slope_per_year,first_two_year_excess,first_two_year_excess_se,first_two_year_excess_ci_low,first_two_year_excess_ci_high,standardized_first_two_year_excess,standardized_first_two_year_excess_se,standardized_first_two_year_excess_ci_low,standardized_first_two_year_excess_ci_high,first_two_year_excess_p,r_squared,model,hac_lags,first_two_year_excess_q
clause_depth_std,syntax,2022-11-30,2023-2024,119,95,24,0.012072250955227416,0.012450958361100535,0.016842466512115437,0.007446845265255998,7.558684816066165e-05,0.0009070421779279398,-0.004391508151014901,0.0017350362537197868,-0.007792179208305683,-0.0009908370937241188,-0.5897138982468082,0.23298943269504632,-1.046373186329099,-0.13305461016451736,0.011371329444720111,0.0674699265995361,strict_pretrend_counterfactual_wls_hac,6,0.05196744328172486
sentence_depth_std,syntax,2022-11-30,2023-2024,119,95,24,0.012072250955227416,0.012450958361100535,0.016842466512115437,0.007446845265255998,7.558684816066165e-05,0.0009070421779279398,-0.004391508151014901,0.0017350362537197868,-0.007792179208305683,-0.0009908370937241188,-0.5897138982468082,0.23298943269504632,-1.046373186329099,-0.13305461016451736,0.011371329444720111,0.0674699265995361,strict_pretrend_counterfactual_wls_hac,6,0.05196744328172486
dependency_length_std,syntax,2022-11-30,2023-2024,119,95,24,0.003640827646271529,0.003602345972535749,0.005121048943823443,0.0023186235361108373,2.2133403087845857e-05,0.0002656008370541503,-0.0015187029712876944,0.0006558425189861344,-0.0028041543085005178,-0.00023325163407487103,-0.6550019645858954,0.2828585618889289,-1.209404745888196,-0.10059918328359489,0.020577282978391384,0.05165917884654447,strict_pretrend_counterfactual_wls_hac,6,0.05196744328172486
avg_words_per_sentence,syntax,2022-11-30,2023-2024,119,95,24,9.633758369120041,10.205408543369938,10.01200532749495,0.30738429560487185,0.007424465136827759,0.08909358164193311,0.19340321587498743,0.08365801130808177,0.029433513711147163,0.3573729180388277,0.6291902957970184,0.27216098058444804,0.09575477385150011,1.1626258177425366,0.020786977312689945,0.30218560228789393,strict_pretrend_counterfactual_wls_hac,6,0.05196744328172486
adjective_pivotal_per_1k_words,adjectives,2022-11-30,2023-2024,119,95,24,0.014775259495851437,0.019443813890139654,-0.007788341006546593,0.06030095828668495,-0.00033262803590653985,-0.003991536430878478,0.02723215489668625,0.01081757081981367,0.006029716089851457,0.048434593703521045,0.4516040154323614,0.17939301674750163,0.0999937026072582,0.8032143282574646,0.01182244589560809,0.030914129974175752,strict_pretrend_counterfactual_wls_hac,6,0.07093467537364855
dependency_length,syntax,2022-11-30,2023-2024,119,95,24,1.9464598080716853,1.9975813013842547,1.9819289844826813,0.029653960979287398,0.0006589088265056301,0.007906905918067562,0.01565231690157361,0.007605731155744659,0.0007450838363140793,0.03055954996683314,0.5278322485318703,0.25648280717227234,0.025125946474216482,1.0305385505895241,0.039593639922207206,0.27675376240768845,strict_pretrend_counterfactual_wls_hac,6,0.07918727984441441
word_insight_per_1k_words,marker_words,2022-11-30,2023-2024,119,95,24,0.11869487132912823,0.26502386983179005,0.15560526830440796,0.12292067004951472,0.00047257746571863636,0.005670929588623636,0.10941860152738214,0.0453977581913074,0.020438995472419647,0.19839820758234464,0.8901562404704294,0.3693256648619011,0.16627793734110333,1.6140345435997556,0.015942887477248566,0.008334727342113157,strict_pretrend_counterfactual_wls_hac,6,0.0956573248634914
hedge_ratio,other,2022-11-30,2023-2024,119,95,24,8.586536683190718e-05,4.956649519079003e-05,0.00011047144869058372,0.00011557091130550421,3.4387720649064183e-07,4.126526477887702e-06,-6.090495349979368e-05,3.188063613806223e-05,-0.00012339100033039566,1.5810933308082957e-06,-0.5269920675696274,0.2758534632801141,-1.067664855598651,0.013680720459396379,0.056080979349372194,0.005419965050953657,strict_pretrend_counterfactual_wls_hac,6,0.11216195869874439
marker_words_total_per_1k_words,marker_words,2022-11-30,2023-2024,119,95,24,0.568231273885192,0.7735138460243838,0.6206413276506533,0.2769753229970667,0.0009867798953946728,0.011841358744736075,0.1528725183737305,0.07465070406101766,0.006557138414135882,0.29918789833332515,0.55193551800768,0.2695211373101576,0.023674088879771165,1.0801969471355892,0.040575915121200935,0.008685431069829996,strict_pretrend_counterfactual_wls_hac,6,0.16230366048480374
summary_marker_overall_per_1k_words,summary_markers,2022-11-30,2023-2024,119,95,24,0.01900025428361375,0.045481840387747184,0.022565850583194248,0.040729922050587807,2.2782778905623905e-05,0.00027339334686748686,0.022915989804552936,0.010913800694352212,0.0015249404436225994,0.04430703916548327,0.5626327930628146,0.2679553543165867,0.037440298602304634,1.0878252875233245,0.035752961331729546,0.00018961465579170333,strict_pretrend_counterfactual_wls_hac,6,0.17876480665864775
clause_depth,syntax,2022-11-30,2023-2024,119,95,24,5.294389653022043,5.447970586812443,5.411842190810437,0.10766884539206122,0.002302383664539399,0.02762860397447279,0.036128396002005916,0.024914613519126848,-0.012704246495482706,0.08496103849949455,0.3355510674461991,0.23140039654371444,-0.11799370977948123,0.7890958446718795,0.14703382529831324,0.2429816520518151,strict_pretrend_counterfactual_wls_hac,6,0.24505637549718873
verb_exhibit_per_1k_words,verbs,2022-11-30,2023-2024,119,95,24,0.0029817664693111293,0.020352526278703043,0.004938826894060503,0.017333441329287044,1.2669069066688848e-05,0.00015202882880026617,0.015413699384642536,0.009442614896758506,-0.003093825813004134,0.0339212245822892,0.8892463470943384,0.5447628498793262,-0.1784888386691409,1.9569815328578175,0.10260472875624063,0.00021091301457198952,strict_pretrend_counterfactual_wls_hac,6,0.30781418626872187
semicolon_per_1k_words,punctuation,2022-11-30,2023-2024,119,95,24,0.04319161433773031,0.010750434048774711,0.029952768595191685,0.07796041161435256,-0.00017240223907421994,-0.0020688268688906393,-0.019202334546416976,0.015421004048424452,-0.049427502481328905,0.01102283338849495,-0.24630878863756298,0.19780557502322674,-0.6340077156830874,0.1413901384079614,0.21305585229023105,0.0034802413029695334,strict_pretrend_counterfactual_wls_hac,6,0.32204856190838105
colon_per_1k_words,punctuation,2022-11-30,2023-2024,119,95,24,16.987938530033905,18.987545282718507,20.68177652377744,2.880758738592273,0.0487132145402607,0.5845585744831284,-1.6942312410589302,1.4852900297981046,-4.605399699463216,1.216937217345355,-0.588119795789231,0.5155898721751043,-1.5986759452524355,0.4224363536739734,0.25400574417849786,0.17642192984095384,strict_pretrend_counterfactual_wls_hac,6,0.32204856190838105
em_dash_per_1k_words,punctuation,2022-11-30,2023-2024,119,95,24,0.47141095702031993,0.7215757337156203,0.8137994271541416,0.4040557445661034,0.005752048854911345,0.06902458625893614,-0.09222369343852116,0.09313107782921107,-0.27476060598377483,0.09031321910673254,-0.22824497530051424,0.23049066640351862,-0.6800066814514107,0.22351673085038226,0.32204856190838105,0.12858005312485943,strict_pretrend_counterfactual_wls_hac,6,0.32204856190838105
summary_marker_in_summary_per_1k_words,summary_markers,2022-11-30,2023-2024,119,95,24,0.0,0.009163711330998832,0.0,0.0,0.0,0.0,0.009163711330998832,0.006061699864106336,-0.0027172204026495866,0.02104464306464725,,,,,0.13060013695222736,,strict_pretrend_counterfactual_wls_hac,6,0.3265003423805684
certainty_ratio,other,2022-11-30,2023-2024,119,95,24,9.733349932159083e-05,0.00018906745362068717,0.00013644637759778033,0.00011846666302548135,3.34095501662982e-07,4.009146019955784e-06,5.26210760229068e-05,5.55992808015228e-05,-5.635351434807789e-05,0.00016159566639389148,0.44418467338434586,0.46932427555221834,-0.475690906698002,1.3640602534666937,0.3439270294579654,0.003948505421621951,strict_pretrend_counterfactual_wls_hac,6,0.3439270294579654
marker_adjectives_total_per_1k_words,adjectives,2022-11-30,2023-2024,119,95,24,0.24720020225032577,0.4107310546560101,0.32205574925266095,0.20002169416501986,0.001113714833861665,0.01336457800633998,0.08867530540334918,0.05814518162812892,-0.0252892505877835,0.20263986139448187,0.4433284388151976,0.2906943762817976,-0.12643253869712565,1.013089416327521,0.12724235415291146,0.019435165847437874,strict_pretrend_counterfactual_wls_hac,6,0.3817270624587344
summary_marker_ultimately_per_1k_words,summary_markers,2022-11-30,2023-2024,119,95,24,0.0003966207908618569,0.0,0.0012762663235100303,0.003865781281406005,1.1843248995091083e-05,0.000142118987941093,-0.0012762663235100303,0.0011947268388559844,-0.0036179309276677596,0.001065398280647699,-0.33014447290350724,0.3090518453805167,-0.93588608984932,0.2755971440423055,0.28540799085432944,0.002989700928675898,strict_pretrend_counterfactual_wls_hac,6,0.47567998475721573
emphasis_markers_total_per_1k_words,discourse_marker_totals,2022-11-30,2023-2024,119,95,24,0.0009193288899103652,0.0,0.004307522506262398,0.008960509625197849,5.6623924509865605e-05,0.0006794870941183872,-0.004307522506262398,0.004002960402754909,-0.01215332489566202,0.003538279883137225,-0.4807229372478117,0.44673356429395317,-1.35632072326396,0.3948748487683366,0.2818895941220881,0.01470699691249766,strict_pretrend_counterfactual_wls_hac,6,0.48459178262545644
causal_markers_total_per_1k_words,discourse_marker_totals,2022-11-30,2023-2024,119,95,24,0.00081789555473766,0.0,0.0022416853111135813,0.007971859767561413,2.5925591435408667e-05,0.000311107097224904,-0.0022416853111135813,0.0021218703977311324,-0.006400551290666601,0.0019171806684394384,-0.28119979232892495,0.2661700606382105,-0.8028931111798177,0.24049352652196776,0.29075506957527386,0.005178645884726385,strict_pretrend_counterfactual_wls_hac,6,0.48459178262545644
word_finding_per_1k_words,marker_words,2022-11-30,2023-2024,119,95,24,0.05145230910348509,0.033188939321998685,0.05991733598341638,0.08913224239938217,0.0002607010901703375,0.0031284130820440504,-0.026728396661417703,0.019838703167964253,-0.06561225487062763,0.012155461547792231,-0.2998734906909845,0.22257605815717443,-0.7361225646790464,0.13637558329707733,0.17788830764190308,0.006227191503262897,strict_pretrend_counterfactual_wls_hac,6,0.5336649229257092
verb_foster_per_1k_words,verbs,2022-11-30,2023-2024,119,95,24,0.004334938713433189,0.004031412768290519,0.013396170684889382,0.02105227852876802,0.00015061556237347238,0.0018073867484816686,-0.009364757916598864,0.008117332236214,-0.025274729099578303,0.006545213266380575,-0.4448334608437698,0.3855797473476153,-1.2005697656450958,0.31090284395755624,0.24863370745026653,0.02123074876786024,strict_pretrend_counterfactual_wls_hac,6,0.5594258417630997
sequential_markers_total_per_1k_words,discourse_marker_totals,2022-11-30,2023-2024,119,95,24,0.016054838276059993,0.016828785180013232,0.009997702325486598,0.043552738744428304,-8.12397738255125e-05,-0.00097487728590615,0.006831082854526633,0.009992289200685485,-0.012753803978816917,0.026415969687870182,0.15684622945555937,0.22942964067819493,-0.2928358662737027,0.6065283251848215,0.4942054105906217,0.0026247979794226106,strict_pretrend_counterfactual_wls_hac,6,0.6177567632382771
word_particularly_per_1k_words,marker_words,2022-11-30,2023-2024,119,95,24,0.0009193288899103652,0.0,0.004307522506262398,0.008960509625197849,5.6623924509865605e-05,0.0006794870941183872,-0.004307522506262398,0.004002960402754909,-0.01215332489566202,0.003538279883137225,-0.4807229372478117,0.44673356429395317,-1.35632072326396,0.3948748487683366,0.2818895941220881,0.01470699691249766,strict_pretrend_counterfactual_wls_hac,6,0.6765350258930114
adjective_comprehensive_per_1k_words,adjectives,2022-11-30,2023-2024,119,95,24,0.06068222120241123,0.14288370787350152,0.10332749150345456,0.08305064652134028,0.00045199373407129706,0.005423924808855564,0.03955621637004692,0.04185672448540751,-0.042482963621351795,0.12159539636144565,0.47629028823854797,0.5039903509318523,-0.5115307995878826,1.4641113760649787,0.3446392179205148,0.013973300792077259,strict_pretrend_counterfactual_wls_hac,6,0.6892784358410294
automated_readability_index,readability,2022-11-30,2023-2024,119,95,24,17.168355242247937,17.758186863692554,17.72646065224445,0.34428215015765873,0.008295966103406653,0.09955159324087984,0.031726211448102344,0.09074002248205805,-0.14612423261673144,0.2095766555129361,0.09215177561071293,0.26356295974248173,-0.4244316254845512,0.6087351767059771,0.7266099631405771,0.39361721399465255,strict_pretrend_counterfactual_wls_hac,6,0.7266099631405771
adjective_potential_per_1k_words,adjectives,2022-11-30,2023-2024,119,95,24,0.1706255154610555,0.24356583757042033,0.2221862327803924,0.17133052658621195,0.0009303767421043726,0.011164520905252471,0.02137960479002788,0.0376741111868673,-0.05246165313623203,0.0952208627162878,0.12478572975884632,0.2198914106991321,-0.30620143521145254,0.5557728947291453,0.5703826991674814,0.019055387955112746,strict_pretrend_counterfactual_wls_hac,6,0.8555740487512221
verb_align_per_1k_words,verbs,2022-11-30,2023-2024,119,95,24,0.051020850825977446,0.09077099644447476,0.07435071307423262,0.08423695619636731,0.0002866949414489588,0.003440339297387506,0.016420283370242143,0.02368573748315595,-0.03000376209674352,0.0628443288372278,0.19492968539799,0.2811798829475915,-0.35618288517928925,0.7460422559752693,0.4881488111511415,0.00643575927940343,strict_pretrend_counterfactual_wls_hac,6,0.8786678600720548
