feature,diff,p_value,cohens_d,slope,slope_p,change_point,its_pre_slope,its_pre_slope_p,its_level_shift,its_level_shift_p,its_slope_change,its_slope_change_p,its_post_slope,its_r_squared,p_adj
contrast_marker_conversely_per_1k_words,41.92538255767575,1.6075810720693054e-05,4.031878061857608,0.0014311455359952482,0.00010452449092658625,2026.0,0.0009172449745417867,0.1236850407389547,0.0010250446499736944,0.7594200688846149,0.0012344333091845678,0.2690223052426892,0.0021516782837263547,0.8277290041592427,0.0013503681005382164
summary_marker_collectively_per_1k_words,22.99448857686985,0.0010160348666699698,2.3838240637564745,0.00064272859263938,0.10580803534593185,2026.0,-0.0005527071364222689,0.41143670526744347,0.000674884600883117,0.8658701172501222,0.003536373972008029,0.021673265520032015,0.00298366683558576,0.6295167113103245,0.08534692880027746
emphasis_marker_notably_per_1k_words,56.22791738856267,0.0015907056925068776,6.629855243132264,0.012219132483918692,0.00025189905796205956,2026.0,0.003537145470171383,0.44275982631268596,0.03692094717609021,0.2021810383247229,0.013231279275206427,0.15987922175064107,0.016768424745377812,0.8483106049965818,0.13361927817057773
word_notably_per_1k_words,56.22791738856267,0.0015907056925068776,6.629855243132264,0.012219132483918692,0.00025189905796205956,2026.0,0.003537145470171383,0.44275982631268596,0.03692094717609021,0.2021810383247229,0.013231279275206427,0.15987922175064107,0.016768424745377812,0.8483106049965818,0.13361927817057773
summary_marker_ultimately_per_1k_words,35.76537670584923,0.0016386300484866599,5.016934427464646,0.0029929143497977487,0.0028108939476252184,2026.0,0.00018940810708232376,0.9033432437264892,0.008828352374416723,0.3637099402296933,0.005475671692355852,0.10010136302112871,0.005665079799438175,0.75752340277745,0.13764492407287943
summary_markers_total_per_1k_words,23.84294507246859,0.003137556699830401,4.753014018868801,0.01928632194845051,5.994820631203107e-06,2026.0,0.008050839251322077,0.0030439701906908034,0.02191933501904945,0.09692894187236112,0.02717968139680005,8.772205251106335e-05,0.03523052064812213,0.9862810742436955,0.2635547627857537
certainty_ratio,21.785168200705414,0.004052001860015915,4.623941561359148,0.00016720881913418682,5.074811262552819e-05,2026.0,8.889625985341936e-05,0.11230961583265953,0.00013303364385107427,0.671560897670606,0.0001971246046612438,0.0769696826239239,0.0002860208645146632,0.8859204496653783,0.3403681562413368
coordination_count,10.315115212607774,0.0041641938218262954,3.148548642246263,0.19349127381052092,7.892339376981874e-08,2019.0,0.14352792919781254,9.15172471416259e-05,-0.00490794954268436,0.9685755914566414,0.16068105325809556,0.0032493386204679453,0.3042089824559081,0.9842512139888273,0.3497922810334088
word_within_per_1k_words,27.423326368115944,0.005576754967204806,6.1405346652523045,0.03452565284728481,0.001844634833012283,2026.0,-0.0014414794312438244,0.9156759775539518,0.09076859363913836,0.2895170132630913,0.07899665615877063,0.015300343096861235,0.0775551767275268,0.8542000711450246,0.46844741724520367
adjective_comprehensive_per_1k_words,56.866361984535516,0.007106796548065891,4.3385513391458534,0.04581420716965014,0.00046363985641914216,2026.0,0.018639189653776568,0.3759771839377053,0.1609340232013091,0.21885825770152323,0.02377071330548925,0.5567234142969792,0.04240990295926582,0.7868702094926454,0.5969709100375348
summary_marker_overall_per_1k_words,21.732027670656674,0.007471141870847579,3.3007926109957797,0.014766111461398125,2.921154539266511e-06,2026.0,0.008613260168492445,0.0102988629049805,0.0093007914447589,0.5690885085694211,0.0159354196578274,0.01327989184564382,0.024548679826319843,0.9570088301409572,0.6275759171511966
word_finding_per_1k_words,55.43116419761901,0.007571554673935555,5.195535105897437,0.05413952090320236,0.00016836138902885444,2026.0,0.009701214588391974,0.37334040332008467,0.0836083357325841,0.21719940467451426,0.10870070950439274,0.000631062801143889,0.11840192409278472,0.9563212572496005,0.6360105926105867
emphasis_markers_total_per_1k_words,38.37096382861771,0.00813773281376523,5.073901601242959,0.045230752741344867,0.0005693768486749963,2026.0,0.008451496725429726,0.6118858434462604,0.08979415136886312,0.3822193681269299,0.081956354696017,0.03035954313678091,0.09040785142144672,0.8604607527439911,0.6835695563562794
marker_verbs_total_per_1k_words,61.308803082745335,0.008275696255254388,5.161761836324279,0.22213213997876843,0.0005633811031643217,2019.0,0.047200022717826584,0.5991370979226986,0.5930160724259247,0.2898647053190673,0.32527803335246785,0.08907671968251063,0.37247805607029444,0.8319375927727648,0.6951584854413686
causal_marker_thereby_per_1k_words,43.51097947427655,0.01004723550922501,4.907994123613677,0.016331711104257594,0.0007845480763048605,2026.0,0.0016002517324542349,0.773684349066917,0.031483554051554,0.3629202081521372,0.03456969987257085,0.01091460419274859,0.036169951605025084,0.8822944369868797,0.8439677827749008
verb_exhibit_per_1k_words,42.035426589100275,0.013746371568413362,4.597222242664864,0.030095587230796285,0.0006385686668962684,2026.0,-0.0004903355054073789,0.858521496125729,0.04184176112392074,0.03213409513851251,0.08092346959130034,2.862438779338561e-07,0.08043313408589296,0.9913554042208477,1.0
word_interplay_per_1k_words,23.270844986156785,0.01789391944884243,2.843821780933551,0.0014764284881450909,0.002614943012196269,2026.0,0.0007504393484650323,0.4129010998872853,0.001196410674596249,0.8261271665172285,0.0018417613370847608,0.3085373691037414,0.0025922006855497934,0.6676571265084691,1.0
adjective_pivotal_per_1k_words,74.86302824856391,0.01790388384436858,3.972622955929233,0.005496110322867159,0.003518638158138294,2026.0,0.0016721943908722596,0.6255103601440144,0.024999673057464887,0.2463951018970998,0.0024294599948807907,0.7151031862125696,0.004101654385753051,0.6677469579407946,1.0
marker_words_total_per_1k_words,41.83664583406013,0.01849383704844021,3.9966427258676647,0.5589796514111791,0.0001493917928194222,2019.0,0.14872637016700563,0.012124257899597923,0.06508565751964442,0.8218049960794827,1.2783826713627353,5.80644385239637e-07,1.427109041529741,0.9917188955305538,1.0
word_insight_per_1k_words,33.276794784686395,0.018856869076634756,3.808821825305726,0.02990333085425152,0.0019587421207093265,2026.0,0.009486570127857436,0.57475992008965,0.08318724128948563,0.4224341927295172,0.0325293346957414,0.3336742545658695,0.042015904823598835,0.708074968046733,1.0
verb_underscore_per_1k_words,94.17801449624028,0.019141594312467123,4.1967789588138755,0.014082869191366655,0.004214094583124363,2026.0,1.865647964534225e-05,0.9980938577116238,0.04340417835031602,0.372217977825243,0.02781353992545819,0.09617831568745938,0.027832196405103534,0.7393899081991062,1.0
emphasis_marker_particularly_per_1k_words,43.07974850664407,0.019342713312077094,4.024109134893916,0.028808030505277995,0.002263282545575154,2026.0,0.0014428915324268075,0.9129508944602827,0.06215162771371765,0.446207396620081,0.06279025306950367,0.03588570214617515,0.06423314460193048,0.8076249032630511,1.0
word_particularly_per_1k_words,43.07974850664407,0.019342713312077094,4.024109134893916,0.028808030505277995,0.002263282545575154,2026.0,0.0014428915324268075,0.9129508944602827,0.06215162771371765,0.446207396620081,0.06279025306950367,0.03588570214617515,0.06423314460193048,0.8076249032630511,1.0
verb_foster_per_1k_words,59.444921022801324,0.01974466170621655,3.7105794775150325,0.0053911706055399244,0.0019592988308104096,2026.0,0.002021717437722967,0.5187480821725532,0.017261188225364762,0.3699672120743349,0.003994689090087615,0.5132293356390789,0.006016406527810582,0.693699556708148,1.0
marker_adjectives_total_per_1k_words,42.93220749238285,0.021609574945415416,3.487599744862064,0.1269919426643878,0.0031390281935416656,2019.0,0.056895716553753625,0.4703214233428876,0.6070578045779946,0.21930933471608927,-0.013327805473204262,0.9296846199848878,0.04356791108054936,0.6720519602903869,1.0
