month_ts,paper_count,marker_words_total_per_1k_words_monthly_mean,marker_verbs_total_per_1k_words_monthly_mean,marker_adjectives_total_per_1k_words_monthly_mean,marker_phrases_total_per_1k_words_monthly_mean,sequential_markers_total_per_1k_words_monthly_mean,causal_markers_total_per_1k_words_monthly_mean,contrast_markers_total_per_1k_words_monthly_mean,emphasis_markers_total_per_1k_words_monthly_mean,summary_markers_total_per_1k_words_monthly_mean,word_finding_per_1k_words_monthly_mean,word_interplay_per_1k_words_monthly_mean,word_realm_per_1k_words_monthly_mean,word_insight_per_1k_words_monthly_mean,word_notably_per_1k_words_monthly_mean,word_particularly_per_1k_words_monthly_mean,word_meticulously_per_1k_words_monthly_mean,word_while_per_1k_words_monthly_mean,word_within_per_1k_words_monthly_mean,word_across_per_1k_words_monthly_mean,word_additionally_per_1k_words_monthly_mean,verb_delve_per_1k_words_monthly_mean,verb_underscore_per_1k_words_monthly_mean,verb_showcase_per_1k_words_monthly_mean,verb_enhance_per_1k_words_monthly_mean,verb_exhibit_per_1k_words_monthly_mean,verb_garner_per_1k_words_monthly_mean,verb_align_per_1k_words_monthly_mean,verb_foster_per_1k_words_monthly_mean,adjective_crucial_per_1k_words_monthly_mean,adjective_pivotal_per_1k_words_monthly_mean,adjective_comprehensive_per_1k_words_monthly_mean,adjective_intricate_per_1k_words_monthly_mean,adjective_potential_per_1k_words_monthly_mean,phrase_meticulously_delve_per_1k_words_monthly_mean,phrase_intricate_web_per_1k_words_monthly_mean,phrase_comprehensive_chapter_per_1k_words_monthly_mean,phrase_deep_dive_per_1k_words_monthly_mean,phrase_intricate_interplay_per_1k_words_monthly_mean,phrase_essential_insight_per_1k_words_monthly_mean,sequential_marker_additionally_per_1k_words_monthly_mean,sequential_marker_furthermore_per_1k_words_monthly_mean,sequential_marker_moreover_per_1k_words_monthly_mean,sequential_marker_subsequently_per_1k_words_monthly_mean,sequential_marker_further_per_1k_words_monthly_mean,causal_marker_hence_per_1k_words_monthly_mean,causal_marker_thus_per_1k_words_monthly_mean,causal_marker_consequently_per_1k_words_monthly_mean,causal_marker_accordingly_per_1k_words_monthly_mean,causal_marker_thereby_per_1k_words_monthly_mean,contrast_marker_however_per_1k_words_monthly_mean,contrast_marker_nonetheless_per_1k_words_monthly_mean,contrast_marker_nevertheless_per_1k_words_monthly_mean,contrast_marker_conversely_per_1k_words_monthly_mean,contrast_marker_alternatively_per_1k_words_monthly_mean,emphasis_marker_notably_per_1k_words_monthly_mean,emphasis_marker_crucially_per_1k_words_monthly_mean,emphasis_marker_remarkably_per_1k_words_monthly_mean,emphasis_marker_particularly_per_1k_words_monthly_mean,emphasis_marker_importantly_per_1k_words_monthly_mean,summary_marker_overall_per_1k_words_monthly_mean,summary_marker_collectively_per_1k_words_monthly_mean,summary_marker_ultimately_per_1k_words_monthly_mean,summary_marker_in_summary_per_1k_words_monthly_mean,summary_marker_taken_together_per_1k_words_monthly_mean,em_dash_per_1k_words_monthly_mean,semicolon_per_1k_words_monthly_mean,colon_per_1k_words_monthly_mean,clause_depth_monthly_mean,clause_depth_std_monthly_mean,dependency_entropy_monthly_mean,dependency_length_monthly_mean,dependency_length_std_monthly_mean,coordination_count_monthly_mean,coordination_per_sentence_std_monthly_mean,sentence_depth_std_monthly_mean,list_of_three_per_1k_words_monthly_mean,avg_words_per_sentence_monthly_mean,avg_syllables_per_word_monthly_mean,flesch_reading_ease_monthly_mean,flesch_kincaid_grade_monthly_mean,dale_chall_monthly_mean,smog_index_monthly_mean,automated_readability_index_monthly_mean,gunning_fog_monthly_mean,hedge_ratio_monthly_mean,certainty_ratio_monthly_mean,year,month
2015-01-01,9,3.927986009891445,0.0,1.1856777280269786,0.0,1.0485869740566385,0.782472613458529,0.782472613458529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.449842555105713,0.782472613458529,2.2288174332973245,0.4668534080298786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.449842555105713,0.0,0.0,0.0,0.7358351729212657,0.0,0.0,0.0,0.0,0.0,0.0,0.4668534080298786,0.5817335660267599,0.0,0.0,0.0,0.0,0.782472613458529,0.0,0.0,0.0,0.782472613458529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1634671320535197,0.7358351729212657,1.5074401111928704,11.444444444444445,2.2032668063895464,2.7661310914529635,3.1692333955167657,0.49007372464496846,5.555555555555555,0.6889433443005122,2.2032668063895464,0.7358351729212657,23.02910052910053,1.9019502183488903,22.120596604455542,15.81526825544751,12.564718793590785,16.685576911924247,16.94860635257862,18.860495324002482,0.0016355202831326915,0.0010315761211324727,2015,1
2015-02-01,19,3.262366268358206,0.0,0.0,0.0,0.6578947368421053,0.5358664213890743,0.7155032723752605,0.0,0.0,0.6604747162022704,0.0,0.0,0.6296504180878776,0.0,0.0,0.0,0.9805276110703338,0.2876042565429968,0.7041092664547274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4048582995951417,0.2530364372469636,0.0,0.0,0.24826216484607744,0.2876042565429968,0.0,0.0,0.0,0.7155032723752605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0070405076010716,1.614907343405418,1.3147694818441453,10.473684210526315,1.923058492827615,2.750845817978512,3.5690931167443893,0.8101553007852011,4.894736842105263,0.7265352928609555,1.923058492827615,2.699689779416296,26.03734335839599,1.8670785186289156,22.1788455499767,16.21598135626497,12.356359388921017,16.504850515750448,17.789968189546585,19.108710564248575,0.0015324779632102143,0.0029597262165612474,2015,2
2015-03-01,8,2.8063742567818655,1.6399694889397405,0.0,0.0,1.0683760683760686,1.806718500797448,2.291011155606407,1.6118543292456338,0.0,0.0,0.0,0.0,0.0,0.0,1.6118543292456338,0.0,0.5434782608695652,0.6510416666666666,0.0,0.0,0.0,0.0,0.0,1.6399694889397405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0683760683760686,0.0,1.806718500797448,0.0,0.0,0.0,2.291011155606407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6118543292456338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.125,2.5088964500781445,2.747163500148813,3.204798377333849,0.5775300286694154,6.375,0.8340151562629771,2.5088964500781445,1.20413901179941,24.27529761904762,1.8902471203322915,23.278139417398897,15.565768919726008,12.343909017899904,16.714961408171725,16.326241698126093,18.61517627529356,0.0010683760683760685,0.0017572363569321532,2015,3
2015-04-01,10,4.720916110650369,0.0,0.9900990099009901,0.0,0.9900990099009901,2.056620384715644,3.03431519883123,0.0,0.5847953216374269,0.684931506849315,0.0,0.0,1.8410008710111647,0.0,0.0,0.0,1.5100522259405738,0.0,0.684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900990099009901,0.0,0.0,0.0,1.1945514191984024,0.0,0.8620689655172413,0.0,0.0,2.4562805167503052,0.0,0.5780346820809248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5847953216374269,0.0,0.0,0.0,0.0,0.0,0.78125,0.78125,12.1,2.1140128617438156,2.758675246572723,3.3215157048591224,0.5834707527125188,4.0,0.637049133085359,2.1140128617438156,2.176490514905149,25.138650793650793,1.862875067755461,22.68451269904088,16.18857819890672,12.882281400818243,16.53081080202322,17.820948168886783,18.660252588733712,0.00215111301369863,0.001706506904303147,2015,4
2015-05-01,5,1.1904761904761902,0.0,0.0,0.0,0.0,1.1904761904761902,0.8849557522123893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1904761904761902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1904761904761902,0.0,0.0,0.0,0.8849557522123893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1904761904761902,1.1904761904761902,0.0,10.6,1.9170464316821367,2.77957719341876,3.324792158670692,0.5901566277530487,4.4,0.8147613685422794,1.9170464316821367,5.8689987622956155,24.570238095238096,1.8622417412311953,23.385470045274854,16.062357825498648,12.52483824927924,16.874467844169004,17.775602930878872,19.094278461544228,0.003251902530923874,0.0008849557522123894,2015,5
2015-06-01,14,1.4610071861980258,0.992063492063492,0.513874614594039,0.0,0.496031746031746,2.0549886621315188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5452562704471101,0.9157509157509157,0.0,0.0,0.0,0.0,0.0,0.0,0.992063492063492,0.0,0.0,0.0,0.0,0.0,0.513874614594039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496031746031746,0.0,0.0,0.0,0.496031746031746,0.992063492063492,0.0,0.0,0.5668934240362812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5411255411255411,0.3840245775729647,2.053572992884254,11.928571428571429,2.7183436994408248,2.649256400342431,3.235492364633309,0.5993910728187938,3.7142857142857144,0.8775161711683718,2.7183436994408248,2.797456012099487,25.132624716553288,1.912340772517279,19.098633310665498,16.56576873336065,12.73933688823334,17.270782073946048,17.807114249765693,19.90621562170717,0.0008305647840531562,0.0024517593447532715,2015,6
2015-07-01,10,0.9634204688791266,0.0,0.4444444444444445,0.0,1.6215667266768221,1.1942569802831813,0.9357234740030707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9634204688791266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0191570881226053,0.6024096385542169,0.0,0.0,0.7575757575757576,0.43668122270742354,0.0,0.0,0.0,0.9357234740030707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337298964529632,0.588235294117647,2.2233246712339554,12.1,2.326028271836649,2.827785827614314,3.3931653551733474,0.6125722230390607,6.1,0.8851646635375217,2.326028271836649,5.548912559282457,26.662741702741705,1.8460023747966487,25.283866614239596,16.011674154920893,12.60749165037958,16.216176935576975,17.58566563427525,18.70049444469271,0.0017932919109600112,0.0,2015,7
2015-08-01,13,1.2657687374258269,0.460617227084293,0.27277686852154936,0.0,0.59984705653997,0.0,0.4995004995004996,0.27277686852154936,0.0,0.0,0.0,0.0,0.2807411566535654,0.0,0.0,0.0,0.7122507122507122,0.0,0.27277686852154936,0.0,0.0,0.0,0.0,0.0,0.460617227084293,0.0,0.0,0.0,0.27277686852154936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297000297000297,0.30284675953967294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4995004995004996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27277686852154936,0.0,0.0,0.0,0.0,0.0,0.0,0.460617227084293,0.0,11.461538461538462,2.151973066083873,2.73824140062181,3.2050098778172353,0.5467219609295563,5.076923076923077,0.7502444117646575,2.151973066083873,2.606259803944291,24.00209235209235,1.8574263180694215,23.673596935789135,15.795701648757882,12.3172655189784,16.553805424524782,16.95634338127623,18.443834898208106,0.0014729382394053055,0.0019103667292713895,2015,8
2015-09-01,10,0.4405286343612335,2.4691358024691357,1.9130304055323788,0.0,0.6535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,2.4691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9130304055323788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5524861878453039,0.9930148222065374,11.2,1.8496530959148862,2.7545984530020196,3.084754184429387,0.5128655693984892,4.5,0.6785034748349806,1.8496530959148862,0.9930148222065374,22.760555555555555,1.8302543467253307,28.533337081055897,14.697453387699586,12.043586598548806,15.749674900167975,15.798585210690344,17.302045020998854,0.003414485904614367,0.003031015988666262,2015,9
2015-10-01,15,2.47283645349892,0.47281323877068554,0.0,0.0,0.8235473539728535,0.5376344086021505,0.8550947260624681,0.5847953216374269,1.1799410029498525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40160642570281124,1.3333333333333333,0.315955766192733,0.4219409282700422,0.0,0.0,0.0,0.0,0.47281323877068554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4219409282700422,0.40160642570281124,0.0,0.0,0.0,0.0,0.0,0.0,0.5376344086021505,0.0,0.5376344086021505,0.0,0.3174603174603175,0.0,0.0,0.0,0.0,0.0,0.0,0.5847953216374269,1.1799410029498525,0.0,0.0,0.0,0.0,0.0,0.0,0.4219409282700422,11.266666666666667,2.3228945476297453,2.7099753080162445,3.3141240548466073,0.6326002217665506,3.7333333333333334,0.5921522314054272,2.3228945476297453,1.3888736439639244,23.79452380952381,1.8832623498668022,21.570769105434092,15.793507087943889,12.412401330840096,16.79778106804016,17.03212448473176,19.200550656511975,0.002279152500831143,0.002112038834643338,2015,10
