paperId,year,publicationDate,word_count,nonpunct_dependency_count,det_pobj_count,det_non_pobj_count,det_total_count,prep_count,pobj_count,amod_count,compound_count,prepositional_modifier_count,prenominal_modifier_count,det_pobj_per_1k_words,det_non_pobj_per_1k_words,det_total_per_1k_words,prepositional_modifier_per_1k_words,prenominal_modifier_per_1k_words,det_pobj_share_of_det,prepositional_modifier_role_prop,prenominal_modifier_role_prop,prenominal_to_prepositional_ratio
10.1101/2020.06.15.20132316,2020,2020-06-17,19.0,21,0,1,1,6,6,4,1,12,5,0.0,52.63157894736842,52.63157894736842,631.578947368421,263.1578947368421,0.0,0.5714285714285714,0.23809523809523808,0.4166666666666667
10.1101/2020.06.15.20132191,2020,2020-06-17,5.0,5,0,0,0,1,1,1,1,2,2,0.0,0.0,0.0,400.0,400.0,0.0,0.4,0.4,1.0
10.1101/2020.06.15.20132217,2020,2020-06-17,9.0,9,1,0,1,2,2,0,2,4,2,111.1111111111111,0.0,111.1111111111111,444.4444444444444,222.2222222222222,1.0,0.4444444444444444,0.2222222222222222,0.5
10.1101/2020.06.16.20133280,2020,2020-06-18,12.0,13,1,1,2,2,2,2,1,4,3,83.33333333333333,83.33333333333333,166.66666666666666,333.3333333333333,250.0,0.5,0.3076923076923077,0.23076923076923078,0.75
10.1101/2020.06.17.20133439,2020,2020-06-18,15.0,15,0,1,1,3,3,1,3,6,4,0.0,66.66666666666667,66.66666666666667,400.0,266.6666666666667,0.0,0.4,0.26666666666666666,0.6666666666666666
10.1101/2020.06.16.20133330,2020,2020-06-18,11.0,11,0,0,0,2,2,1,2,4,3,0.0,0.0,0.0,363.6363636363636,272.7272727272727,0.0,0.36363636363636365,0.2727272727272727,0.75
10.1101/2020.06.17.20133579,2020,2020-06-18,11.0,12,0,1,1,3,3,1,1,6,2,0.0,90.9090909090909,90.9090909090909,545.4545454545454,181.8181818181818,0.0,0.5,0.16666666666666666,0.3333333333333333
10.1101/2020.06.17.20133405,2020,2020-06-18,15.0,15,0,1,1,2,2,4,2,4,6,0.0,66.66666666666667,66.66666666666667,266.6666666666667,400.0,0.0,0.26666666666666666,0.4,1.5
10.1101/2020.06.17.20133629,2020,2020-06-18,11.0,12,0,0,0,4,3,0,1,7,1,0.0,0.0,0.0,636.3636363636364,90.9090909090909,0.0,0.5833333333333334,0.08333333333333333,0.14285714285714285
10.1101/2020.06.16.20133256,2020,2020-06-18,5.0,6,0,0,0,1,1,1,0,2,1,0.0,0.0,0.0,400.0,200.0,0.0,0.3333333333333333,0.16666666666666666,0.5
10.1101/2020.06.16.20133074,2020,2020-06-18,25.0,26,0,0,0,6,6,3,1,12,4,0.0,0.0,0.0,480.0,160.0,0.0,0.46153846153846156,0.15384615384615385,0.3333333333333333
10.1101/2020.06.17.20133611,2020,2020-06-18,12.0,13,1,0,1,3,3,1,1,6,2,83.33333333333333,0.0,83.33333333333333,500.0,166.66666666666666,1.0,0.46153846153846156,0.15384615384615385,0.3333333333333333
10.1101/2020.06.16.20133215,2020,2020-06-18,21.0,23,3,1,4,7,7,2,1,14,3,142.85714285714286,47.61904761904761,190.47619047619045,666.6666666666666,142.85714285714286,0.75,0.6086956521739131,0.13043478260869565,0.21428571428571427
10.1101/2020.06.16.20132795,2020,2020-06-18,9.0,9,1,0,1,2,2,2,0,4,2,111.1111111111111,0.0,111.1111111111111,444.4444444444444,222.2222222222222,1.0,0.4444444444444444,0.2222222222222222,0.5
10.1101/2020.06.16.20133116,2020,2020-06-18,11.0,12,1,0,1,2,2,2,3,4,5,90.9090909090909,0.0,90.9090909090909,363.6363636363636,454.5454545454545,1.0,0.3333333333333333,0.4166666666666667,1.25
10.1101/2020.06.17.20133454,2020,2020-06-18,13.0,14,0,0,0,2,2,2,3,4,5,0.0,0.0,0.0,307.69230769230774,384.61538461538464,0.0,0.2857142857142857,0.35714285714285715,1.25
10.1101/2020.06.16.20133231,2020,2020-06-18,19.0,19,0,1,1,2,2,3,0,4,3,0.0,52.63157894736842,52.63157894736842,210.52631578947367,157.89473684210526,0.0,0.21052631578947367,0.15789473684210525,0.75
10.1101/2020.06.16.20133090,2020,2020-06-18,13.0,14,1,0,1,3,3,2,0,6,2,76.92307692307693,0.0,76.92307692307693,461.53846153846155,153.84615384615387,1.0,0.42857142857142855,0.14285714285714285,0.3333333333333333
10.1101/2020.06.16.20132787,2020,2020-06-18,24.0,25,1,0,1,4,4,3,3,8,6,41.666666666666664,0.0,41.666666666666664,333.3333333333333,250.0,1.0,0.32,0.24,0.75
10.1101/2020.06.16.20132878,2020,2020-06-18,16.0,17,0,2,2,2,2,3,2,4,5,0.0,125.0,125.0,250.0,312.5,0.0,0.23529411764705882,0.29411764705882354,1.25
10.1101/2020.06.17.20133348,2020,2020-06-18,11.0,12,0,1,1,1,1,2,2,2,4,0.0,90.9090909090909,90.9090909090909,181.8181818181818,363.6363636363636,0.0,0.16666666666666666,0.3333333333333333,2.0
10.1101/2020.06.17.20133520,2020,2020-06-18,19.0,19,0,1,1,5,4,2,2,9,4,0.0,52.63157894736842,52.63157894736842,473.6842105263158,210.52631578947367,0.0,0.47368421052631576,0.21052631578947367,0.4444444444444444
10.1101/2020.06.16.20133025,2020,2020-06-18,17.0,18,1,0,1,4,4,1,0,8,1,58.8235294117647,0.0,58.8235294117647,470.5882352941176,58.8235294117647,1.0,0.4444444444444444,0.05555555555555555,0.125
10.1101/2020.06.16.20133157,2020,2020-06-18,21.0,23,0,1,1,3,3,5,2,6,7,0.0,47.61904761904761,47.61904761904761,285.7142857142857,333.3333333333333,0.0,0.2608695652173913,0.30434782608695654,1.1666666666666667
10.1101/2020.06.16.20133140,2020,2020-06-18,18.0,19,0,1,1,2,2,2,5,4,7,0.0,55.55555555555555,55.55555555555555,222.2222222222222,388.8888888888889,0.0,0.21052631578947367,0.3684210526315789,1.75
10.1101/2020.06.16.20133322,2020,2020-06-18,9.0,10,1,0,1,2,2,0,1,4,1,111.1111111111111,0.0,111.1111111111111,444.4444444444444,111.1111111111111,1.0,0.4,0.1,0.25
10.1101/2020.06.16.20133041,2020,2020-06-18,11.0,12,0,0,0,2,2,0,2,4,2,0.0,0.0,0.0,363.6363636363636,181.8181818181818,0.0,0.3333333333333333,0.16666666666666666,0.5
10.1101/2020.06.16.20133181,2020,2020-06-18,10.0,11,0,0,0,3,3,3,0,6,3,0.0,0.0,0.0,600.0,300.0,0.0,0.5454545454545454,0.2727272727272727,0.5
10.1101/2020.06.16.20132746,2020,2020-06-18,12.0,13,1,0,1,3,3,2,2,6,4,83.33333333333333,0.0,83.33333333333333,500.0,333.3333333333333,1.0,0.46153846153846156,0.3076923076923077,0.6666666666666666
10.1101/2020.06.16.20133199,2020,2020-06-18,10.0,11,0,0,0,3,4,2,0,7,2,0.0,0.0,0.0,700.0,200.0,0.0,0.6363636363636364,0.18181818181818182,0.2857142857142857
10.1101/2020.06.15.20131953,2020,2020-06-18,12.0,14,1,0,1,4,4,3,0,8,3,83.33333333333333,0.0,83.33333333333333,666.6666666666666,250.0,1.0,0.5714285714285714,0.21428571428571427,0.375
10.1101/2020.06.15.20125450,2020,2020-06-19,12.0,13,1,0,1,3,3,0,1,6,1,83.33333333333333,0.0,83.33333333333333,500.0,83.33333333333333,1.0,0.46153846153846156,0.07692307692307693,0.16666666666666666
10.1101/2020.06.16.20124909,2020,2020-06-19,11.0,11,0,0,0,0,0,3,2,0,5,0.0,0.0,0.0,0.0,454.5454545454545,0.0,0.0,0.45454545454545453,
10.1101/2020.06.16.20128660,2020,2020-06-19,12.0,13,0,0,0,2,2,1,4,4,5,0.0,0.0,0.0,333.3333333333333,416.6666666666667,0.0,0.3076923076923077,0.38461538461538464,1.25
10.1101/2020.06.15.20131284,2020,2020-06-19,12.0,12,0,0,0,1,2,3,0,3,3,0.0,0.0,0.0,250.0,250.0,0.0,0.25,0.25,1.0
10.1101/2020.06.16.20130914,2020,2020-06-19,9.0,10,0,1,1,2,2,3,1,4,4,0.0,111.1111111111111,111.1111111111111,444.4444444444444,444.4444444444444,0.0,0.4,0.4,1.0
10.1101/2020.06.15.20038489,2020,2020-06-19,13.0,14,2,0,2,2,2,0,3,4,3,153.84615384615387,0.0,153.84615384615387,307.69230769230774,230.76923076923077,1.0,0.2857142857142857,0.21428571428571427,0.75
10.1101/2020.06.16.20129171,2020,2020-06-19,12.0,13,0,0,0,2,2,2,2,4,4,0.0,0.0,0.0,333.3333333333333,333.3333333333333,0.0,0.3076923076923077,0.3076923076923077,1.0
10.1101/2020.06.16.20132142,2020,2020-06-19,14.0,14,0,1,1,1,1,4,0,2,4,0.0,71.42857142857143,71.42857142857143,142.85714285714286,285.7142857142857,0.0,0.14285714285714285,0.2857142857142857,2.0
10.1101/2020.06.12.20129718,2020,2020-06-19,11.0,12,0,1,1,2,2,2,2,4,4,0.0,90.9090909090909,90.9090909090909,363.6363636363636,363.6363636363636,0.0,0.3333333333333333,0.3333333333333333,1.0
10.1101/2020.06.16.20126466,2020,2020-06-19,24.0,26,1,1,2,3,4,5,5,7,10,41.666666666666664,41.666666666666664,83.33333333333333,291.6666666666667,416.6666666666667,0.5,0.2692307692307692,0.38461538461538464,1.4285714285714286
10.1101/2020.06.16.20126425,2020,2020-06-19,4.0,5,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0,250.0,250.0,0.0,0.2,0.2,1.0
10.1101/2020.06.16.20129635,2020,2020-06-19,10.0,10,0,0,0,1,1,1,3,2,4,0.0,0.0,0.0,200.0,400.0,0.0,0.2,0.4,2.0
10.1101/2020.06.15.20131011,2020,2020-06-19,16.0,17,0,1,1,2,2,2,3,4,5,0.0,62.5,62.5,250.0,312.5,0.0,0.23529411764705882,0.29411764705882354,1.25
10.1101/2020.06.15.20130773,2020,2020-06-19,13.0,13,0,0,0,2,2,2,4,4,6,0.0,0.0,0.0,307.69230769230774,461.53846153846155,0.0,0.3076923076923077,0.46153846153846156,1.5
10.1101/2020.06.16.20130278,2020,2020-06-19,16.0,17,1,1,2,4,4,0,0,8,0,62.5,62.5,125.0,500.0,0.0,0.5,0.47058823529411764,0.0,0.0
10.1101/2020.06.16.20131243,2020,2020-06-19,16.0,17,0,0,0,2,2,2,5,4,7,0.0,0.0,0.0,250.0,437.5,0.0,0.23529411764705882,0.4117647058823529,1.75
10.1101/2020.06.16.20132001,2020,2020-06-19,15.0,17,0,0,0,2,1,0,4,3,4,0.0,0.0,0.0,200.0,266.6666666666667,0.0,0.17647058823529413,0.23529411764705882,1.3333333333333333
10.1101/2020.06.16.20126714,2020,2020-06-19,14.0,16,0,1,1,2,2,4,3,4,7,0.0,71.42857142857143,71.42857142857143,285.7142857142857,500.0,0.0,0.25,0.4375,1.75
10.1101/2020.06.17.20133124,2020,2020-06-19,10.0,11,0,2,2,0,0,2,0,0,2,0.0,200.0,200.0,0.0,200.0,0.0,0.0,0.18181818181818182,
10.1101/2020.06.16.20132597,2020,2020-06-19,24.0,26,0,1,1,6,8,0,2,14,2,0.0,41.666666666666664,41.666666666666664,583.3333333333334,83.33333333333333,0.0,0.5384615384615384,0.07692307692307693,0.14285714285714285
10.1101/2020.06.16.20132613,2020,2020-06-19,11.0,11,0,0,0,2,2,1,2,4,3,0.0,0.0,0.0,363.6363636363636,272.7272727272727,0.0,0.36363636363636365,0.2727272727272727,0.75
10.1101/2020.06.16.20132456,2020,2020-06-19,32.0,34,1,2,3,6,6,1,5,12,6,31.25,62.5,93.75,375.0,187.5,0.3333333333333333,0.35294117647058826,0.17647058823529413,0.5
10.1101/2020.06.16.20132704,2020,2020-06-19,14.0,14,1,0,1,2,2,2,3,4,5,71.42857142857143,0.0,71.42857142857143,285.7142857142857,357.14285714285717,1.0,0.2857142857142857,0.35714285714285715,1.25
10.1101/2020.06.16.20132514,2020,2020-06-19,14.0,14,0,0,0,2,2,2,0,4,2,0.0,0.0,0.0,285.7142857142857,142.85714285714286,0.0,0.2857142857142857,0.14285714285714285,0.5
10.1101/2020.06.16.20132662,2020,2020-06-19,15.0,16,1,0,1,2,2,5,4,4,9,66.66666666666667,0.0,66.66666666666667,266.6666666666667,600.0,1.0,0.25,0.5625,2.25
10.1101/2020.06.16.20132621,2020,2020-06-19,7.0,7,0,0,0,1,1,3,0,2,3,0.0,0.0,0.0,285.7142857142857,428.57142857142856,0.0,0.2857142857142857,0.42857142857142855,1.5
10.1101/2020.06.15.20132324,2020,2020-06-19,13.0,14,0,0,0,2,2,2,5,4,7,0.0,0.0,0.0,307.69230769230774,538.4615384615385,0.0,0.2857142857142857,0.5,1.75
10.1101/2020.06.16.20122994,2020,2020-06-19,13.0,15,2,0,2,5,4,0,1,9,1,153.84615384615387,0.0,153.84615384615387,692.3076923076923,76.92307692307693,1.0,0.6,0.06666666666666667,0.1111111111111111
10.1101/2020.06.16.20132894,2020,2020-06-19,25.0,25,3,1,4,6,6,4,1,12,5,120.0,40.0,160.0,480.0,200.0,0.75,0.48,0.2,0.4166666666666667
10.1101/2020.06.15.20132308,2020,2020-06-19,11.0,12,0,1,1,1,1,0,2,2,2,0.0,90.9090909090909,90.9090909090909,181.8181818181818,181.8181818181818,0.0,0.16666666666666666,0.16666666666666666,1.0
10.1101/2020.06.16.20133066,2020,2020-06-19,10.0,12,0,0,0,4,4,1,0,8,1,0.0,0.0,0.0,800.0,100.0,0.0,0.6666666666666666,0.08333333333333333,0.125
10.1101/2020.06.16.20132803,2020,2020-06-19,20.0,23,2,0,2,4,3,5,1,7,6,100.0,0.0,100.0,350.0,300.0,1.0,0.30434782608695654,0.2608695652173913,0.8571428571428571
10.1101/2020.06.18.20131417,2020,2020-06-19,9.0,10,0,1,1,1,1,1,1,2,2,0.0,111.1111111111111,111.1111111111111,222.2222222222222,222.2222222222222,0.0,0.2,0.2,1.0
10.1101/2020.06.17.20106302,2020,2020-06-19,17.0,18,0,0,0,1,1,4,2,2,6,0.0,0.0,0.0,117.6470588235294,352.94117647058823,0.0,0.1111111111111111,0.3333333333333333,3.0
10.1101/2020.06.15.20132209,2020,2020-06-19,17.0,18,1,0,1,3,3,8,0,6,8,58.8235294117647,0.0,58.8235294117647,352.94117647058823,470.5882352941176,1.0,0.3333333333333333,0.4444444444444444,1.3333333333333333
10.1101/2020.06.16.20132985,2020,2020-06-19,10.0,11,1,0,1,2,2,1,2,4,3,100.0,0.0,100.0,400.0,300.0,1.0,0.36363636363636365,0.2727272727272727,0.75
10.1101/2020.06.16.20132670,2020,2020-06-19,15.0,15,0,0,0,4,3,3,2,7,5,0.0,0.0,0.0,466.6666666666667,333.3333333333333,0.0,0.4666666666666667,0.3333333333333333,0.7142857142857143
10.1101/2020.06.17.20133264,2020,2020-06-19,8.0,9,0,0,0,2,2,2,1,4,3,0.0,0.0,0.0,500.0,375.0,0.0,0.4444444444444444,0.3333333333333333,0.75
10.1101/2020.06.16.20132688,2020,2020-06-19,9.0,10,0,1,1,2,2,1,2,4,3,0.0,111.1111111111111,111.1111111111111,444.4444444444444,333.3333333333333,0.0,0.4,0.3,0.75
10.1101/2020.06.16.20132639,2020,2020-06-19,19.0,20,0,1,1,2,2,2,3,4,5,0.0,52.63157894736842,52.63157894736842,210.52631578947367,263.1578947368421,0.0,0.2,0.25,1.25
10.1101/2020.06.16.20132654,2020,2020-06-19,20.0,22,1,1,2,4,4,5,2,8,7,50.0,50.0,100.0,400.0,350.0,0.5,0.36363636363636365,0.3181818181818182,0.875
10.1101/2020.06.17.20133355,2020,2020-06-19,15.0,16,0,0,0,1,1,2,2,2,4,0.0,0.0,0.0,133.33333333333334,266.6666666666667,0.0,0.125,0.25,2.0
10.1101/2020.06.16.20132563,2020,2020-06-19,16.0,17,0,1,1,2,2,5,1,4,6,0.0,62.5,62.5,250.0,375.0,0.0,0.23529411764705882,0.35294117647058826,1.5
10.1101/2020.06.16.20132423,2020,2020-06-19,18.0,19,0,0,0,4,4,2,1,8,3,0.0,0.0,0.0,444.4444444444444,166.66666666666666,0.0,0.42105263157894735,0.15789473684210525,0.375
10.1101/2020.06.16.20133207,2020,2020-06-19,14.0,14,0,1,1,1,1,3,2,2,5,0.0,71.42857142857143,71.42857142857143,142.85714285714286,357.14285714285717,0.0,0.14285714285714285,0.35714285714285715,2.5
10.1101/2020.06.16.20132779,2020,2020-06-19,18.0,18,1,0,1,4,4,4,2,8,6,55.55555555555555,0.0,55.55555555555555,444.4444444444444,333.3333333333333,1.0,0.4444444444444444,0.3333333333333333,0.75
10.1101/2020.06.17.20134015,2020,2020-06-19,10.0,11,0,0,0,2,2,2,4,4,6,0.0,0.0,0.0,400.0,600.0,0.0,0.36363636363636365,0.5454545454545454,1.5
10.1101/2020.06.16.20132902,2020,2020-06-19,8.0,9,0,0,0,1,1,2,1,2,3,0.0,0.0,0.0,250.0,375.0,0.0,0.2222222222222222,0.3333333333333333,1.5
10.1101/2020.06.17.20133967,2020,2020-06-19,14.0,16,0,0,0,3,4,1,3,7,4,0.0,0.0,0.0,500.0,285.7142857142857,0.0,0.4375,0.25,0.5714285714285714
10.1101/2020.06.17.20133942,2020,2020-06-19,14.0,14,0,0,0,2,3,2,0,5,2,0.0,0.0,0.0,357.14285714285717,142.85714285714286,0.0,0.35714285714285715,0.14285714285714285,0.4
10.1101/2020.06.17.20133702,2020,2020-06-19,13.0,14,0,0,0,2,2,2,1,4,3,0.0,0.0,0.0,307.69230769230774,230.76923076923077,0.0,0.2857142857142857,0.21428571428571427,0.75
10.1101/2020.06.17.20134114,2020,2020-06-19,16.0,18,0,1,1,2,2,5,1,4,6,0.0,62.5,62.5,250.0,375.0,0.0,0.2222222222222222,0.3333333333333333,1.5
10.1101/2020.06.17.20133678,2020,2020-06-19,19.0,20,1,0,1,5,5,1,4,10,5,52.63157894736842,0.0,52.63157894736842,526.3157894736842,263.1578947368421,1.0,0.5,0.25,0.5
10.1101/2020.06.17.20133389,2020,2020-06-19,15.0,16,0,1,1,1,1,2,3,2,5,0.0,66.66666666666667,66.66666666666667,133.33333333333334,333.3333333333333,0.0,0.125,0.3125,2.5
10.1101/2020.06.15.20131391,2020,2020-06-19,9.0,10,0,0,0,2,2,1,2,4,3,0.0,0.0,0.0,444.4444444444444,333.3333333333333,0.0,0.4,0.3,0.75
10.1101/2020.06.17.20132076,2020,2020-06-19,9.0,10,0,0,0,2,3,1,2,5,3,0.0,0.0,0.0,555.5555555555555,333.3333333333333,0.0,0.5,0.3,0.6
10.1101/2020.06.16.20133298,2020,2020-06-19,15.0,16,0,1,1,3,3,2,0,6,2,0.0,66.66666666666667,66.66666666666667,400.0,133.33333333333334,0.0,0.375,0.125,0.3333333333333333
10.1101/2020.06.17.20133843,2020,2020-06-19,15.0,16,0,2,2,1,1,1,2,2,3,0.0,133.33333333333334,133.33333333333334,133.33333333333334,200.0,0.0,0.125,0.1875,1.5
10.1101/2020.06.17.20133918,2020,2020-06-19,14.0,16,0,1,1,4,3,3,1,7,4,0.0,71.42857142857143,71.42857142857143,500.0,285.7142857142857,0.0,0.4375,0.25,0.5714285714285714
10.1101/2020.06.17.20134254,2020,2020-06-19,19.0,21,2,0,2,5,5,0,2,10,2,105.26315789473684,0.0,105.26315789473684,526.3157894736842,105.26315789473684,1.0,0.47619047619047616,0.09523809523809523,0.2
10.1101/2020.06.17.20133884,2020,2020-06-19,17.0,18,0,1,1,3,3,4,0,6,4,0.0,58.8235294117647,58.8235294117647,352.94117647058823,235.2941176470588,0.0,0.3333333333333333,0.2222222222222222,0.6666666666666666
10.1101/2020.06.17.20133587,2020,2020-06-19,16.0,17,0,1,1,2,2,5,1,4,6,0.0,62.5,62.5,250.0,375.0,0.0,0.23529411764705882,0.35294117647058826,1.5
10.1101/2020.06.17.20132555,2020,2020-06-19,19.0,19,0,0,0,2,2,5,2,4,7,0.0,0.0,0.0,210.52631578947367,368.4210526315789,0.0,0.21052631578947367,0.3684210526315789,1.75
10.1101/2020.06.17.20133637,2020,2020-06-19,8.0,9,0,0,0,2,2,3,0,4,3,0.0,0.0,0.0,500.0,375.0,0.0,0.4444444444444444,0.3333333333333333,0.75
10.1101/2020.06.17.20133868,2020,2020-06-19,24.0,26,4,1,5,5,5,4,2,10,6,166.66666666666666,41.666666666666664,208.33333333333334,416.6666666666667,250.0,0.8,0.38461538461538464,0.23076923076923078,0.6
10.1101/2020.06.17.20133876,2020,2020-06-19,10.0,11,0,1,1,1,1,1,3,2,4,0.0,100.0,100.0,200.0,400.0,0.0,0.18181818181818182,0.36363636363636365,2.0
10.1101/2020.06.17.20134338,2020,2020-06-19,8.0,8,0,0,0,2,2,2,1,4,3,0.0,0.0,0.0,500.0,375.0,0.0,0.5,0.375,0.75
10.1101/2020.06.17.20134098,2020,2020-06-19,15.0,16,1,0,1,4,4,2,0,8,2,66.66666666666667,0.0,66.66666666666667,533.3333333333334,133.33333333333334,1.0,0.5,0.125,0.25
10.1101/2020.06.17.20132951,2020,2020-06-19,10.0,10,0,0,0,0,0,3,3,0,6,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.6,
10.1101/2020.06.17.20134080,2020,2020-06-19,8.0,9,0,0,0,1,1,2,1,2,3,0.0,0.0,0.0,250.0,375.0,0.0,0.2222222222222222,0.3333333333333333,1.5
10.1101/2020.06.17.20133777,2020,2020-06-19,12.0,12,0,0,0,3,3,1,3,6,4,0.0,0.0,0.0,500.0,333.3333333333333,0.0,0.5,0.3333333333333333,0.6666666666666666
10.1101/2020.06.17.20133892,2020,2020-06-19,10.0,11,0,0,0,0,0,1,3,0,4,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.36363636363636365,
10.1101/2020.06.17.20133793,2020,2020-06-19,22.0,25,1,1,2,5,5,4,2,10,6,45.45454545454545,45.45454545454545,90.9090909090909,454.5454545454545,272.7272727272727,0.5,0.4,0.24,0.6
10.1101/2020.06.15.20132407,2020,2020-06-19,23.0,25,1,1,2,4,4,5,2,8,7,43.47826086956522,43.47826086956522,86.95652173913044,347.82608695652175,304.34782608695656,0.5,0.32,0.28,0.875
10.1101/2020.06.17.20124396,2020,2020-06-19,15.0,16,0,2,2,2,2,4,2,4,6,0.0,133.33333333333334,133.33333333333334,266.6666666666667,400.0,0.0,0.25,0.375,1.5
10.1101/2020.06.19.20135749,2020,2020-06-20,12.0,14,0,1,1,1,1,3,2,2,5,0.0,83.33333333333333,83.33333333333333,166.66666666666666,416.6666666666667,0.0,0.14285714285714285,0.35714285714285715,2.5
10.1101/2020.06.19.20135723,2020,2020-06-20,15.0,16,1,0,1,3,3,2,1,6,3,66.66666666666667,0.0,66.66666666666667,400.0,200.0,1.0,0.375,0.1875,0.5
10.1101/2020.06.19.20135962,2020,2020-06-20,9.0,10,0,0,0,1,1,1,0,2,1,0.0,0.0,0.0,222.2222222222222,111.1111111111111,0.0,0.2,0.1,0.5
10.1101/2020.06.19.20136002,2020,2020-06-20,11.0,11,0,0,0,1,1,1,2,2,3,0.0,0.0,0.0,181.8181818181818,272.7272727272727,0.0,0.18181818181818182,0.2727272727272727,1.5
10.1101/2020.06.20.20136143,2020,2020-06-20,22.0,22,0,1,1,3,3,6,1,6,7,0.0,45.45454545454545,45.45454545454545,272.7272727272727,318.1818181818182,0.0,0.2727272727272727,0.3181818181818182,1.1666666666666667
10.1101/2020.06.19.20136028,2020,2020-06-20,10.0,10,0,0,0,1,1,3,1,2,4,0.0,0.0,0.0,200.0,400.0,0.0,0.2,0.4,2.0
10.1101/2020.06.18.20135277,2020,2020-06-20,19.0,20,2,0,2,4,4,2,2,8,4,105.26315789473684,0.0,105.26315789473684,421.05263157894734,210.52631578947367,1.0,0.4,0.2,0.5
10.1101/2020.06.20.20136234,2020,2020-06-20,15.0,19,0,0,0,2,2,2,3,4,5,0.0,0.0,0.0,266.6666666666667,333.3333333333333,0.0,0.21052631578947367,0.2631578947368421,1.25
10.1101/2020.06.19.20136069,2020,2020-06-20,6.0,7,0,0,0,2,2,1,0,4,1,0.0,0.0,0.0,666.6666666666666,166.66666666666666,0.0,0.5714285714285714,0.14285714285714285,0.25
10.1101/2020.06.19.20135392,2020,2020-06-20,21.0,22,3,0,3,5,5,1,2,10,3,142.85714285714286,0.0,142.85714285714286,476.19047619047615,142.85714285714286,1.0,0.45454545454545453,0.13636363636363635,0.3
10.1101/2020.06.19.20135533,2020,2020-06-20,17.0,19,1,2,3,3,3,6,2,6,8,58.8235294117647,117.6470588235294,176.47058823529412,352.94117647058823,470.5882352941176,0.3333333333333333,0.3157894736842105,0.42105263157894735,1.3333333333333333
10.1101/2020.06.19.20135491,2020,2020-06-20,16.0,18,0,1,1,2,2,2,0,4,2,0.0,62.5,62.5,250.0,125.0,0.0,0.2222222222222222,0.1111111111111111,0.5
10.1101/2020.06.18.20134940,2020,2020-06-20,13.0,13,0,0,0,3,3,2,4,6,6,0.0,0.0,0.0,461.53846153846155,461.53846153846155,0.0,0.46153846153846156,0.46153846153846156,1.0
10.1101/2020.06.19.20135558,2020,2020-06-20,12.0,12,0,0,0,2,2,2,2,4,4,0.0,0.0,0.0,333.3333333333333,333.3333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0
10.1101/2020.06.19.20135897,2020,2020-06-20,15.0,15,0,2,2,2,2,1,1,4,2,0.0,133.33333333333334,133.33333333333334,266.6666666666667,133.33333333333334,0.0,0.26666666666666666,0.13333333333333333,0.5
10.1101/2020.06.19.20135996,2020,2020-06-20,12.0,13,1,1,2,2,2,2,4,4,6,83.33333333333333,83.33333333333333,166.66666666666666,333.3333333333333,500.0,0.5,0.3076923076923077,0.46153846153846156,1.5
10.1101/2020.06.19.20135509,2020,2020-06-20,16.0,16,1,0,1,4,4,2,2,8,4,62.5,0.0,62.5,500.0,250.0,1.0,0.5,0.25,0.5
10.1101/2020.06.18.20135129,2020,2020-06-20,19.0,21,1,0,1,2,2,9,4,4,13,52.63157894736842,0.0,52.63157894736842,210.52631578947367,684.2105263157895,1.0,0.19047619047619047,0.6190476190476191,3.25
10.1101/2020.06.19.20134908,2020,2020-06-20,8.0,9,0,0,0,2,2,0,1,4,1,0.0,0.0,0.0,500.0,125.0,0.0,0.4444444444444444,0.1111111111111111,0.25
10.1101/2020.06.18.20135103,2020,2020-06-20,6.0,7,0,0,0,1,1,1,1,2,2,0.0,0.0,0.0,333.3333333333333,333.3333333333333,0.0,0.2857142857142857,0.2857142857142857,1.0
10.1101/2020.06.19.20135368,2020,2020-06-20,17.0,17,0,0,0,5,5,3,0,10,3,0.0,0.0,0.0,588.2352941176471,176.47058823529412,0.0,0.5882352941176471,0.17647058823529413,0.3
10.1101/2020.06.19.20135905,2020,2020-06-20,11.0,14,0,1,1,1,1,3,3,2,6,0.0,90.9090909090909,90.9090909090909,181.8181818181818,545.4545454545454,0.0,0.14285714285714285,0.42857142857142855,3.0
10.1101/2020.06.19.20135418,2020,2020-06-20,21.0,24,0,2,2,5,5,4,2,10,6,0.0,95.23809523809523,95.23809523809523,476.19047619047615,285.7142857142857,0.0,0.4166666666666667,0.25,0.6
10.1101/2020.06.19.20135269,2020,2020-06-20,12.0,13,2,0,2,3,3,3,1,6,4,166.66666666666666,0.0,166.66666666666666,500.0,333.3333333333333,1.0,0.46153846153846156,0.3076923076923077,0.6666666666666666
10.1101/2020.06.19.20135483,2020,2020-06-20,20.0,21,0,1,1,3,3,5,1,6,6,0.0,50.0,50.0,300.0,300.0,0.0,0.2857142857142857,0.2857142857142857,1.0
10.1101/2020.06.18.20134791,2020,2020-06-20,11.0,13,1,0,1,2,2,2,1,4,3,90.9090909090909,0.0,90.9090909090909,363.6363636363636,272.7272727272727,1.0,0.3076923076923077,0.23076923076923078,0.75
10.1101/2020.06.18.20135053,2020,2020-06-20,11.0,12,0,0,0,3,3,3,2,6,5,0.0,0.0,0.0,545.4545454545454,454.5454545454545,0.0,0.5,0.4166666666666667,0.8333333333333334
