feature,family,intervention_date,n_months,n_pre_months,n_post_months,pre_mean,post_mean,pre_sd,pre_slope_per_month,pre_slope_per_year,level_shift,level_shift_se,level_shift_ci_low,level_shift_ci_high,level_shift_p,slope_change_per_month,slope_change_per_year,slope_change_se,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high,standardized_slope_change_per_year,standardized_slope_change_per_year_se,standardized_slope_change_per_year_ci_low,standardized_slope_change_per_year_ci_high,slope_change_p,post_slope_per_month,post_slope_per_year,r_squared,model,hac_lags,placebo_year,slope_change_q
marker_words_total_per_1k_words,marker_words,2021-01-01,136,72,64,3.2462741188810305,5.159336887864112,0.33319892129157985,0.005250486462009235,0.06300583754411082,-1.02384617027581,0.3206168881820456,-1.6522552711126193,-0.3954370694390006,0.0014062595300658033,0.08015076019901865,0.9618091223882238,0.007018805456524885,0.08422566547829863,0.7967268180507585,1.126891426725689,2.886591345073869,0.2527789260295755,2.3911446500559013,3.3820380400918375,3.3441860826415215e-30,0.08540124666102789,1.0248149599323346,0.93174843269495,monthly_segmented_wls_hac,6,2021,1.6052093196679303e-28
verb_align_per_1k_words,verbs,2021-01-01,136,72,64,0.06896660978957977,0.1990018063143137,0.05573817183861042,-4.626380855821856e-05,-0.0005551657026986227,-0.05327280188738239,0.023198418451192433,-0.09874170205171956,-0.007803901723045223,0.021653134852693653,0.005799606599684981,0.06959527919621977,0.0005242623352712096,0.006291148023254515,0.05726462907064092,0.08192592932179862,1.2486107258367305,0.11286965136693936,1.0273862091575294,1.4698352425159318,1.9089127125055871e-28,0.005753342791126763,0.06904011349352115,0.7483300386092402,monthly_segmented_wls_hac,6,2021,6.872085765020114e-27
flesch_reading_ease,readability,2020-01-01,136,60,76,14.425874355961046,10.817121287571917,0.9669184973387727,-0.01681539666507239,-0.20178475998086867,4.811765575870428,0.7538907692277836,3.334139668183972,6.289391483556884,1.7413288363178451e-10,-0.1908994498021943,-2.2907933976263317,0.018610973592138827,0.22333168310566592,-2.7285234965134366,-1.8530632987392266,-2.36916907053824,0.2309726039168105,-2.821875374215188,-1.9164627668612915,1.0966424732877146e-24,-0.2077148464672667,-2.4925781576072006,0.8967455745667777,monthly_segmented_wls_hac,6,2020,3.070598925205601e-23
dale_chall,readability,2021-01-01,136,72,64,13.000229030785297,13.535878496011863,0.09104740567174736,0.0006338991703498855,0.007606790044198626,-0.19407440863136682,0.09183662170130932,-0.3740741871659331,-0.014074630096800544,0.03457875372721533,0.021419558517373406,0.2570347022084809,0.002181287425103443,0.026175449101241317,0.20573082197004788,0.30833858244691387,2.8230865043553957,0.28749253104049444,2.259601143516026,3.3865718651947647,9.263123326545675e-23,0.022053457687723294,0.2646414922526795,0.9375682759313896,monthly_segmented_wls_hac,6,2021,1.2968372657163945e-21
dale_chall,readability,2020-01-01,136,60,76,13.010451067083595,13.44323223600375,0.08783771269649453,0.003462398878384185,0.04154878654061022,-0.41047642155581476,0.05961495758113744,-0.5273217384148441,-0.2936311046967854,5.760099175579833e-12,0.015973274447190492,0.19167929336628592,0.0016466125081538382,0.01975935009784606,0.15295096717450762,0.2304076195580642,2.182198141117301,0.22495292160123184,1.7412904147788866,2.6231058674557155,2.9947192555324485e-22,0.01943567332557468,0.23322807990689615,0.9330690997803751,monthly_segmented_wls_hac,6,2020,2.7950713051636188e-21
avg_syllables_per_word,readability,2020-01-01,136,60,76,1.951245382165498,1.9917071039717391,0.010668810683733128,0.00018348675676703062,0.0022018410812043674,-0.04497236137926915,0.008261648531989269,-0.06116519250196812,-0.028779530256570186,5.224097782192157e-08,0.0019261540869238548,0.02311384904308626,0.00020492855034694803,0.0024591426041633765,0.01829392953892604,0.02793376854724648,2.1664878802590657,0.230498288615512,1.714711234572662,2.6182645259454693,5.500587162245606e-21,0.0021096408436908857,0.025315690124290628,0.896044374675469,monthly_segmented_wls_hac,6,2020,3.850411013571924e-20
smog_index,readability,2020-01-01,136,60,76,18.08169836882655,18.321086015636578,0.15248875945450172,-0.0007713806362971108,-0.00925656763556533,-0.3812969800968009,0.07856573866983961,-0.5352858278896866,-0.22730813230391528,1.2147151199491255e-06,0.017731730021465844,0.21278076025759013,0.0018958864441391407,0.022750637329669688,0.16818951109143754,0.2573720094237427,1.3953865256611115,0.1491955040558765,1.1029633377115935,1.6878097136106296,8.54072524994204e-21,0.016960349385168733,0.2035241926220248,0.7995256574850053,monthly_segmented_wls_hac,6,2020,4.7828061399675425e-20
gunning_fog,readability,2020-01-01,136,60,76,20.849366612784237,21.268899847902833,0.2216772670110226,-0.0011363170446177795,-0.013635804535413354,-0.6397097668548312,0.1343187672808842,-0.9029745507253641,-0.3764449829842981,1.9109182603952806e-06,0.029985893047011082,0.359830716564133,0.0032421431269252783,0.03890571752310334,0.28357551021885047,0.43608592290941556,1.6232188415884832,0.17550612224558326,1.27922684198714,1.9672108411898264,2.2705346208110594e-20,0.028849576002393303,0.34619491202871966,0.8243132710981255,monthly_segmented_wls_hac,6,2020,1.0595828230451611e-19
marker_words_total_per_1k_words,marker_words,2020-01-01,136,60,76,3.2146580140070404,4.882234428188354,0.33496965351400476,0.006280600850778053,0.07536721020933664,-1.1197758803081421,0.3562722518287732,-1.8180694938925375,-0.42148226672374667,0.0016720628937889896,0.06287869306140248,0.7545443167368298,0.006957515862439292,0.0834901903492715,0.5909035436522576,0.9181850898214019,2.2525751476925446,0.249247027225948,1.7640509743296866,2.7410993210554024,1.6026549503764139e-19,0.06915929391218054,0.8299115269461664,0.8912295191795817,monthly_segmented_wls_hac,6,2020,3.846371880903393e-18
avg_syllables_per_word,readability,2021-01-01,136,72,64,1.9495670472352644,2.001181803606922,0.011864495665352791,-6.550464169594516e-05,-0.0007860557003513419,-0.024441729633353948,0.011369999158678923,-0.04672692798436463,-0.0021565312823432596,0.03158144165026928,0.002516680814272811,0.03020016977127373,0.00028651231369201675,0.003438147764304201,0.0234614001532375,0.03693893938930996,2.5454238109307554,0.28978456912790884,1.9774460554400544,3.1134015664214565,1.5797415227063263e-18,0.0024511761725768658,0.02941411407092239,0.9073343839253253,monthly_segmented_wls_hac,6,2021,6.318966090825305e-18
