month_ts,paper_count,word_count_monthly_mean,word_count_monthly_median,sentence_count_monthly_mean,sentence_count_monthly_median,em_dash_count_monthly_mean,em_dash_count_monthly_median,em_dash_per_1k_words_monthly_mean,em_dash_per_1k_words_monthly_median,semicolon_count_monthly_mean,semicolon_count_monthly_median,semicolon_per_1k_words_monthly_mean,semicolon_per_1k_words_monthly_median,colon_count_monthly_mean,colon_count_monthly_median,colon_per_1k_words_monthly_mean,colon_per_1k_words_monthly_median,marker_list_of_three_monthly_mean,marker_list_of_three_monthly_median,coordination_count_monthly_mean,coordination_count_monthly_median,coordination_density_monthly_mean,coordination_density_monthly_median,clause_depth_monthly_mean,clause_depth_monthly_median,dependency_entropy_monthly_mean,dependency_entropy_monthly_median,marker_word_delve_monthly_mean,marker_word_delve_monthly_median,marker_word_highlight_monthly_mean,marker_word_highlight_monthly_median,marker_word_underscore_monthly_mean,marker_word_underscore_monthly_median,marker_word_enhance_monthly_mean,marker_word_enhance_monthly_median,marker_word_exhibit_monthly_mean,marker_word_exhibit_monthly_median,marker_word_showcase_monthly_mean,marker_word_showcase_monthly_median,marker_word_insight_monthly_mean,marker_word_insight_monthly_median,marker_word_comprehensive_monthly_mean,marker_word_comprehensive_monthly_median,marker_word_crucial_monthly_mean,marker_word_crucial_monthly_median,marker_word_pivotal_monthly_mean,marker_word_pivotal_monthly_median,marker_word_intricate_monthly_mean,marker_word_intricate_monthly_median,marker_word_meticulously_monthly_mean,marker_word_meticulously_monthly_median,marker_word_notably_monthly_mean,marker_word_notably_monthly_median,marker_word_particularly_monthly_mean,marker_word_particularly_monthly_median,marker_word_while_monthly_mean,marker_word_while_monthly_median,marker_word_within_monthly_mean,marker_word_within_monthly_median,marker_word_across_monthly_mean,marker_word_across_monthly_median,marker_word_additionally_monthly_mean,marker_word_additionally_monthly_median,marker_density_monthly_mean,marker_density_monthly_median,hedge_count_monthly_mean,hedge_count_monthly_median,certainty_count_monthly_mean,certainty_count_monthly_median,hedge_ratio_monthly_mean,hedge_ratio_monthly_median,certainty_ratio_monthly_mean,certainty_ratio_monthly_median,avg_words_per_sentence_monthly_mean,avg_words_per_sentence_monthly_median,avg_syllables_per_word_monthly_mean,avg_syllables_per_word_monthly_median,flesch_reading_ease_monthly_mean,flesch_reading_ease_monthly_median,flesch_kincaid_grade_monthly_mean,flesch_kincaid_grade_monthly_median,dale_chall_monthly_mean,dale_chall_monthly_median
2015-01-01,196,158.91326530612244,162.5,6.408163265306122,6.0,0.07653061224489796,0.0,0.46419762515183866,0.0,0.11734693877551021,0.0,0.5920815164373334,0.0,0.45408163265306123,0.0,2.8990872303832167,0.0,0.5459183673469388,0.0,4.331632653061225,4.0,0.592538966135905,0.5,11.520408163265307,11.0,2.768223101328381,2.7831154363623303,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.025510204081632654,0.0,0.02040816326530612,0.0,0.0,0.0,0.015306122448979591,0.0,0.00510204081632653,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.12755102040816327,0.0,0.07653061224489796,0.0,0.07142857142857142,0.0,0.02040816326530612,0.0,0.0057086322022818,0.0040171009115108494,0.2857142857142857,0.0,0.29591836734693877,0.0,0.0015632985447021266,0.0,0.001879799086040901,0.0,25.25393719888102,24.142857142857142,1.8705204681652103,1.854014598540146,21.986056335857917,22.958846153846196,16.20987220036795,16.06218625498008,12.43829225384046,12.376081651376147
2015-02-01,284,159.5387323943662,156.0,6.454225352112676,6.0,0.08098591549295775,0.0,0.4922517994613544,0.0,0.12323943661971831,0.0,0.721263412222698,0.0,0.43309859154929575,0.0,2.9636863100116497,0.0,0.6549295774647887,0.0,4.485915492957746,4.0,0.6014932250847743,0.5555555555555556,11.46830985915493,11.0,2.786473809138409,2.788189602750209,0.0035211267605633804,0.0,0.017605633802816902,0.0,0.0035211267605633804,0.0,0.02464788732394366,0.0,0.02464788732394366,0.0,0.0035211267605633804,0.0,0.02464788732394366,0.0,0.007042253521126761,0.0,0.028169014084507043,0.0,0.0035211267605633804,0.0,0.007042253521126761,0.0,0.0,0.0,0.0035211267605633804,0.0,0.03169014084507042,0.0,0.15492957746478872,0.0,0.056338028169014086,0.0,0.045774647887323945,0.0,0.014084507042253521,0.0,0.006945204172646907,0.005682001614205004,0.27816901408450706,0.0,0.33098591549295775,0.0,0.001682099364442224,0.0,0.0021029105116939285,0.0,25.6506367012617,24.8125,1.9001730250257154,1.8993248131179166,18.319182337528098,17.853546444954148,16.73493234356685,16.6894263131759,12.701072452284624,12.709266547192353
2015-03-01,287,165.25087108013938,163.0,6.557491289198606,6.0,0.05574912891986063,0.0,0.41427671169423086,0.0,0.10801393728222997,0.0,0.6357896570633449,0.0,0.37630662020905925,0.0,2.3145435257007696,0.0,0.6236933797909407,0.0,4.67595818815331,4.0,0.6454712244781932,0.5714285714285714,11.968641114982578,12.0,2.7808752872514475,2.7857836155895606,0.0,0.0,0.017421602787456445,0.0,0.0,0.0,0.024390243902439025,0.0,0.0313588850174216,0.0,0.0,0.0,0.0313588850174216,0.0,0.006968641114982578,0.0,0.020905923344947737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006968641114982578,0.0,0.020905923344947737,0.0,0.13937282229965156,0.0,0.04878048780487805,0.0,0.041811846689895474,0.0,0.013937282229965157,0.0,0.00604903749289063,0.004464285714285714,0.27526132404181186,0.0,0.30662020905923343,0.0,0.0015588482093433712,0.0,0.0018652998228455564,0.0,26.549192867663017,25.1,1.8828376388401313,1.8664026826484017,19.931652142312785,22.557629790152816,16.6829621598595,16.20244958618355,12.698573315029835,12.79051200041524
2015-04-01,274,164.33941605839416,161.5,6.41970802919708,6.0,0.06569343065693431,0.0,0.3934400773406827,0.0,0.15328467153284672,0.0,0.8330391174749363,0.0,0.38321167883211676,0.0,2.351949270057498,0.0,0.6824817518248175,0.0,4.781021897810219,4.0,0.6761983377054223,0.625,11.675182481751825,11.0,2.8068351227781827,2.817424501671928,0.0,0.0,0.021897810218978103,0.0,0.0,0.0,0.021897810218978103,0.0,0.029197080291970802,0.0,0.0,0.0,0.04744525547445255,0.0,0.0036496350364963502,0.0,0.029197080291970802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036496350364963502,0.0,0.01824817518248175,0.0,0.15328467153284672,0.0,0.08394160583941605,0.0,0.06934306569343066,0.0,0.014598540145985401,0.0,0.007109557680897788,0.005333371259528956,0.24817518248175183,0.0,0.2737226277372263,0.0,0.0014052806653693751,0.0,0.0016337373723950411,0.0,25.683158735795455,25.183333333333334,1.8968480121877551,1.8739161849710984,19.95405478525026,21.861464912280738,16.478038114161034,16.34258354519392,12.750228805804232,12.849529523809524
2015-05-01,290,171.6689655172414,165.0,6.9655172413793105,7.0,0.08620689655172414,0.0,0.5318809914975828,0.0,0.14482758620689656,0.0,0.7572102193852146,0.0,0.4206896551724138,0.0,2.46709076441432,0.0,0.8413793103448276,0.0,5.044827586206897,5.0,0.6543317458403666,0.6,11.772413793103448,11.0,2.7858816118839926,2.7938296874305557,0.0,0.0,0.010344827586206896,0.0,0.0,0.0,0.034482758620689655,0.0,0.02413793103448276,0.0,0.0,0.0,0.017241379310344827,0.0,0.013793103448275862,0.0,0.020689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010344827586206896,0.0,0.03103448275862069,0.0,0.1206896551724138,0.0,0.05862068965517241,0.0,0.027586206896551724,0.0,0.027586206896551724,0.0,0.0071819017050023005,0.0058823529411764705,0.33448275862068966,0.0,0.28620689655172415,0.0,0.0019098887369076107,0.0,0.001562303002308223,0.0,25.824062986075973,24.458333333333336,1.871313354498718,1.8614980589175611,21.795622013609275,23.02536266145279,16.150984561366872,15.99241584158416,12.595505074659478,12.632762237703542
2015-06-01,409,159.54034229828852,154.0,6.430317848410758,6.0,0.1100244498777506,0.0,0.6385331747701055,0.0,0.09046454767726161,0.0,0.5111640037862127,0.0,0.4449877750611247,0.0,2.8477427176096866,0.0,0.5843520782396088,0.0,4.689486552567237,4.0,0.6497252136616439,0.5714285714285714,11.469437652811736,11.0,2.7761216248414935,2.786315243187327,0.0,0.0,0.034229828850855744,0.0,0.0,0.0,0.03178484107579462,0.0,0.022004889975550123,0.0,0.007334963325183374,0.0,0.02444987775061125,0.0,0.007334963325183374,0.0,0.03178484107579462,0.0,0.0024449877750611247,0.0,0.004889975550122249,0.0,0.0,0.0,0.007334963325183374,0.0,0.017114914425427872,0.0,0.1980440097799511,0.0,0.061124694376528114,0.0,0.03178484107579462,0.0,0.019559902200488997,0.0,0.006639381899596663,0.005555555555555556,0.28117359413202936,0.0,0.3202933985330073,0.0,0.0016553251030262074,0.0,0.002049714883579503,0.0,25.601917240102683,24.571428571428573,1.879469009189172,1.8636363636363635,20.702772454318364,21.646521739130463,16.362453095265543,16.242039215686276,12.837282584183791,12.826731905648666
2015-07-01,304,157.2565789473684,156.0,6.4605263157894735,6.0,0.03618421052631579,0.0,0.2120587188754559,0.0,0.10526315789473684,0.0,0.6658720390424409,0.0,0.3519736842105263,0.0,2.4916575824883886,0.0,0.5855263157894737,0.0,4.302631578947368,4.0,0.5944213219271269,0.5,11.381578947368421,11.0,2.776225749257549,2.7878596291965945,0.0,0.0,0.01644736842105263,0.0,0.003289473684210526,0.0,0.023026315789473683,0.0,0.03618421052631579,0.0,0.003289473684210526,0.0,0.02631578947368421,0.0,0.01644736842105263,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006578947368421052,0.0,0.023026315789473683,0.0,0.19078947368421054,0.0,0.06578947368421052,0.0,0.049342105263157895,0.0,0.01644736842105263,0.0,0.007094355834955749,0.005649717514124294,0.2565789473684211,0.0,0.28618421052631576,0.0,0.001536917912618617,0.0,0.0018891875893312067,0.0,24.575461074664897,24.125,1.870229047305104,1.872,22.466760401092788,23.229682119205336,15.892297579708845,15.761820987654321,12.63977887981191,12.693557142857143
2015-08-01,279,165.6594982078853,155.0,6.777777777777778,6.0,0.08602150537634409,0.0,0.5937716471029436,0.0,0.21863799283154123,0.0,0.9722360823644839,0.0,0.3763440860215054,0.0,2.2244878163257855,0.0,0.6451612903225806,0.0,4.752688172043011,4.0,0.6220525392568403,0.5714285714285714,11.508960573476703,11.0,2.7797516595990084,2.782473372756545,0.0,0.0,0.02867383512544803,0.0,0.0,0.0,0.017921146953405017,0.0,0.02867383512544803,0.0,0.0,0.0,0.02867383512544803,0.0,0.021505376344086023,0.0,0.017921146953405017,0.0,0.0035842293906810036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02867383512544803,0.0,0.13620071684587814,0.0,0.06093189964157706,0.0,0.053763440860215055,0.0,0.014336917562724014,0.0,0.006522509101503895,0.005263157894736842,0.3010752688172043,0.0,0.2903225806451613,0.0,0.0019543109003501784,0.0,0.00184271503654328,0.0,24.866564245485815,23.6,1.899595708371053,1.889795918367347,19.35014929204356,18.120000000000033,16.414237793742505,16.447140969162998,12.903321432643793,12.897737681159422
2015-09-01,310,164.81612903225806,158.5,6.803225806451613,6.0,0.07741935483870968,0.0,0.40184417119285565,0.0,0.10967741935483871,0.0,0.6442364038455729,0.0,0.38387096774193546,0.0,2.32235385089598,0.0,0.6741935483870968,0.0,4.764516129032258,4.5,0.6400751509717354,0.5773809523809523,11.606451612903227,11.0,2.7803214885252676,2.7774329033627194,0.0,0.0,0.016129032258064516,0.0,0.0032258064516129032,0.0,0.02903225806451613,0.0,0.00967741935483871,0.0,0.0,0.0,0.012903225806451613,0.0,0.012903225806451613,0.0,0.0064516129032258064,0.0,0.0032258064516129032,0.0,0.0,0.0,0.0,0.0,0.0032258064516129032,0.0,0.025806451612903226,0.0,0.13225806451612904,0.0,0.03870967741935484,0.0,0.035483870967741936,0.0,0.0064516129032258064,0.0,0.006381760170509604,0.005221967713787086,0.3096774193548387,0.0,0.27741935483870966,0.0,0.001848017585715261,0.0,0.0017071815313650397,0.0,25.505718253054546,24.666666666666668,1.8831153911934047,1.875968992248062,20.62966555607208,20.190000000000026,16.31953639978948,16.25062874251497,12.84643680716223,12.786039710144928
2015-10-01,285,161.83157894736843,155.0,6.617543859649123,6.0,0.07017543859649122,0.0,0.4467786103711934,0.0,0.14035087719298245,0.0,0.7734735947955819,0.0,0.40350877192982454,0.0,2.369548226630925,0.0,0.5754385964912281,0.0,4.708771929824562,4.0,0.6318102657576341,0.5833333333333334,11.421052631578947,11.0,2.777391596632576,2.7854820941046934,0.0,0.0,0.0035087719298245615,0.0,0.0,0.0,0.014035087719298246,0.0,0.017543859649122806,0.0,0.007017543859649123,0.0,0.03859649122807018,0.0,0.010526315789473684,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014035087719298246,0.0,0.15087719298245614,0.0,0.10877192982456141,0.0,0.07368421052631578,0.0,0.02456140350877193,0.0,0.006174694450165481,0.005025125628140704,0.312280701754386,0.0,0.28771929824561404,0.0,0.0019357481621185126,0.0,0.0018080666647814713,0.0,26.119524760006282,24.8,1.871509977636398,1.868421052631579,21.40813595302617,22.987415254237334,16.405217583369467,15.83731034482759,12.794785626151215,12.721318787878788
