topic_id,abstract_count,abstract_share,topic_label
0,1072,0.5254901960784314,"language, training, llms, language models, neural, text, deep"
1,459,0.225,"policy, reinforcement, reinforcement learning, causal, game, ai, language"
-1,457,0.22401960784313726,-1 (outliers)
2,52,0.025490196078431372,"tsp, mutation, indices, inconsistency indices, local search, stations, metaheuristic"
