feature,family,intervention_date,n_months,n_pre_months,n_post_months,pre_mean,post_mean,pre_slope_per_month,pre_slope_per_year,level_shift,level_shift_se,level_shift_ci_low,level_shift_ci_high,level_shift_p,slope_change_per_month,slope_change_per_year,slope_change_se,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high,slope_change_p,post_slope_per_month,post_slope_per_year,r_squared,model,hac_lags,slope_change_q,level_shift_q
dependency_length,other,2022-11-30,83,42,41,3.534261378860231,3.557974553480115,0.0022823328676896517,0.02738799441227582,-0.051936670017804665,0.02220221358343192,-0.09545300864133122,-0.008420331394278106,0.0193221681903973,-0.0005565605739574694,-0.006678726887489633,0.0009006261736936594,0.010807514084323913,-0.027861454492764504,0.014504000717785235,0.536594662410308,0.0017257722937321822,0.020709267524786187,0.5148598094596135,monthly_segmented_wls_hac,6,0.6643552963175241,0.06279704661879122
contrast_marker_alternatively_per_1k_words,other,2022-11-30,83,42,41,0.003379661118823501,0.004181991987577352,-0.00010017548096428607,-0.0012021057715714328,0.003445892243951668,0.0010199398186554163,0.0014468101993870522,0.005444974288516284,0.000728757882291798,1.8114738724264577e-05,0.00021737686469117492,5.572877189199581e-05,0.0006687452627039497,-0.0010933638502085665,0.0015281175795909161,0.7451418526682859,-8.206074224002149e-05,-0.0009847289068802578,0.056070264893171795,monthly_segmented_wls_hac,6,0.8072370070573097,0.015539508275748376
contrast_marker_conversely_per_1k_words,other,2022-11-30,83,42,41,0.022156372287174687,0.0397716272129742,0.0002313472697011317,0.0027761672364135805,0.008749828173357163,0.006792603162626379,-0.004563674025390539,0.022063330372104867,0.19769701133320486,-9.102791305255601e-05,-0.0010923349566306722,0.0002504472988837599,0.0030053675866051188,-0.006982855426376706,0.004798185513115361,0.7162602807444961,0.00014031935664857569,0.0016838322797829083,0.31505195306641043,monthly_segmented_wls_hac,6,0.8072370070573097,0.2705327523507014
marker_adjectives_total_per_1k_words,other,2022-11-30,83,42,41,1.1562100359055725,1.710285870421863,-0.0012755802590320782,-0.01530696310838494,0.5859480208623636,0.2197617894297719,0.15521491358001072,1.0166811281447166,0.007669416937086274,0.002778819354436659,0.03334583225323991,0.007978694552420455,0.09574433462904545,-0.15431306361968916,0.22100472812616898,0.7276299485895958,0.0015032390954045807,0.018038869144854967,0.668506189793854,monthly_segmented_wls_hac,6,0.8072370070573097,0.039880968072848626
summary_marker_ultimately_per_1k_words,other,2022-11-30,83,42,41,0.02625265129638347,0.04694667601197033,0.00020274171556002347,0.0024329005867202817,0.012337241073915121,0.0062933845873130514,2.2072827815401014e-06,0.0246722748650487,0.04995481032516974,-5.37176405689141e-05,-0.0006446116868269692,0.00025210917567048395,0.0030253101080458073,-0.006574219498596752,0.005284996124942813,0.8312700790781111,0.00014902407499110937,0.0017882888998933125,0.38081075802994757,monthly_segmented_wls_hac,6,0.8645208822412356,0.11807500622312847
list_of_three,other,2022-11-30,83,42,41,1.54373319949001,1.8200495732408823,0.009206898784324588,0.11048278541189505,-0.06978962195202404,0.029385732105598604,-0.1273856568789973,-0.01219358702505078,0.017551363949983457,9.167233678052111e-05,0.0011000680413662534,0.001871121012874349,0.02245345215449219,-0.042908698181438436,0.04510883426417094,0.9609246593502956,0.009298571121105109,0.1115828534532613,0.90475834083513,monthly_segmented_wls_hac,6,0.9609246593502956,0.06279704661879122
phrase_deep_dive_per_1k_words,phrases,2022-11-30,83,42,41,0.00011111690475043661,0.0,-1.2955726062174109e-05,-0.0001554687127460893,8.416632789849231e-05,7.791803367887923e-05,-6.855301811211099e-05,0.00023688567390909562,0.2800573114105436,1.2955726062174346e-05,0.00015546871274609215,7.406095967883425e-06,8.887315161460111e-05,-1.8722664418526004e-05,0.0003296600899107103,0.08023352187682621,2.371692252312041e-19,2.846030702774449e-18,0.08385582755707321,monthly_segmented_wls_hac,6,0.4814011312609573,0.7174709934597324
phrase_intricate_interplay_per_1k_words,phrases,2022-11-30,83,42,41,6.180278730570749e-05,0.0023856276892099287,-6.845230070507605e-06,-8.214276084609126e-05,0.0038538693037855525,0.0018094836002424848,0.0003072814473102825,0.007400457160260823,0.033186707697020146,-6.1017309174609067e-05,-0.0007322077100953089,6.132193516007202e-05,0.0007358632219208643,-0.002174499625060203,0.0007100842048695852,0.3197205314104544,-6.786253924511667e-05,-0.0008143504709414,0.15778635111950523,monthly_segmented_wls_hac,6,0.9591615942313633,0.19912024618212087
phrase_comprehensive_chapter_per_1k_words,phrases,2022-11-30,83,42,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,monthly_segmented_wls_hac,6,1.0,1.0
phrase_essential_insight_per_1k_words,phrases,2022-11-30,83,42,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,monthly_segmented_wls_hac,6,1.0,1.0
phrase_intricate_web_per_1k_words,phrases,2022-11-30,83,42,41,8.513374170286553e-05,0.0,5.421602463258555e-07,6.505922955910266e-06,-0.000113591879617906,0.00012376846346168424,-0.0003561780680028071,0.0001289943087669951,0.35873549672986627,-5.421602463257606e-07,-6.5059229559091274e-06,4.1110411087414636e-06,4.933249330489756e-05,-0.00010319760983350834,9.018576392169008e-05,0.8950799498615611,9.486769009248164e-20,1.1384122811097797e-18,0.016033367209742688,monthly_segmented_wls_hac,6,1.0,0.7174709934597324
phrase_meticulously_delve_per_1k_words,phrases,2022-11-30,83,42,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,monthly_segmented_wls_hac,6,1.0,1.0
em_dash_per_1k_words,punctuation,2022-11-30,83,42,41,0.1165223777980691,0.2555498900530373,-0.0005068632806266307,-0.006082359367519569,-0.10830432732655577,0.03397212562872969,-0.17488969355886597,-0.04171896109424558,0.00143243170587319,0.0129693236653546,0.1556318839842552,0.001624384102379116,0.019492609228549392,0.11742636989629837,0.193837398072212,1.414957637058364e-15,0.012462460384727968,0.14954952461673562,0.814097179871602,monthly_segmented_wls_hac,6,4.244872911175092e-15,0.00429729511761957
colon_per_1k_words,punctuation,2022-11-30,83,42,41,4.151669355061576,4.813993171909205,0.012905150459759027,0.15486180551710832,-0.18585268777217945,0.17674303555437143,-0.5322690374587474,0.16056366191438853,0.2930098270624789,0.015965422697766324,0.19158507237319589,0.007058175886476663,0.08469811063771995,0.02557677552326478,0.357593369223127,0.023698901567451813,0.02887057315752535,0.3464468778903042,0.6365583043776133,monthly_segmented_wls_hac,6,0.03554835235117772,0.2930098270624789
semicolon_per_1k_words,punctuation,2022-11-30,83,42,41,3.1640200025301084,3.3646547234416992,0.018539984319269058,0.2224798118312287,-0.5151356314837533,0.2896981490814431,-1.0829440036833817,0.05267274071587513,0.07537419644768008,0.003701730556731987,0.044420766680783846,0.012787927086042976,0.1534551250325157,-0.25635127838294697,0.34519281174451466,0.7722211775505622,0.022241714876001045,0.26690057851201254,0.3353778997272411,monthly_segmented_wls_hac,6,0.7722211775505622,0.11306129467152012
avg_syllables_per_word,readability,2022-11-30,83,42,41,1.9941831711650906,2.065497500703954,-0.0012254902322098328,-0.014705882786517993,0.02523997982391135,0.030514839149993832,-0.03456910491007656,0.08504906455789926,0.4081589075472,0.0047558173237144535,0.05706980788457344,0.0014814825253749466,0.017777790304499358,0.0222253388877547,0.09191427688139218,0.0013265444620415923,0.0035303270915046205,0.04236392509805545,0.20775064058301118,monthly_segmented_wls_hac,6,0.0066327223102079615,0.510198634434
flesch_reading_ease,readability,2022-11-30,83,42,41,23.0187680001369,13.19242326364142,-0.009499152196955926,-0.1139898263634711,-4.362188175531025,2.786866982778568,-9.82444746177702,1.1000711107149685,0.11752054835135983,-0.29956844385271403,-3.5948213262325686,0.14329435146732228,1.7195322176078673,-6.965104472743988,-0.22453817972114853,0.03656564337842,-0.30906759604966993,-3.708811152596039,0.3611341989407988,monthly_segmented_wls_hac,6,0.09141410844605,0.2938013708783996
dale_chall,readability,2022-11-30,83,42,41,13.52333756675903,14.089531173965096,0.0064260776643358785,0.07711293197203054,0.03099886357670556,0.2350008753842275,-0.42960285217638033,0.49160057932979145,0.8950558218559638,0.015046957066644301,0.1805634847997316,0.009690880982221364,0.11629057178665636,-0.047366035902114884,0.4084930055015781,0.12049664339228855,0.02147303473098018,0.2576764167717622,0.26497023926521124,monthly_segmented_wls_hac,6,0.20082773898714756,0.8950558218559637
flesch_kincaid_grade,readability,2022-11-30,83,42,41,14.953873100330323,16.857081839170853,0.00922041145512753,0.11064493746153037,1.1235132637365979,0.6050817393780968,-0.062446945444471824,2.3094734729176674,0.06334020410991852,0.030578696500042912,0.36694435800051495,0.032622168697264635,0.3914660243671756,-0.40032904975914924,1.134217765760179,0.34857371734121423,0.03979910795517044,0.4775892954620453,0.3096857675798239,monthly_segmented_wls_hac,6,0.4357171466765178,0.2938013708783996
avg_words_per_sentence,readability,2022-11-30,83,42,41,23.320616605257474,24.95390508457034,0.012380220575209796,0.14856264690251755,1.0007674856608437,1.1268582655768138,-1.2078747148697113,3.2094096861913988,0.3744847383947795,0.011784172592512021,0.14141007111014425,0.04983960114505721,0.5980752137406865,-1.0308173478216012,1.3136374900418897,0.8130897456981614,0.024164393167721815,0.2899727180126618,0.07138071744278585,monthly_segmented_wls_hac,6,0.8130897456981614,0.510198634434
clause_depth,syntax,2022-11-30,83,42,41,12.030083683563443,11.999275985391538,0.010403116060422754,0.12483739272507305,0.12402348403171937,0.06969826403564584,-0.012585113478146476,0.26063208154158524,0.0751685817268535,-0.027543214137127403,-0.33051856964552884,0.0028229841635771438,0.033875809962925725,-0.39691515717286324,-0.26412198211819443,1.7255958345255693e-22,-0.01714009807670465,-0.2056811769204558,0.7242942796525171,monthly_segmented_wls_hac,6,6.902383338102277e-22,0.10022477563580467
clause_depth_std,syntax,2022-11-30,83,42,41,2.3054466229525437,2.281308058780557,0.0014827960580458743,0.01779355269655049,0.056216676907388685,0.017350889817422447,0.022208932865240692,0.09022442094953667,0.0011953467904421828,-0.006718568185691574,-0.08062281822829889,0.0007219754716471835,0.0086637056597662,-0.09760368132144064,-0.06364195513515714,1.3297204750528876e-20,-0.0052357721276457,-0.0628292655317484,0.7479552501117785,monthly_segmented_wls_hac,6,2.6594409501057752e-20,0.004781387161768731
coordination_count,syntax,2022-11-30,83,42,41,12.397145768542762,13.705381947284373,0.06876975114432048,0.8252370137318457,-0.436018365293366,0.15209162926821396,-0.7341179586590654,-0.13791877192766666,0.004146270203842073,-0.03959320395057181,-0.4751184474068617,0.009975514052564213,0.11970616863077055,-0.709742537923172,-0.24049435689055143,7.216308282332523e-05,0.029176547193748667,0.350118566324984,0.8934916160511424,monthly_segmented_wls_hac,6,9.621744376443364e-05,0.008292540407684146
dependency_entropy,syntax,2022-11-30,83,42,41,2.793921810542485,2.7948433656506317,0.00024049860265378255,0.0028859832318453905,-0.0016815359932107476,0.0018010436050962893,-0.005211581459199475,0.0018485094727779794,0.3504868622224511,-0.00028996435985473995,-0.0034795723182568794,9.609620935569455e-05,0.0011531545122683345,-0.005739755162302815,-0.0012193894742109437,0.0025492112890762395,-4.94657572009574e-05,-0.0005935890864114888,0.22652536999003903,monthly_segmented_wls_hac,6,0.0025492112890762395,0.3504868622224511
verb_align_per_1k_words,verbs,2022-11-30,83,42,41,0.02468495338758861,0.09635290845909475,0.00030790512672842704,0.0036948615207411245,-0.003988686721565039,0.007241537421444999,-0.018182100067597236,0.01020472662446716,0.5817662483554333,0.0030544843274779706,0.036653811929735644,0.0002890903704505795,0.003469084445406954,0.02985440641673802,0.043453217442733276,4.2908223544786043e-26,0.0033623894542063977,0.04034867345047677,0.9223061829089673,monthly_segmented_wls_hac,6,3.4326578835828834e-25,0.6648757124062096
verb_exhibit_per_1k_words,verbs,2022-11-30,83,42,41,0.13338264481555281,0.31584354527794756,0.0008919417084755357,0.010703300501706429,0.032304541027825165,0.027720196478981864,-0.022027044070979288,0.08663612612662962,0.24386552376628257,0.004991274955727111,0.05989529946872533,0.0011122580444128493,0.013347096532954192,0.033734990264135116,0.08605560867331555,7.2058649636714625e-06,0.005883216664202646,0.07059859997043175,0.8612725780356874,monthly_segmented_wls_hac,6,2.882345985468585e-05,0.3901848380260521
verb_underscore_per_1k_words,verbs,2022-11-30,83,42,41,0.03217726919641127,0.21321597048339733,0.0004347553193224039,0.005217063831868847,0.031111898347239417,0.034070771011499426,-0.03566681283529946,0.0978906095297783,0.36116097407762543,0.006242851836271508,0.0749142220352581,0.001485347001651449,0.017824164019817387,0.03997886055641602,0.10984958351410018,2.6344887918948244e-05,0.006677607155593912,0.08013128586712695,0.88935850631069,monthly_segmented_wls_hac,6,7.025303445052865e-05,0.4815479654368339
verb_enhance_per_1k_words,verbs,2022-11-30,83,42,41,0.1655924908329991,0.49984263597818007,0.002447671598549621,0.02937205918259545,0.10942252345992526,0.07795251176237125,-0.043364399594322395,0.2622094465141729,0.16040597561898778,0.006269456548479382,0.07523347858175258,0.003777645695760529,0.04533174834912635,-0.013616748182535061,0.16408370534604022,0.09699091168983501,0.008717128147029003,0.10460553776434803,0.8022251290255069,monthly_segmented_wls_hac,6,0.19398182337967002,0.32081195123797557
verb_garner_per_1k_words,verbs,2022-11-30,83,42,41,0.0027334551703278327,0.0035821384691181756,-0.00011367085046155051,-0.001364050205538606,0.004361756926348065,0.001423285472497492,0.0015721174002529805,0.007151396452443149,0.0021798368546312496,9.044367891944452e-05,0.0010853241470333342,6.030904314782199e-05,0.0007237085177738638,-0.0003331445478034388,0.002503792841870107,0.13369983577151587,-2.3227171542105986e-05,-0.00027872605850527184,0.08162626461562006,monthly_segmented_wls_hac,6,0.2139197372344254,0.017438694837049996
verb_delve_per_1k_words,verbs,2022-11-30,83,42,41,0.00017451420650787852,0.005412037061812418,8.213288722056878e-06,9.855946466468253e-05,0.00847960591167222,0.0046423693616412754,-0.0006194380371446796,0.01757864986048912,0.06776466441010626,-0.00017239302985160701,-0.002068716358219284,0.00015116087744262166,0.00181393052931146,-0.005624020195669745,0.001486587479231177,0.2540944449608111,-0.00016417974112955015,-0.0019701568935546017,0.2486493448623286,monthly_segmented_wls_hac,6,0.32155569837813885,0.18070577176028335
verb_foster_per_1k_words,verbs,2022-11-30,83,42,41,0.01608607337407419,0.030112126878853958,0.00020259807490733483,0.002431176898888018,0.00174309646402985,0.0059957725405308925,-0.010008617715410699,0.0134948106434704,0.771264776238923,0.0003853175241287563,0.004623810289545075,0.00035768079106431825,0.004292169492771819,-0.00378884191628769,0.013036462495377842,0.2813612360808715,0.0005879155990360911,0.0070549871884330925,0.44271725138735785,monthly_segmented_wls_hac,6,0.32155569837813885,0.771264776238923
verb_showcase_per_1k_words,verbs,2022-11-30,83,42,41,0.005345160775035292,0.013892492467491203,1.1361656585450614e-05,0.00013633987902540736,0.011809521720160828,0.006432004711152879,-0.0007972075136988138,0.02441625095402047,0.06634935465596101,-0.00018789523747077242,-0.002254742849649269,0.00024909393532337407,0.002989127223880489,-0.008113432208455028,0.003603946509156489,0.45066022842730596,-0.00017653358088532182,-0.002118402970623862,0.23939026153483323,monthly_segmented_wls_hac,6,0.45066022842730596,0.18070577176028335
