feature,family,intervention_date,n_months,n_pre_months,n_post_months,pre_mean,post_mean,pre_slope_per_month,pre_slope_per_year,level_shift,level_shift_se,level_shift_ci_low,level_shift_ci_high,level_shift_p,slope_change_per_month,slope_change_per_year,slope_change_se,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high,slope_change_p,post_slope_per_month,post_slope_per_year,r_squared,model,hac_lags,slope_change_q,level_shift_q
emphasis_marker_crucially_per_1k_words,other,2022-11-30,83,42,41,0.006041914288810969,0.007441578658197586,-0.00010250490144625716,-0.001230058817355086,-0.002995708756775571,0.0023233854260831348,-0.0075495441918985145,0.0015581266783473726,0.1972686946588819,0.00044476983012546915,0.00533723796150563,0.00010368449611081354,0.0012442139533297624,0.0028985786129792955,0.007775897310031965,1.789577786929311e-05,0.000342264928679212,0.004107179144150544,0.24748625251707135,monthly_segmented_wls_hac,6,7.754837076693682e-05,0.2705327523507014
contrast_marker_however_per_1k_words,other,2022-11-30,83,42,41,1.0526722959220673,1.0902580065531067,0.0019157746018020614,0.022989295221624736,0.1299833003348988,0.04675530527097007,0.03834290200379746,0.22162369866600012,0.00543461840327538,-0.00655492516839829,-0.07865910202077947,0.0016016509028074942,0.01921981083368993,-0.11632993125481172,-0.040988272786747215,4.265532124579058e-05,-0.004639150566596228,-0.05566980679915474,0.3535050299302146,monthly_segmented_wls_hac,6,0.00015843405034150787,0.03532501962128997
summary_marker_in_summary_per_1k_words,other,2022-11-30,83,42,41,0.021637060047707907,0.020470697907013596,0.0002538694819331843,0.003046433783198212,0.004112736345973003,0.003750835000706757,-0.0032389002554122403,0.011464372947358248,0.2728663473812625,-0.0007245648911458105,-0.008694778693749726,0.00019682467801043424,0.002361896136125211,-0.01332409512055514,-0.004065462266944313,0.00023207458158325993,-0.00047069540921262617,-0.005648344910551514,0.19151999123542285,monthly_segmented_wls_hac,6,0.0007542423901455948,0.3547262515956412
summary_marker_taken_together_per_1k_words,other,2022-11-30,83,42,41,0.025622740429880775,0.01702772609205953,0.0004158510767285667,0.0049902129207428005,-0.00969866607342221,0.004305807711555424,-0.01813804918807084,-0.0012592829587735783,0.024293123402013932,-0.000592362945694698,-0.0071083553483363765,0.0001713802386574895,0.002056562863889874,-0.01113921856156053,-0.0030774921351122237,0.0005473914619486687,-0.00017651186896613133,-0.002118142427593576,0.20999047406631388,monthly_segmented_wls_hac,6,0.0015813531122961541,0.07018013427248469
marker_verbs_total_per_1k_words,other,2022-11-30,83,42,41,0.380176561758497,1.1782538550758954,0.004190775922829278,0.050289311073951334,0.19524425713563573,0.14755359321482897,-0.09396078556542906,0.4844492998367005,0.18576585092864265,0.020673540603681793,0.24808248724418153,0.006580607418868711,0.07896728902642453,0.09330660075238943,0.40285837373597355,0.001680357599701095,0.024864316526511072,0.2983717983181329,0.8961142336989817,monthly_segmented_wls_hac,6,0.004368929759222847,0.2705327523507014
emphasis_marker_importantly_per_1k_words,other,2022-11-30,83,42,41,0.0633168247997008,0.04969069566498266,-0.0006534761913512439,-0.007841714296214927,-0.0009357421797784541,0.00555529340223002,-0.011824117248149293,0.009952632888592385,0.8662359301774687,0.0007145701244196747,0.008574841493036098,0.00024742159357460283,0.002969059122895234,0.002755485612161438,0.014394197373910754,0.003876173728837862,6.109393306843081e-05,0.0007331271968211697,0.16202529506051677,monthly_segmented_wls_hac,6,0.009161865177253129,0.9384222576922577
list_of_three_per_1k_words,other,2022-11-30,83,42,41,5.559119776571728,6.250212321190138,0.016382994954281662,0.19659593945137993,-0.2050010942997489,0.08694136269772618,-0.3754061651872922,-0.03459602341220558,0.018377472831588602,0.013501467756844437,0.16201761308213325,0.005683643879977326,0.06820372655972791,0.028338309025066545,0.29569691713919993,0.01752542868438095,0.0298844627111261,0.3586135525335132,0.8530108239320222,monthly_segmented_wls_hac,6,0.03797176214949206,0.06279704661879122
contrast_marker_nevertheless_per_1k_words,other,2022-11-30,83,42,41,0.03350581212579476,0.02472855952507304,-1.371421745891399e-05,-0.00016457060950696788,-0.00020695478383687873,0.004015151676597186,-0.008076652069967362,0.007662742502293605,0.9588924769428527,-0.0003452248938299559,-0.004142698725959471,0.0001606072278583532,0.0019272867343002385,-0.007920180725187936,-0.0003652167267310035,0.03159495492924303,-0.0003589391112888699,-0.004307269335466438,0.1849084860693545,monthly_segmented_wls_hac,6,0.06318990985848606,0.9972481760205669
emphasis_marker_notably_per_1k_words,other,2022-11-30,83,42,41,0.05184256526138932,0.12957575594826956,0.0001714816010467993,0.0020577792125615916,0.035829931249282285,0.02040456657024604,-0.004163019228399956,0.07582288172696452,0.07909248937734766,0.001577827199618962,0.01893392639542754,0.000797076549149474,0.009564918589793688,0.00018668595943191393,0.037681166831423175,0.047757740030140605,0.0017493088006657613,0.020991705607989138,0.7235688909632261,monthly_segmented_wls_hac,6,0.08869294577026111,0.1713670603175866
dependency_length_std,other,2022-11-30,83,42,41,0.8092605896977519,0.8237104865442038,0.0011249474394094403,0.013499369272913283,-0.00872540303272569,0.008533843934392164,-0.02545173714413433,0.008000931078682952,0.3065693905703678,-0.0007282163386903157,-0.008738596064283788,0.0004435763667357065,0.0053229164008284785,-0.019171512209907607,0.0016943200813400298,0.10065358583950987,0.00039673110071912466,0.004760773208629496,0.45728727856359574,monthly_segmented_wls_hac,6,0.17446621545515043,0.37956210261093154
summary_marker_collectively_per_1k_words,other,2022-11-30,83,42,41,0.021853872036407825,0.03273167329959615,5.9720336007754393e-05,0.0007166440320930527,7.359727429842242e-06,0.004524229617096495,-0.008860130322079288,0.008874849776938972,0.9987020529913228,0.00035281551793612777,0.004233786215233533,0.0002243232378128763,0.002691878853754516,-0.0010422963381253173,0.009509868768592385,0.11576520845448421,0.0004125358539438822,0.004950430247326587,0.22485730784645264,monthly_segmented_wls_hac,6,0.177052671753917,0.9987020529913229
summary_marker_overall_per_1k_words,other,2022-11-30,83,42,41,0.51718277619397,0.586321937525577,0.003512256330286913,0.042147075963442956,-0.03560126236446361,0.02323864697805099,-0.08114901044144354,0.009946485712516329,0.12552609625573838,-0.0022137487924572177,-0.026564985509486612,0.001401431183987931,0.016817174207855175,-0.05952664695688275,0.006396675937909525,0.1141906353739172,0.0012985075378296952,0.015582090453956343,0.3321591292228915,monthly_segmented_wls_hac,6,0.177052671753917,0.25105219251147676
emphasis_marker_remarkably_per_1k_words,other,2022-11-30,83,42,41,0.014598544691780627,0.013544170301588403,-0.0001327006937418674,-0.0015924083249024088,0.005147327261951175,0.003684966148857829,-0.002075206389810169,0.012369860913712519,0.16246012791432055,-0.00017670248970219358,-0.002120429876426323,0.00014467087411968024,0.0017360504894361629,-0.005523088835721201,0.001282229082868556,0.22193072515206758,-0.00030940318344406097,-0.003712838201328732,0.19551512714640717,monthly_segmented_wls_hac,6,0.32056660299743095,0.2705327523507014
marker_phrases_total_per_1k_words,other,2022-11-30,83,42,41,0.0002580534337590096,0.0023856276892099287,-1.9258795886355858e-05,-0.0002311055506362703,0.003824443752066139,0.0018099563317114575,0.0002769293419116821,0.007371958162220596,0.03460048305316028,-4.860374335876049e-05,-0.0005832449203051258,6.244633929939327e-05,0.0007493560715927192,-0.0020519828206268555,0.000885492980016604,0.43637558796223475,-6.786253924511634e-05,-0.000814350470941396,0.13172622764039477,monthly_segmented_wls_hac,6,0.5971455414220055,0.08996125593821673
contrast_marker_nonetheless_per_1k_words,other,2022-11-30,83,42,41,0.016682112951745463,0.014326730397973787,2.7561955101023402e-05,0.0003307434612122808,0.002138377949155527,0.004387567257601459,-0.006461253875743332,0.010738009774054386,0.6259946484499512,-0.00013535799194108023,-0.0016242959032929628,0.00018809296564110508,0.002257115587693261,-0.006048242455171753,0.002799650648585828,0.4717507040367261,-0.00010779603684005683,-0.0012935524420806819,0.011660388506280484,monthly_segmented_wls_hac,6,0.6132759152477438,0.7398118572590332
