feature,family,intervention_date,n_months,n_pre_months,n_post_months,pre_mean,post_mean,pre_slope_per_month,pre_slope_per_year,level_shift,level_shift_se,level_shift_ci_low,level_shift_ci_high,level_shift_p,slope_change_per_month,slope_change_per_year,slope_change_se,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high,slope_change_p,post_slope_per_month,post_slope_per_year,r_squared,model,hac_lags,slope_change_q,level_shift_q
colon_per_1k_words,punctuation,2022-11-30,83,42,41,4.166571928412936,4.874982218797565,-0.04184689876259063,-0.5021627851510876,0.9484821529895212,0.6191649969098838,-0.2650812409538511,2.1620455469328936,0.12555377278856636,0.07126544933537717,0.855185392024526,0.0347398613760057,0.4168783365120684,0.038103852460871945,1.6722669315881802,0.040227735387560165,0.029418550572786535,0.35302260687343845,0.08008553478447833,monthly_segmented_wls_hac,6,0.06034160308134025,0.18833065918284952
semicolon_per_1k_words,punctuation,2022-11-30,83,42,41,3.1075583146883217,3.0084355238272256,-0.021175517383793998,-0.25410620860552796,-0.08921022584732818,0.479710065000398,-1.0294419532481083,0.8510215015534518,0.8524706659018753,0.041374828876852815,0.4964979465222338,0.024451774932605287,0.2934212991912635,-0.0786077998926426,1.0716036929371102,0.09062706039678639,0.020199311493058817,0.24239173791670582,0.023455970999134768,monthly_segmented_wls_hac,6,0.0906270603967864,0.8524706659018753
avg_syllables_per_word,readability,2022-11-30,83,42,41,2.0088367131972364,2.058481145871775,-0.00034533921712125246,-0.0041440706054550296,-0.0024753486221197885,0.0121207915354767,-0.02623210003165412,0.021281402787414545,0.8381789671279827,0.0031643504193962606,0.03797220503275513,0.00031507178361878503,0.0037808614034254206,0.0305617166820413,0.04538269338346895,9.836017247736396e-24,0.002819011202275008,0.033828134427300094,0.570418918386027,monthly_segmented_wls_hac,6,6.885212073415477e-23,0.8381789671279828
dale_chall,readability,2022-11-30,83,42,41,13.530365942065611,13.977585192610555,0.0030470255837976353,0.036564307005571624,-0.08698178330292161,0.07035649033560712,-0.22488050436071155,0.05091693775486833,0.21634678434389298,0.019416641529578296,0.23299969835493956,0.003170086856560593,0.03804104227872712,0.1584392554886344,0.3075601412212447,9.070884641085771e-10,0.022463667113375933,0.26956400536051117,0.6228041769019866,monthly_segmented_wls_hac,6,3.17480962438002e-09,0.7572137452036254
flesch_reading_ease,readability,2022-11-30,83,42,41,21.163945092044063,15.812558605016974,-0.018578053584296685,-0.22293664301156021,0.36158914565646927,1.3878725737564055,-2.3586410989060855,3.0818193902190236,0.7944512518973381,-0.23533268613970804,-2.8239922336764964,0.052997744104042475,0.6359729292485097,-4.070499175003576,-1.5774852923494174,8.977998776535463e-06,-0.25391073972400474,-3.0469288766880567,0.5481000935316149,monthly_segmented_wls_hac,6,2.094866381191608e-05,0.8381789671279828
gunning_fog,readability,2022-11-30,83,42,41,18.70943192873355,19.478137103058298,0.006825372049577312,0.08190446459492776,-0.06108658558672486,0.2852195184963445,-0.6201168418395602,0.49794367066611045,0.8304114241450669,0.026025658088344117,0.3123078970601294,0.013594562023046335,0.16313474427655603,-0.007436201721920388,0.6320519958421792,0.055566919106188044,0.03285103013792143,0.39421236165505713,0.2677235124155867,monthly_segmented_wls_hac,6,0.09724210843582907,0.8381789671279828
flesch_kincaid_grade,readability,2022-11-30,83,42,41,15.515222030836929,16.0872635720704,0.007431734460800203,0.08918081352960244,-0.21252791803028348,0.27891593243038604,-0.7592031455938401,0.3341473095332731,0.4460728914190887,0.022673927578168995,0.27208713093802794,0.013504406558173664,0.16205287869808396,-0.045536511310216604,0.5897107731862725,0.0931516257170876,0.030105662038969198,0.3612679444676304,0.216150439485415,monthly_segmented_wls_hac,6,0.13041227600392263,0.8381789671279828
automated_readability_index,readability,2022-11-30,83,42,41,17.650107450175554,18.203724558611828,0.017719315528606183,0.21263178634327418,-0.6096191629523098,0.3293725483042716,-1.2551893576286821,0.035951031724062554,0.06419114349054292,0.0203754608072651,0.2445055296871812,0.016621014552673462,0.19945217463208154,-0.14642073259169863,0.635431791966061,0.2202417644686933,0.038094776335871286,0.45713731603045543,0.22588866611952263,monthly_segmented_wls_hac,6,0.22747430483549302,0.44933800443380045
smog_index,readability,2022-11-30,83,42,41,16.464076870651304,16.860533490549265,0.00493467327304428,0.059216079276531365,-0.08232356737691227,0.22529664560512344,-0.5239049927629542,0.3592578580091297,0.7148122678929879,0.013047202211647846,0.15656642653977415,0.010810592905837878,0.12972711487005453,-0.09769871860553274,0.410831571685081,0.22747430483549302,0.017981875484692128,0.21578250581630554,0.15743022694728936,monthly_segmented_wls_hac,6,0.22747430483549302,0.8381789671279828
sequential_marker_furthermore_per_1k_words,sequential_markers,2022-11-30,83,42,41,0.15868869815995504,0.2722495458742832,0.0034351460990348142,0.04122175318841777,0.16910492161607493,0.108766427252827,-0.044077275799465965,0.38228711903161583,0.12000492298666084,-0.009433458905318437,-0.11320150686382124,0.0032065275217303974,0.03847833026076477,-0.18861903417492018,-0.037783979552722294,0.003261475705467556,-0.005998312806283623,-0.07197975367540348,0.10697647842973557,monthly_segmented_wls_hac,6,0.016307378527337782,0.3930564147404969
