feature,family,intervention_date,n_months,n_pre_months,n_post_months,pre_mean,post_mean,pre_slope_per_month,pre_slope_per_year,level_shift,level_shift_se,level_shift_ci_low,level_shift_ci_high,level_shift_p,slope_change_per_month,slope_change_per_year,slope_change_se,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high,slope_change_p,post_slope_per_month,post_slope_per_year,r_squared,model,hac_lags,placebo_year,slope_change_q
phrase_deep_dive_per_1k_words,phrases,2021-01-01,83,19,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,monthly_segmented_wls_hac,6,2021,1.0
phrase_essential_insight_per_1k_words,phrases,2021-01-01,83,19,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,monthly_segmented_wls_hac,6,2021,1.0
phrase_intricate_interplay_per_1k_words,phrases,2021-01-01,83,19,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,monthly_segmented_wls_hac,6,2021,1.0
phrase_intricate_web_per_1k_words,phrases,2021-01-01,83,19,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,monthly_segmented_wls_hac,6,2021,1.0
phrase_meticulously_delve_per_1k_words,phrases,2021-01-01,83,19,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,monthly_segmented_wls_hac,6,2021,1.0
em_dash_per_1k_words,punctuation,2021-01-01,83,19,64,0.10030830682796521,0.35640499165511086,0.002226867792608127,0.026722413511297526,-0.14676730943984745,0.1244160206452337,-0.39062270990450554,0.09708809102481061,0.23813960555112812,0.009552276334577345,0.11462731601492815,0.006487766067728016,0.07785319281273619,-0.03796494189803478,0.2672195739278911,0.140925806792233,0.011779144127185472,0.14134972952622565,0.24256657868268783,monthly_segmented_wls_hac,6,2021,0.21138871018834948
semicolon_per_1k_words,punctuation,2021-01-01,83,19,64,3.4111517454832314,2.953928477025693,-0.05708460610082799,-0.6850152732099358,-0.25665492027876896,0.4599920053861628,-1.158239250835648,0.64492941027811,0.5768749928936657,0.066721317077102,0.8006558049252239,0.03697199464087163,0.44366393569045953,-0.06892550902807676,1.6702371188785248,0.07113028621667555,0.009636710976274006,0.11564053171528807,0.0306776160353871,monthly_segmented_wls_hac,6,2021,0.21138871018834948
colon_per_1k_words,punctuation,2021-01-01,83,19,64,4.831029054479834,4.423136561389479,-0.011212787303027182,-0.13455344763632618,-1.460217550303664,0.9229487677936401,-3.2691971351791986,0.3487620345718705,0.11362172223183818,0.046697099393513006,0.560365192722156,0.05535296339798817,0.664235560775858,-0.7415365063985255,1.8622668918428376,0.39887943756300825,0.035484312090485824,0.42581174508582986,0.09178012839276639,monthly_segmented_wls_hac,6,2021,0.39887943756300825
avg_syllables_per_word,readability,2021-01-01,83,19,64,2.0132292136711967,2.039336154301156,-0.0015671612255690839,-0.01880593470682901,-0.02201230951571248,0.012318505546859048,-0.04615658038755621,0.0021319613561312546,0.07394877155609052,0.0034817366463652443,0.04178083975638293,0.0005134630435934897,0.006161556523121877,0.02970418897106405,0.053857490541701816,1.1943742474632065e-11,0.0019145754207961605,0.022974905049553927,0.535070135222002,monthly_segmented_wls_hac,6,2021,8.360619732242446e-11
flesch_reading_ease,readability,2021-01-01,83,19,64,21.654386610822154,17.590113297905084,0.12798724610971088,1.5358469533165304,0.4110763634897744,1.093305481695961,-1.7318023806343095,2.553955107613858,0.7069213143113238,-0.30113293507567196,-3.6135952209080635,0.0769769721673533,0.9237236660082396,-5.424093606284213,-1.803096835531914,9.15397387888903e-05,-0.17314568896596108,-2.077748267591533,0.5139328106359634,monthly_segmented_wls_hac,6,2021,0.00032038908576111606
dale_chall,readability,2021-01-01,83,19,64,13.499358555715185,13.826071092268748,-0.003860165534071334,-0.04632198640885601,-0.13907866328942142,0.0872734927352487,-0.3101347090505089,0.03197738247166604,0.11102661682773605,0.019261171369460865,0.23113405643353038,0.007444152902682502,0.08932983483219004,0.05604758016243793,0.4062205327046229,0.00966968451050537,0.01540100583538953,0.18481207002467437,0.5920533161497226,monthly_segmented_wls_hac,6,2021,0.022562597191179198
automated_readability_index,readability,2021-01-01,83,19,64,17.35816228872662,18.091439630072692,0.026107701499852556,0.31329241799823065,-0.013524367401616777,0.2884748598765546,-0.5789350927596637,0.5518863579564302,0.9626070282872801,-0.010359012415247684,-0.12430814898297221,0.022359266176803592,0.2683111941216431,-0.6501980894613927,0.40158179149544826,0.6431504870302649,0.01574868908460487,0.18898426901525844,0.18590056038776448,monthly_segmented_wls_hac,6,2021,0.7709559636362918
flesch_kincaid_grade,readability,2021-01-01,83,19,64,15.3693787919151,15.924983354744537,0.008723503260550712,0.10468203912660853,-0.07113883189815051,0.22808231790553762,-0.5181801749930042,0.3759025111967032,0.7551166659754636,0.008145169520471895,0.09774203424566275,0.01856312881385383,0.22275754576624596,-0.3388627554561794,0.5343468239475049,0.6608193974025358,0.01686867278102261,0.2024240733722713,0.18895286929993138,monthly_segmented_wls_hac,6,2021,0.7709559636362918
gunning_fog,readability,2021-01-01,83,19,64,18.57724673809013,19.24112615950761,0.008502520625362775,0.1020302475043533,-0.1329571054887151,0.23526542923217236,-0.5940773467837729,0.3281631358063427,0.5719808536723214,0.01366098218321074,0.16393178619852888,0.020842756976360243,0.2501130837163229,-0.326289857885464,0.6541534302825218,0.5121905098554224,0.022163502808573515,0.2659620337028822,0.24608105899591348,monthly_segmented_wls_hac,6,2021,0.7709559636362918
smog_index,readability,2021-01-01,83,19,64,16.363095250590874,16.748035811228874,0.010361951227379491,0.1243434147285539,-0.058115130435137496,0.1747816683321275,-0.4006872003661074,0.2844569394958324,0.739510764719381,0.0004010681580775832,0.004812817896930999,0.015693736194176185,0.1883248343301142,-0.36430385739009286,0.37392949318395485,0.9796115305093605,0.010763019385457075,0.1291562326254849,0.1423328190549219,monthly_segmented_wls_hac,6,2021,0.9796115305093605
sequential_marker_moreover_per_1k_words,sequential_markers,2021-01-01,83,19,64,0.09033185247584948,0.166706568732705,0.009030620316918888,0.10836744380302665,0.03076964403232932,0.059807552315754235,-0.08645315850654899,0.14799244657120764,0.606918140147465,-0.010128174490080567,-0.1215380938809668,0.0029359035103275304,0.035230842123930364,-0.19059054444387033,-0.05248564331806329,0.0005610766430952627,-0.0010975541731616783,-0.01317065007794014,0.05280988081769089,monthly_segmented_wls_hac,6,2021,0.0028053832154763133
