topic_id,abstract_count,abstract_share,topic_label
1,428,0.3437751004016064,"covid, covid 19, sars, cov, sars cov, vaccination, vaccine"
0,412,0.3309236947791165,"cancer, lung, ai, breast, tumor, prs, sequencing"
3,221,0.17751004016064256,"opioid, hiv, menstrual, middle dot, dot, xylazine, pandemic"
2,184,0.14779116465863454,"motor, mri, tdcs, white matter, cortical, parkinsons disease, speech"
