feature,family,intervention_date,n_months,n_pre_months,n_post_months,pre_mean,post_mean,pre_sd,pre_slope_per_month,pre_slope_per_year,level_shift,level_shift_se,level_shift_ci_low,level_shift_ci_high,level_shift_p,slope_change_per_month,slope_change_per_year,slope_change_se,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high,standardized_slope_change_per_year,standardized_slope_change_per_year_se,standardized_slope_change_per_year_ci_low,standardized_slope_change_per_year_ci_high,slope_change_p,post_slope_per_month,post_slope_per_year,r_squared,model,hac_lags,slope_change_q,level_shift_q
avg_syllables_per_word,readability,2022-11-30,136,95,41,1.9154792615038618,1.983362600890712,0.010058901749117813,0.00021857351986960636,0.0026228822384352763,0.007492109597454118,0.004397680389961905,-0.0011273439668712162,0.016111563161779453,0.08844643486107065,0.002303899033078409,0.027646788396940906,0.0001159303315672682,0.0013911639788072184,0.024920106998478755,0.030373469795403056,2.748489754298036,0.13830177622812811,2.477418272890905,3.0195612357051678,6.952359407397667e-88,0.002522472552948015,0.03026967063537618,0.9562017598340578,monthly_segmented_wls_hac,6,4.866651585178367e-87,0.20637501467583153
dale_chall,readability,2022-11-30,136,95,41,12.802669480252682,13.348477766427012,0.07404901948644373,0.00242289531909298,0.02907474382911576,-0.05580208948718572,0.027447803975850404,-0.10959978527985251,-0.0020043936945189286,0.04204993176275315,0.021001863962907853,0.25202236755489427,0.0011688650599847375,0.01402638071981685,0.22453066134405322,0.2795140737657352,3.4034531355412803,0.18942020862794384,3.03218952663051,3.7747167444520495,3.48628231513409e-72,0.023424759282000832,0.28109711138401,0.9822887537371732,monthly_segmented_wls_hac,6,1.2201988102969314e-71,0.20637501467583153
word_across_per_1k_words,marker_words,2022-11-30,136,95,41,0.5182045656365064,1.2657988209120428,0.11362196370239247,0.0029673343842450753,0.0356080126109409,-0.2333164772729133,0.06126456872459865,-0.35339503197312666,-0.11323792257269995,0.00013990125829923134,0.03675736952852253,0.44108843434227035,0.00226474435678858,0.027176932281462958,0.38782164707060296,0.49435522161393775,3.8820701558864417,0.23918731375429228,3.413263020928029,4.3508772908448545,3.0819622600510556e-59,0.039724703912767605,0.47669644695321123,0.9671059052976338,monthly_segmented_wls_hac,6,3.698354712061267e-58,0.0016788150995907761
flesch_reading_ease,readability,2022-11-30,136,95,41,19.31528319404156,12.667650996139411,1.0758058672191888,-0.030867341475934403,-0.37040809771121286,0.06813883755682304,0.4006674681885465,-0.717169400092728,0.8534470752063741,0.864960344175055,-0.22966522731795636,-2.7559827278154763,0.014621693073410253,0.17546031688092303,-3.0998849489020857,-2.4120805067288673,-2.561784436944293,0.16309663502251012,-2.881453841588413,-2.2421150323001733,1.3510340932295774e-55,-0.26053256879389075,-3.126390825526689,0.963843133989971,monthly_segmented_wls_hac,6,3.152412884202347e-55,0.9543087785151626
verb_align_per_1k_words,verbs,2022-11-30,136,95,41,0.05022926586732749,0.17219694211768471,0.027552183488570622,0.0004259142272217501,0.005110970726661002,0.0013282620279246532,0.008403319840523036,-0.015142244859500498,0.017798768915349802,0.8744063977308898,0.004413265034133345,0.05295918040960014,0.00035274251087181243,0.004232910130461749,0.04466267655389511,0.06125568426530517,1.9221409595928765,0.15363247461739912,1.6210213093427739,2.2232606098429786,6.476109991050759e-36,0.004839179261355095,0.05807015113626114,0.8280051328168703,monthly_segmented_wls_hac,6,5.828498991945683e-35,0.8744063977308898
flesch_kincaid_grade,readability,2022-11-30,136,95,41,16.274075247242177,17.232675868771032,0.19711298263922178,0.005372183897834946,0.06446620677401935,-0.0042041787443009015,0.07337546920879374,-0.14802009839353664,0.13961174090493483,0.9543087785151626,0.030386471825490976,0.3646376619058917,0.00267178344295016,0.03206140131540192,0.30179731532770393,0.42747800848407946,1.8498916561639793,0.16265494482463536,1.5310879643076942,2.1686953480202646,5.692628404764172e-30,0.03575865572332592,0.429103868679911,0.9424414687242684,monthly_segmented_wls_hac,6,9.962099708337302e-30,0.9543087785151626
gunning_fog,readability,2022-11-30,136,95,41,19.45565234540862,20.58148223426595,0.24452837754050813,0.004550630376354661,0.05460756451625593,0.081575896534448,0.11753089775163673,-0.14878466305876,0.31193645612765597,0.4876317680761129,0.038516179633219835,0.462194155598638,0.0038130030607970568,0.04575603672956468,0.37251232360869124,0.5518759875885848,1.890145267585852,0.1871195367579978,1.5233909755401764,2.256899559631528,5.45304453927386e-24,0.0430668100095745,0.516801720114894,0.9137746689395859,monthly_segmented_wls_hac,6,7.634262354983404e-24,0.6826844753065581
marker_words_total_per_1k_words,marker_words,2022-11-30,136,95,41,2.924196246135625,5.4484001182320405,0.35577038739598693,0.010709394862685778,0.12851273835222932,0.0884721461322725,0.14611468330903904,-0.19791263315344404,0.37485692541798904,0.5448481639982754,0.08074086796934275,0.968890415632113,0.007985728118821004,0.09582873742585205,0.781066090277443,1.156714740986783,2.7233588009496095,0.26935557545207034,2.1954218730635517,3.251295728835667,4.9556555573811704e-24,0.09145026283202853,1.0974031539843425,0.9714942551390219,monthly_segmented_wls_hac,6,2.9733933344287024e-23,0.5448481639982754
automated_readability_index,readability,2022-11-30,136,95,41,17.858890993050508,19.162428825971737,0.2673204726536449,0.00871295954568528,0.10455551454822334,-0.18939410513648397,0.10461087318683117,-0.39443141658267306,0.015643206309705115,0.07022403221703448,0.04394783861679592,0.5273740634015511,0.004531171089256773,0.05437405307108127,0.4208009193822318,0.6339472074208703,1.9728158422226267,0.2034039986960942,1.574144004778282,2.371487679666971,3.0446127119725364e-22,0.052660798162481204,0.6319295779497744,0.9612077248242942,monthly_segmented_wls_hac,6,3.552048163967959e-22,0.20637501467583153
causal_marker_hence_per_1k_words,causal_markers,2022-11-30,136,95,41,0.14212092370706117,0.08229811849537418,0.04258798325980399,0.00022036573154539434,0.0026443887785447323,-0.031922640293128586,0.009838946576301844,-0.0512069755826802,-0.012638305003576971,0.0011764953837162767,-0.002169376396262703,-0.026032516755152436,0.00022197435838721465,0.002663692300646576,-0.031253353664419725,-0.020811679845885146,-0.6112643699595615,0.06254563134386927,-0.7338538073935452,-0.4886749325255777,1.468953040417394e-22,-0.0019490106647173087,-0.023388127976607706,0.5241528595507614,monthly_segmented_wls_hac,6,7.34476520208697e-22,0.005882476918581384
