feature,family,intervention_date,n_months,n_pre_months,n_post_months,pre_mean,post_mean,pre_sd,pre_slope_per_month,pre_slope_per_year,level_shift,level_shift_se,level_shift_ci_low,level_shift_ci_high,level_shift_p,slope_change_per_month,slope_change_per_year,slope_change_se,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high,standardized_slope_change_per_year,standardized_slope_change_per_year_se,standardized_slope_change_per_year_ci_low,standardized_slope_change_per_year_ci_high,slope_change_p,post_slope_per_month,post_slope_per_year,r_squared,model,hac_lags,placebo_year,slope_change_q
verb_exhibit_per_1k_words,verbs,2021-01-01,136,72,64,0.1636179003031598,0.3152492024901553,0.036169726783660434,-2.552217092356365e-06,-3.062660510827638e-05,-0.060675128007781215,0.022614125759192003,-0.10499881449579754,-0.016351441519764892,0.007295120869891775,0.006622011567225655,0.07946413880670786,0.0004660504568990948,0.005592605482789137,0.06850263206044116,0.09042564555297457,2.1969792385218,0.15462117024659364,1.8939217448384769,2.500036732205124,8.081344686129794e-46,0.0066194593501332985,0.07943351220159958,0.9037532604309091,monthly_segmented_wls_hac,6,2021,2.909284087006726e-44
marker_words_total_per_1k_words,marker_words,2021-01-01,136,72,64,2.821877819334364,5.683506065672647,0.3481712023170699,0.01296543155047493,0.15558517860569918,-1.5289838707224432,0.4219701792192571,-2.356045421992187,-0.7019223194526993,0.0002907100126134253,0.10835997290283192,1.300319674833983,0.008965408839090342,0.10758490606908411,1.0894532589385784,1.511186090729388,3.734713457576017,0.30900001307721453,3.129073431944677,4.340353483207358,1.2455198811786075e-33,0.12132540445330685,1.4559048534396821,0.962140291594623,monthly_segmented_wls_hac,6,2021,5.978495429657317e-32
causal_marker_hence_per_1k_words,causal_markers,2021-01-01,136,72,64,0.13991293697373822,0.1007809696934045,0.030678339305799683,0.0003436694970950187,0.004124033965140224,0.028121247686215184,0.008803296036898783,0.010866787453893568,0.0453757079185368,0.001401218853188503,-0.002718811191774329,-0.032625734301291946,0.0002289143920629399,0.0027469727047552787,-0.03800980080261229,-0.0272416677999716,-1.0634778491782348,0.08954111490109143,-1.238978434384374,-0.8879772639720955,1.5590228714756525e-32,-0.00237514169467931,-0.028501700336151722,0.8692828601389304,monthly_segmented_wls_hac,6,2021,3.118045742951305e-31
verb_exhibit_per_1k_words,verbs,2020-01-01,136,60,76,0.16311472446213562,0.29170466201933304,0.03857707878091893,-4.5524796380234016e-05,-0.0005462975565628082,-0.0902619310306163,0.029408571960870253,-0.14790273207392202,-0.03262112998731061,0.0021460495311775444,0.00583512894582543,0.07002154734990516,0.0005080151113332689,0.006096181335999227,0.05807303193134668,0.08197006276846365,1.8151075603096045,0.15802599700769807,1.5053766061745162,2.1248385144446926,1.5489208135391641e-30,0.005789604149445196,0.06947524979334235,0.8773059535685511,monthly_segmented_wls_hac,6,2020,2.7880574643704953e-29
avg_syllables_per_word,readability,2021-01-01,136,72,64,1.8826848327645196,1.9490194125524463,0.008499721642625541,0.00026841138051580385,0.003220936566189646,-0.038313080867373756,0.01107371100966934,-0.06001755444632566,-0.01660860728842185,0.0005405304174377188,0.00265283027673376,0.031833963320805125,0.00023199287823434575,0.0027839145388121487,0.026377490824733313,0.03729043581687693,3.7452948060275184,0.3275300834383801,3.1033358424882933,4.387253769566742,2.7965176246422662e-30,0.002921241657249564,0.03505489988699477,0.9568722988176701,monthly_segmented_wls_hac,6,2021,7.830249348998346e-29
dependency_entropy,syntax,2021-01-01,136,72,64,2.7537784000693297,2.7717044979317773,0.010307650238313761,0.0003901594718896456,0.004681913662675747,0.006391858144943058,0.0019417621923625353,0.0025860042479124885,0.010197712041973627,0.0009955469323881761,-0.0004541603814442897,-0.005449924577331476,4.07070375775198e-05,0.0004884844509302376,-0.006407354101154742,-0.004492495053508211,-0.5287261840796642,0.04739047597041372,-0.6216115169816752,-0.43584085117765337,6.633460804976452e-29,-6.40009095546441e-05,-0.0007680109146557292,0.7385173060062791,monthly_segmented_wls_hac,6,2021,2.653384321990581e-27
verb_align_per_1k_words,verbs,2021-01-01,136,72,64,0.09774392719349523,0.30172856849155216,0.041818860959708826,0.0006753874411622112,0.008104649293946534,-0.11789636409897747,0.034023723165886394,-0.1845828615041148,-0.051209866693840145,0.0005299902732549532,0.008717975433944227,0.10461570520733073,0.0008052359488987492,0.009662831386784991,0.08567655568923213,0.12355485472542932,2.501639279657203,0.2310639545179107,2.048753928802098,2.9545246305123083,2.57513637062512e-27,0.009393362875106438,0.11272035450127725,0.936464006865513,monthly_segmented_wls_hac,6,2021,3.090163644750144e-26
causal_marker_thus_per_1k_words,causal_markers,2021-01-01,136,72,64,0.43378654990919036,0.3745188484362836,0.06702649808707298,0.0004940039941032645,0.005928047929239174,0.11433158075347163,0.02507307918906693,0.06518834554290046,0.1634748159640428,5.116975413293327e-06,-0.006409434808224748,-0.07691321769869697,0.0006125309224599911,0.007350371069519893,-0.09131994499495596,-0.06250649040243798,-1.1475046421011035,0.109663659586857,-1.3624454148913432,-0.9325638693108638,1.265976847421868e-25,-0.005915430814121483,-0.07098516976945779,0.871080633237526,monthly_segmented_wls_hac,6,2021,1.265976847421868e-24
smog_index,readability,2021-01-01,136,72,64,16.641779933063187,17.254404418828635,0.10678705286084532,0.003438811129741197,0.04126573355689436,-0.35592970931283807,0.09822703516304584,-0.5484546982324079,-0.16340472039326823,0.0002905968843890274,0.02258400223812086,0.2710080268574503,0.002191497443555216,0.026297969322662595,0.2194640069850316,0.322552046729869,2.537835997877028,0.24626552206597177,2.0551555746277232,3.0205164211263322,6.669480263596891e-25,0.026022813367862056,0.3122737604143447,0.9492037939247358,monthly_segmented_wls_hac,6,2021,9.337272369035647e-24
marker_words_total_per_1k_words,marker_words,2020-01-01,136,60,76,2.743504915041492,5.293543372271502,0.3238869616914037,0.012057228068998586,0.14468673682798303,-1.7858072469861739,0.5212888366921177,-2.8075333669027245,-0.7640811270696233,0.0006130956932649095,0.09160199375932662,1.0992239251119194,0.008858093881295466,0.1062971265755456,0.8908815570238502,1.3075662931999887,3.3938504945415158,0.3281920520061702,2.750594072609423,4.0371069164736095,4.594741510819414e-25,0.10365922182832521,1.2439106619399025,0.9261986409794517,monthly_segmented_wls_hac,6,2020,1.1027379625966595e-23
gunning_fog,readability,2021-01-01,136,72,64,18.80628275887382,19.79204973804122,0.14639394774363831,0.004465354328846059,0.05358425194615271,-0.6261124617427652,0.17493057387007008,-0.9689763865281026,-0.2832485369574279,0.0003446404641907427,0.040231547798698766,0.4827785735843852,0.003951617884124447,0.047419414609493366,0.3898365209497782,0.5757206262189922,3.297804185387608,0.3239164961418565,2.6629278529495695,3.9326805178256468,2.409920711391569e-24,0.044696902127544826,0.5363628255305379,0.9472676194600538,monthly_segmented_wls_hac,6,2021,2.249259330632131e-23
flesch_reading_ease,readability,2021-01-01,136,72,64,22.047053946324535,15.61518902720032,0.9476221578345204,-0.03472574346361157,-0.41670892156333883,3.7481201667706507,1.094056119714704,1.6037701721298308,5.89247016141147,0.000612779740624111,-0.23930303444647733,-2.871636413357728,0.0240649193828502,0.2887790325942024,-3.437643317242365,-2.3056295094730914,-3.030360138390929,0.3047406924866681,-3.6276518956647985,-2.4330683811170597,2.676856752221615e-23,-0.2740287779100889,-3.2883453349210665,0.9500476017757724,monthly_segmented_wls_hac,6,2021,1.8737997265551304e-22
verb_align_per_1k_words,verbs,2020-01-01,136,60,76,0.0944037569769688,0.2721574437206956,0.043657910899573604,0.0004158080217646949,0.004989696261176339,-0.1360283048491311,0.04143074413534636,-0.21723256335440994,-0.054824046343852226,0.00102610464201804,0.0075910516945572,0.0910926203346864,0.0007711345956994569,0.009253615148393483,0.07295553464383517,0.10922970602553761,2.086508915743288,0.21195735108992264,1.6710725076070396,2.501945323879536,7.275659973253191e-23,0.008006859716321894,0.09608231659586272,0.9006069712087896,monthly_segmented_wls_hac,6,2020,6.548093975927872e-22
dale_chall,readability,2021-01-01,136,72,64,12.706829910956694,13.391597071099556,0.1003450555699591,0.004556223006701041,0.05467467608041249,-0.3166162055627859,0.09739739803969812,-0.5075151057205942,-0.1257173054049776,0.0011509431417688184,0.021235553972318993,0.2548266476678279,0.0022470123934634654,0.026964148721561585,0.20197691617356722,0.3076763791620886,2.539503777444884,0.2687142736471213,2.0128238010965265,3.0661837537932417,3.369818673167964e-21,0.025791776979020034,0.3095013237482404,0.9581361009690846,monthly_segmented_wls_hac,6,2021,1.594250560500247e-20
