domain,topic_id,topic_label,topic_count,topic_share,pre_end_year,post_start_year,word_across_per_1k_words_pre_mean,word_across_per_1k_words_post_mean,word_across_per_1k_words_absolute_change,word_across_per_1k_words_pct_change,verb_underscore_per_1k_words_pre_mean,verb_underscore_per_1k_words_post_mean,verb_underscore_per_1k_words_absolute_change,verb_underscore_per_1k_words_pct_change,avg_syllables_per_word_pre_mean,avg_syllables_per_word_post_mean,avg_syllables_per_word_absolute_change,avg_syllables_per_word_pct_change,gunning_fog_pre_mean,gunning_fog_post_mean,gunning_fog_absolute_change,gunning_fog_pct_change,marker_words_total_per_1k_words_pre_mean,marker_words_total_per_1k_words_post_mean,marker_words_total_per_1k_words_absolute_change,marker_words_total_per_1k_words_pct_change,flesch_reading_ease_pre_mean,flesch_reading_ease_post_mean,flesch_reading_ease_absolute_change,flesch_reading_ease_pct_change,flesch_kincaid_grade_pre_mean,flesch_kincaid_grade_post_mean,flesch_kincaid_grade_absolute_change,flesch_kincaid_grade_pct_change,word_while_per_1k_words_pre_mean,word_while_per_1k_words_post_mean,word_while_per_1k_words_absolute_change,word_while_per_1k_words_pct_change,verb_align_per_1k_words_pre_mean,verb_align_per_1k_words_post_mean,verb_align_per_1k_words_absolute_change,verb_align_per_1k_words_pct_change,smog_index_pre_mean,smog_index_post_mean,smog_index_absolute_change,smog_index_pct_change,automated_readability_index_pre_mean,automated_readability_index_post_mean,automated_readability_index_absolute_change,automated_readability_index_pct_change,marker_verbs_total_per_1k_words_pre_mean,marker_verbs_total_per_1k_words_post_mean,marker_verbs_total_per_1k_words_absolute_change,marker_verbs_total_per_1k_words_pct_change,em_dash_per_1k_words_pre_mean,em_dash_per_1k_words_post_mean,em_dash_per_1k_words_absolute_change,em_dash_per_1k_words_pct_change,list_of_three_per_1k_words_pre_mean,list_of_three_per_1k_words_post_mean,list_of_three_per_1k_words_absolute_change,list_of_three_per_1k_words_pct_change,dale_chall_pre_mean,dale_chall_post_mean,dale_chall_absolute_change,dale_chall_pct_change,emphasis_markers_total_per_1k_words_pre_mean,emphasis_markers_total_per_1k_words_post_mean,emphasis_markers_total_per_1k_words_absolute_change,emphasis_markers_total_per_1k_words_pct_change,emphasis_marker_particularly_per_1k_words_pre_mean,emphasis_marker_particularly_per_1k_words_post_mean,emphasis_marker_particularly_per_1k_words_absolute_change,emphasis_marker_particularly_per_1k_words_pct_change,colon_per_1k_words_pre_mean,colon_per_1k_words_post_mean,colon_per_1k_words_absolute_change,colon_per_1k_words_pct_change,dependency_length_pre_mean,dependency_length_post_mean,dependency_length_absolute_change,dependency_length_pct_change,verb_exhibit_per_1k_words_pre_mean,verb_exhibit_per_1k_words_post_mean,verb_exhibit_per_1k_words_absolute_change,verb_exhibit_per_1k_words_pct_change
arxiv_abstracts,0,"data, model, learning, models, training, based, performance",198928,0.4933155113367241,2022,2023,0.6133733770415803,2.051784443501868,1.4384110664602878,234.50823271757008,0.005356730760785531,0.1314991089615154,0.12614237820072988,2354.8388715775573,1.8993151356081746,1.9916080280387278,0.09229289243055327,4.859272202924894,18.93705545201806,20.403673923712677,1.4666184716946162,7.744701785399923,3.2773152193183015,7.375195270925271,4.097880051606969,125.0377146345828,20.456597012657905,11.689741564830817,-8.766855447827089,-42.855883812945194,15.97360780458699,17.10003088358098,1.1264230789939909,7.051776234737193,1.4029970150030342,2.482221039550656,1.079224024547622,76.92275984958442,0.12402096184043367,0.39732707856815414,0.2733061167277205,220.37090558881349,16.737910130175965,17.61260341946745,0.8746932892914856,5.225821398781103,17.83754973748583,19.51368168545848,1.6761319479726495,9.39664905012283,0.645067541895232,2.3627050053846377,1.7176374634894058,266.272498914288,0.42043402897718324,0.5163607231051398,0.09592669412795657,22.81611085604169,2.938229015734038,3.653556333151189,0.715327317417151,24.345526287658885,12.930899422128256,13.782986996591282,0.8520875744630256,6.589546068271741,0.3338125572624507,0.745660203158735,0.41184764589628436,123.37691825430066,0.1689069201615906,0.4481105868498172,0.2792036666882266,165.3003123975719,1.787810629377836,2.682567896415872,0.8947572670380359,50.04765338873807,3.3666426298877363,3.4296426941729883,0.06300006428525196,1.8713023985962165,0.1799370500573673,0.4072503717667274,0.2273133217093601,126.32935887127658
arxiv_abstracts,1,"models, language, model, llms, based, data, large",96874,0.2402348932540105,2022,2023,0.7941353985601854,2.578571514949955,1.7844361163897693,224.7017472870568,0.004401722185399025,0.20917840243555946,0.20477668025016044,4652.194564423584,1.863988750596419,1.98451723547652,0.12052848488010093,6.4661594573215915,18.44150317310579,20.18126289101634,1.7397597179105482,9.433936602563563,3.357517857478269,8.401252618552212,5.043734761073942,150.22212763038408,23.57078629505832,12.874747489257617,-10.696038805800702,-45.378370801499976,15.400943662303362,16.84598874982698,1.4450450875236172,9.382834709412192,1.2363425958750054,2.3781719876095484,1.141829391734543,92.35541956931672,0.18972439146843922,0.648532720363642,0.45880832889520273,241.8288578205959,16.400139636144516,17.43975089942354,1.0396112632790242,6.339039095666046,17.37246102100103,19.344875891012574,1.9724148700115443,11.35368712370201,0.7440975874744377,3.100379412626261,2.3562818251518234,316.66301098345787,0.49174852121808543,0.6664409356420515,0.1746924144239661,35.524746264868135,3.298407511209377,4.415605365955174,1.1171978547457968,33.87082557110024,12.750206314328473,13.712693889300454,0.9624875749719806,7.548800005615226,0.2997149805235166,0.7637355409043823,0.46402056038086575,154.8206097574283,0.1705732903862565,0.47418472698602343,0.30361143659976697,177.99471178180994,2.0724233316387135,3.258322805530451,1.1858994738917374,57.222839358502064,3.3582352910290614,3.4250955643285157,0.06686027329945432,1.9909347471292393,0.14370023142069016,0.519541336921947,0.3758411055012569,261.54523328564574
arxiv_abstracts,2,"learning, policy, based, algorithm, model, reinforcement, reinforcement learning",59947,0.1486607463911697,2022,2023,0.4488193955451229,1.5274899092021126,1.0786705136569896,240.3350934392815,0.003417599477392067,0.09094131582332529,0.08752371634593323,2560.970556231522,1.9018161526453121,1.986392771119198,0.08457661847388587,4.447150075797015,19.48171493435317,20.727525486849427,1.2458105524962555,6.394768410759618,3.033073670403074,6.125327617163807,3.092253946760733,101.95116514759084,19.056999483516847,10.742301577175901,-8.314697906340946,-43.6306770828884,16.392303912796418,17.438824874832708,1.0465209620362899,6.384221324858053,1.3947070918797944,2.2243899174479744,0.8296828255681801,59.48796205301636,0.04390263115173381,0.265310375658348,0.22140774450661416,504.31543326275164,17.111341881252002,17.864055666466992,0.7527137852149899,4.398917340548837,18.187673347794473,19.75699864667578,1.5693252988813065,8.628510468996359,0.4805006195663095,1.8692998777176137,1.3887992581513042,289.0317309902342,0.49314259782502035,0.5973288851701024,0.10418628734508206,21.127010281527138,2.688182378695806,3.4838768029532363,0.7956944242574302,29.59971877516242,12.831025164038481,13.680628298878613,0.8496031348401321,6.621475088532404,0.31290259055229275,0.6423958287795416,0.32949323822724885,105.30217651623548,0.15497194992374655,0.3722639511696355,0.21729200124588896,140.21376213747507,1.4830033788504067,2.2981123789547158,0.8151090001043091,54.96339467116822,3.4083579927093814,3.453661960438127,0.045303967728745675,1.3292021502920977,0.1844106949753193,0.3287244812636873,0.144313786288368,78.25673359545785
arxiv_abstracts,3,"code, models, language, llms, reasoning, knowledge, model",17784,0.0441020019987749,2022,2023,0.40304242977734983,2.025550489660082,1.6225080598827324,402.5650750416139,0.0021098713893737387,0.14648632536143377,0.14437645397206003,6842.903065049594,1.8708885294998856,1.975492054722663,0.1046035252227775,5.591114787086725,18.6780057559479,19.92159741347976,1.2435916575318586,6.658053722549283,2.719970613290995,7.068189802671289,4.348219189380294,159.86272675641962,23.449824847443093,14.103822428119823,-9.34600241932327,-39.855318664959384,15.547472584233043,16.67490465997698,1.127432075743938,7.251545674936813,1.1484859276232733,2.2639465192805797,1.1154605916573064,97.12444574446715,0.08518620695005232,0.3191873385333352,0.2340011315832829,274.6936857048771,16.551624434916697,17.266657312990606,0.7150328780739095,4.320016327614965,17.402454460064476,19.16293730739958,1.7604828473351049,10.116290500142371,0.5234133465956922,2.117352093865289,1.593938747269597,304.5277231917486,0.5111811906225783,0.6982212733318942,0.18704008270931594,36.58978188957147,3.455373913334748,4.814313368200801,1.3589394548660527,39.32828946881043,12.736285863175175,13.74365304512987,1.0073671819546952,7.90942660031939,0.25214629734201516,0.6273138931341463,0.37516759579213116,148.78965098712038,0.13578105860943393,0.3766629624748168,0.24088190386538286,177.40464416194104,1.8385732981594967,3.2678693007723805,1.4292960026128838,77.73940827073254,3.318876384681492,3.429634243168324,0.11075785848683228,3.3372095145827965,0.1216496313689366,0.3312697931463458,0.20962016177740922,172.31467076269004
arxiv_abstracts,4,"data, model, learning, models, time, based, forecasting",10741,0.0266362799971233,2022,2023,0.4638537753096327,1.6700745493878744,1.2062207740782416,260.0433236256539,0.007586800428906397,0.20346518429447089,0.1958783838655645,2581.831243632693,1.8967113164574576,2.0048298010720758,0.10811848461461815,5.700313151321001,19.146318657568088,20.76313959240233,1.6168209348342408,8.444552520780016,2.814865331403233,7.030239002442873,4.21537367103964,149.75400862030733,20.44489001038947,10.507886785280915,-9.937003225108556,-48.60384780773521,16.087914503054677,17.376222792435673,1.2883082893809963,8.007926006421652,1.0715878041525149,2.1043417967197646,1.0327539925672498,96.37604950011749,0.038331093036520755,0.2336798035350674,0.19534871049854663,509.6351160986305,16.930555156418247,17.871526421978306,0.9409712655600586,5.557828770920978,17.721615764228115,19.594657377248154,1.873041613020039,10.569248526428714,0.5275770582257832,2.3434854296133163,1.815908371387533,344.1977514136698,0.2552904223926478,0.4304594481010306,0.17516902570838278,68.61558849981655,3.400712609320284,4.608915547374509,1.208202938054225,35.5279341965834,12.844730808798321,13.806826582757989,0.9620957739596676,7.490198029690555,0.24919890042431767,0.7285526770953266,0.47935377667100887,192.35790200309884,0.1797701438964974,0.5116265395077709,0.33185639561127356,184.6003949367364,1.061617581243333,1.7899367579113352,0.7283191766680022,68.60466419697174,3.3147252818619863,3.4104265055059733,0.09570122364398692,2.8871540024043414,0.1576089541599575,0.34803959355750586,0.19043063939754837,120.82475923562066
arxiv_abstracts,6,"ai, human, systems, intelligence, agents, artificial, research",9030,0.0223932230121984,2022,2023,0.5506306707974057,1.689355166509402,1.1387244957119962,206.80368096149311,0.0038867307481346746,0.22742007986817367,0.223533349120039,5751.192032721006,1.8955158522317783,2.0149382985349393,0.11942244630316101,6.300261016680665,19.679042307078863,21.214041111439663,1.5349988043608,7.8001702542640325,3.476103139966455,7.598330815277904,4.122227675311448,118.58761116481799,19.940645382320838,9.517923834317633,-10.422721548003205,-52.268727256159316,16.54538789769667,17.807224175923757,1.2618362782270864,7.626513721100188,1.022664155673034,2.002683120505577,0.9800189648325428,95.82999065686177,0.18162442550054583,0.607978933798439,0.42635450829789323,234.7451380082201,17.28875515419337,18.20343754825487,0.9146823940614972,5.290620324619739,17.968764063715614,19.733567287164796,1.7648032234491815,9.821505904308992,0.6667068863748005,2.626637053143567,1.9599301667687665,293.97178982593545,0.7168437026506063,1.15757783859533,0.44073413594472366,61.482598551826854,5.41405947852917,7.238282516704138,1.824223038174968,33.694181702461684,12.406820016455281,13.572640823785848,1.165820807330567,9.3966125549039,0.285566731152287,0.6311195450644087,0.3455528139121217,121.00597731317845,0.18350059129080956,0.47870494473204145,0.29520435344123186,160.87378866992069,1.8333831056177832,3.0417181660351162,1.208335060417333,65.90739582549868,3.3128966413002825,3.4011369545780683,0.08824031327778581,2.6635395797664327,0.1251095034963857,0.38435063464168506,0.25924113114529934,207.21138194972423
arxiv_abstracts,5,"quantum, classical, learning, machine, quantum machine, machine learning, neural",4387,0.0108791881898687,2022,2023,0.17930285054958117,1.102753843312395,0.9234509927628137,515.0230405887827,0.010925545788986822,0.12970982915963788,0.11878428337065106,1087.2160134131523,1.9113125820506651,1.997532717731844,0.08622013568117892,4.511043169541245,19.50558403027658,20.723142058647664,1.2175580283710836,6.242099833981845,2.572935160561002,5.955806761179234,3.382871600618232,131.4790847617253,18.880853087281398,10.749887625549126,-8.130965461732272,-43.06460849064859,16.520810949041216,17.58128569925185,1.0604747502106342,6.419023578695323,0.8984662754906064,2.033235814275846,1.13476953878524,126.30073824035301,0.04981108044163026,0.11584943875218505,0.0660383583105548,132.57764683088942,17.12861106591334,17.85897790550613,0.73036683959279,4.264016719056987,18.451412681980035,20.09534011762367,1.6439274356436364,8.909493619689748,0.9042760759073984,2.247574609885889,1.3432985339784906,148.5496044590756,0.44185496961283044,0.7420410843320476,0.3001861147192172,67.9377024959686,2.3641377934236236,3.6223063925289534,1.2581685991053297,53.21891992104717,12.944927474254055,13.837913900153096,0.892986425899041,6.898350165924733,0.4355208983264345,0.741923732824941,0.30640283449850647,70.35318756824601,0.24400364811227385,0.45943955939956704,0.2154359112872932,88.29208618559845,1.0983704686663143,1.5725132914791877,0.47414282281287345,43.16784148326536,3.370957932813455,3.4476522217026266,0.07669428888917151,2.2751482046873615,0.3298564723275922,0.43054248555082564,0.10068601322323345,30.524189054941022
arxiv_abstracts,8,"privacy, data, learning, federated, fl, model, federated learning",3178,0.0078810257732853,2022,2023,0.8190012752055766,2.009466757273854,1.1904654820682774,145.3557543936009,0.003507848811716206,0.12785831157010155,0.12435046275838535,3544.920817084679,1.926909928742314,2.030754022251901,0.10384409350958723,5.38915140560648,19.32406982170952,20.938179025055923,1.614109203346402,8.352842947881712,4.230954058758731,8.00831877595995,3.777364717201219,89.2792657339658,18.030063631584174,8.236942586312493,-9.79312104527168,-54.315510168896886,16.42628222776003,17.734195606419522,1.3079133786594923,7.9623213611242445,2.145447774623585,3.2147795293457486,1.0693317547221635,49.84189162608611,0.026507787761761197,0.12181228829668406,0.09530450053492286,359.5339656084177,17.035630184301294,17.99205124635457,0.9564210620532769,5.614239401220624,17.964501890687895,19.73360371087369,1.7691018201857958,9.847764390855891,0.5842138116293119,2.176691422478375,1.592477610849063,272.5847248300768,0.3152462798472071,0.3720031878098491,0.05675690796264199,18.003989766398135,3.7486778197584893,5.311091960579797,1.562414140821308,41.67907235415519,12.991677577916926,13.894004349405389,0.9023267714884629,6.945421529104335,0.32484148687153747,0.6512376117264093,0.3263961248548718,100.47858356957623,0.20883723561188108,0.4764753695787511,0.26763813396687,128.15632862727074,1.1897163739467953,1.6839158473666487,0.4941994734198534,41.53926803414359,3.320087861424655,3.3795407342954573,0.05945287287080214,1.790701793213714,0.0804923373471334,0.18093522140384594,0.10044288405671253,124.78564713997541
arxiv_abstracts,7,"fuzzy, based, decision, paper, data, set, proposed",2377,0.0058946501771866,2022,2023,0.15579283145031977,0.3456114692338385,0.18981863778351873,121.84041846883649,0.0,0.046035368815622243,0.046035368815622243,,1.907005340476907,1.9485294091690717,0.04152406869216474,2.1774489987416783,19.159520061150086,19.87320351933583,0.713683458185745,3.7249547791799165,2.066624388739464,3.5180404258531293,1.451416037113665,70.23124497233651,21.459042803023085,17.342904524410052,-4.1161382786130325,-19.181369441292897,15.968651888690339,16.670966717142978,0.7023148284526393,4.398084655787679,0.7631741042416837,1.0843372658807224,0.3211631616390387,42.08255493130988,0.02292426465883527,0.13110867713974278,0.10818441248090752,471.9209714725223,16.857471052720957,17.314337207517053,0.4568661547960957,2.710170187255657,17.308639679705525,18.29965555645654,0.991015876751014,5.725556110067885,0.29073009973929426,0.8384303378554168,0.5477002381161225,188.38786854448867,0.437326204511973,0.6181348297958923,0.18080862528391928,41.344109595648334,3.0650420769852644,3.599821749550554,0.5347796725652896,17.447710639303583,12.435023183117265,12.747979881719752,0.31295669860248765,2.516735948087186,0.21399120235619412,0.38264488063519503,0.1686536782790009,78.81337009279116,0.08995529855829079,0.26113843191030756,0.17118313335201676,190.29799922357054,1.835406766266527,2.0624277781592295,0.22702101189270252,12.368975426329875,3.2867938438912434,3.378477860193285,0.09168401630204182,2.7894665943969543,0.10430083692949828,0.2228786203060888,0.11857778337659051,113.6882376665325
medarxiv_abstracts,0,"sars, cov, sars cov, infection, 95, transmission, ci",30167,0.367840899391545,2022,2023,0.8706368619442277,1.4471030310007655,0.5764661690565378,66.21201034024972,0.042056291020133314,0.2902578151337734,0.2482015241136401,590.1650337991534,1.9868274520354843,2.0491094091956006,0.06228195716011631,3.1347441417879085,17.828514816121146,18.545428254753435,0.7169134386322895,4.0211618636008435,4.049314256156652,6.0486439808406995,1.9993297246840473,49.3745261100501,25.814926392689912,20.010026906014836,-5.804899486675076,-22.48660096245274,14.63815751463986,15.20517637785007,0.56701886321021,3.8735671661076556,0.8976304205618058,1.1159101679901475,0.21827974742834177,24.317329541007048,0.022872022294511987,0.09310007163006985,0.07022804933555786,307.0478352603245,15.85161996373921,16.18172312057422,0.33010315683500835,2.082456919798252,16.69319511758611,17.295454093251525,0.6022589756654142,3.6078112753318297,0.36631030631356615,1.0954377689554515,0.7291274626418853,199.04639593125265,0.11651531287031831,0.24732470489831648,0.13080939202799818,112.26798332815636,5.216357510868135,5.998420947932898,0.782063437064763,14.992519884523938,13.216757366181966,13.762191690745274,0.545434324563308,4.126839204591316,0.4342711513354055,0.7317689692523219,0.29749781791691643,68.50508420881648,0.2777705177747903,0.5299768499766486,0.25220633220185834,90.79665265495932,2.9202781146278505,3.4997837261205498,0.5795056114926993,19.844192530496343,3.511185382476705,3.530736425909899,0.019551043433193804,0.5568217369201671,0.1501119566072078,0.2808639273675381,0.13075197076033032,87.1029688211073
