family,dataset_a,dataset_b,n_features,pearson_r,pearson_p,same_direction_share,median_abs_difference
sequential_markers,arxiv_stat_abstracts,medarxiv_titles,3,-0.28309019511630906,0.8172808430825453,0.6666666666666666,0.4888941915131742
summary_markers,arxiv_ai_abstracts,arxiv_stat_titles,2,1.0,1.0,0.0,0.31682986193535523
summary_markers,arxiv_stat_abstracts,arxiv_stat_titles,2,1.0,1.0,0.5,0.309820238763104
summary_markers,arxiv_qbio_abstracts,arxiv_qbio_titles,3,0.9968915854012229,0.050208489062162215,0.3333333333333333,0.2251640498429241
summary_markers,arxiv_qbio_abstracts,medarxiv_abstracts,5,0.987740017322002,0.0016265535378435384,0.4,0.3878331189932623
summary_markers,arxiv_qbio_titles,medarxiv_abstracts,3,0.9863249366153348,0.10540372453817157,1.0,0.1705945205715042
summary_markers,arxiv_ai_titles,medarxiv_abstracts,3,0.8393494191707347,0.3658724052706843,0.6666666666666666,0.1302859328025759
summary_markers,arxiv_ai_abstracts,arxiv_stat_abstracts,5,0.7987053239458681,0.10507851897519155,0.6,0.22951842554283475
summary_markers,arxiv_ai_titles,arxiv_qbio_titles,3,0.7382805293821183,0.4712761298088558,0.6666666666666666,0.0459273382425433
summary_markers,arxiv_ai_titles,arxiv_qbio_abstracts,3,0.6828452665272775,0.5214846188710172,0.6666666666666666,0.4307363196487677
summary_markers,arxiv_ai_abstracts,arxiv_qbio_abstracts,5,0.4612091636348185,0.43430958896864946,1.0,0.20884898061963653
summary_markers,arxiv_ai_abstracts,medarxiv_abstracts,5,0.34571939456366635,0.5687493274751393,0.4,0.47072270632333363
summary_markers,arxiv_qbio_abstracts,arxiv_stat_abstracts,5,-0.008292010182762308,0.9894424057181086,0.6,0.3727077357716417
summary_markers,arxiv_ai_abstracts,arxiv_qbio_titles,3,-0.12098823308535281,0.9227873362541429,0.3333333333333333,0.24794220837220118
summary_markers,arxiv_stat_abstracts,medarxiv_abstracts,5,-0.14681403721793937,0.8137442742376869,0.4,0.544129835565512
summary_markers,arxiv_qbio_titles,arxiv_stat_abstracts,3,-0.6074590441187615,0.5843777642965293,0.3333333333333333,0.16510237250478782
summary_markers,arxiv_ai_abstracts,arxiv_ai_titles,3,-0.758862166462377,0.4515112064452876,0.6666666666666666,0.2218873390291312
summary_markers,arxiv_ai_titles,arxiv_stat_abstracts,3,-0.9842599930756519,0.11310163448767434,0.0,0.19115724184785782
summary_markers,arxiv_ai_titles,arxiv_stat_titles,2,-1.0,1.0,0.5,0.198189722764872
summary_markers,arxiv_qbio_abstracts,arxiv_stat_titles,2,-1.0,1.0,0.0,0.1904949546436548
summary_markers,arxiv_qbio_titles,arxiv_stat_titles,2,-1.0,1.0,1.0,0.0307063694886863
summary_markers,arxiv_stat_titles,medarxiv_abstracts,2,-1.0,1.0,1.0,0.1203702196895414
syntax,arxiv_ai_abstracts,arxiv_qbio_abstracts,10,0.9716212539251364,2.742103011174578e-06,0.9,0.8146049336806208
syntax,arxiv_ai_abstracts,arxiv_stat_abstracts,10,0.9559478823089068,1.5620686691902857e-05,0.9,0.5098378911199921
syntax,arxiv_qbio_abstracts,arxiv_stat_abstracts,10,0.9472598362205921,3.175334095245049e-05,0.8,0.29458397202656483
syntax,arxiv_qbio_abstracts,medarxiv_abstracts,10,0.9241452964938864,0.00013207399123667712,0.6,0.7896308014375781
syntax,arxiv_ai_abstracts,medarxiv_abstracts,10,0.9113923410243887,0.00024205842268431378,0.5,1.3159851492135872
syntax,arxiv_stat_abstracts,medarxiv_abstracts,10,0.893184637568679,0.0004997237622534536,0.6,0.6878459742495333
syntax,arxiv_ai_titles,arxiv_qbio_titles,10,0.747677744592798,0.012908371811777612,0.9,0.11094427840918765
syntax,arxiv_ai_abstracts,arxiv_qbio_titles,10,0.6311127419266397,0.050372728745341454,0.6,1.4213154454650652
syntax,arxiv_qbio_abstracts,arxiv_qbio_titles,10,0.6066995485359293,0.06291825977793468,0.5,0.7913972053297762
syntax,arxiv_qbio_titles,arxiv_stat_abstracts,10,0.5569540928502067,0.09444446173934284,0.5,0.8507808694663246
syntax,arxiv_qbio_titles,arxiv_stat_titles,10,0.5370831699617519,0.10940464997580648,0.8,0.14250539539195717
syntax,arxiv_qbio_titles,medarxiv_abstracts,10,0.5150543605665959,0.12763714231281292,0.3,0.9503252183424611
syntax,arxiv_ai_titles,arxiv_stat_titles,10,0.49155846697333666,0.14903532403014863,0.9,0.08877044715775889
syntax,arxiv_qbio_titles,medarxiv_titles,10,0.4887032109095767,0.15177464470601237,0.3,0.6476655890002125
syntax,arxiv_stat_abstracts,medarxiv_titles,10,0.48786594385855914,0.15258365780003066,0.6,0.8224448916744868
syntax,arxiv_qbio_abstracts,arxiv_stat_titles,10,0.48509016478756345,0.1552844163018064,0.7,0.7193319309436441
syntax,arxiv_ai_abstracts,medarxiv_titles,10,0.4455487521109279,0.19688535876342642,0.5,1.3653930859005117
syntax,medarxiv_abstracts,medarxiv_titles,10,0.42850162913924383,0.21663035319755197,1.0,0.48100828952089364
syntax,arxiv_stat_titles,medarxiv_abstracts,10,0.4282402938800837,0.21694153339679698,0.3,0.9693904804430356
syntax,arxiv_ai_abstracts,arxiv_stat_titles,10,0.37064644431638283,0.2917152548027384,0.6,1.3887219753269004
syntax,arxiv_ai_titles,medarxiv_titles,10,0.3436974355961644,0.3308572028219025,0.2,0.7848676951780262
syntax,arxiv_qbio_abstracts,medarxiv_titles,10,0.3380586740660706,0.3393724077010969,0.6,0.5278609196479219
syntax,arxiv_ai_abstracts,arxiv_ai_titles,10,0.3172028340595695,0.3718215876683127,0.7,1.4345634815231771
syntax,arxiv_ai_titles,arxiv_qbio_abstracts,10,0.30755149456999453,0.3873367442259026,0.6,0.7332402005971828
syntax,arxiv_stat_abstracts,arxiv_stat_titles,10,0.2923384921329784,0.4124161781006205,0.5,0.7132695619106584
syntax,arxiv_ai_titles,arxiv_stat_abstracts,10,0.2669989580107977,0.455825820755921,0.6,0.7639592428216424
syntax,arxiv_ai_titles,medarxiv_abstracts,10,0.052066981545844146,0.8864117460718396,0.2,0.9007226347175157
syntax,arxiv_stat_titles,medarxiv_titles,10,-0.07232055018586693,0.8426236368247391,0.3,0.7126617763392249
verbs,arxiv_stat_abstracts,medarxiv_abstracts,9,0.9736961656416852,9.472067778331943e-06,0.7777777777777778,0.766822827000146
verbs,arxiv_ai_abstracts,arxiv_stat_abstracts,9,0.9708552993203081,1.3524622388606893e-05,1.0,0.7248834788489593
verbs,arxiv_ai_abstracts,arxiv_qbio_titles,5,0.9682606943507563,0.006755406655020069,0.6,1.872656783733573
verbs,arxiv_ai_abstracts,arxiv_qbio_abstracts,9,0.9667791756683104,2.1299159360095033e-05,1.0,1.2537828464545926
verbs,arxiv_ai_abstracts,medarxiv_abstracts,9,0.9667171634239906,2.14373308859704e-05,0.7777777777777778,0.8165438897180552
verbs,arxiv_qbio_abstracts,arxiv_stat_abstracts,9,0.9602160493164524,3.977368841356996e-05,1.0,0.2882842206847256
verbs,arxiv_qbio_abstracts,medarxiv_abstracts,9,0.9568972478638977,5.247630986014979e-05,0.7777777777777778,0.6092880059727173
verbs,arxiv_ai_titles,arxiv_stat_abstracts,7,0.7401387985913782,0.057148851942325114,1.0,0.9140210021712154
verbs,arxiv_qbio_titles,arxiv_stat_abstracts,5,0.7073943893335037,0.1814312281833271,0.6,1.5582440899402694
verbs,arxiv_ai_titles,medarxiv_titles,5,0.7014844993788358,0.1867719634065487,1.0,0.23294075206792378
verbs,arxiv_qbio_titles,medarxiv_titles,5,0.6942834236067454,0.1933386278853184,0.6,0.15914051948798164
verbs,arxiv_ai_titles,medarxiv_abstracts,7,0.6880119707635989,0.0875118584273124,0.8571428571428571,1.3090402689860934
verbs,arxiv_ai_abstracts,arxiv_ai_titles,7,0.6721630500510419,0.09811390382301091,1.0,1.6389044810201747
verbs,arxiv_ai_titles,arxiv_qbio_abstracts,7,0.6704284021938347,0.09931298367605343,1.0,0.6898819574480374
verbs,arxiv_qbio_abstracts,arxiv_qbio_titles,5,0.657285127743709,0.22805497077524942,0.6,1.2175334315347146
verbs,arxiv_ai_titles,arxiv_qbio_titles,5,0.6482194057297737,0.2367994025094987,0.6,0.4148000510285007
verbs,arxiv_stat_titles,medarxiv_titles,5,0.6369278744699323,0.24781509945807537,0.8,0.1316889404693141
verbs,arxiv_qbio_titles,medarxiv_abstracts,5,0.6129412501461301,0.271656001191176,0.4,1.723840320014594
verbs,arxiv_qbio_abstracts,medarxiv_titles,6,0.5660828758719916,0.24157626469784907,0.8333333333333334,0.9794735665365522
verbs,arxiv_ai_titles,arxiv_stat_titles,6,0.41342286081330404,0.4151965085105271,0.6666666666666666,0.24089520092795694
verbs,arxiv_stat_abstracts,medarxiv_titles,6,0.2431647679939099,0.6424419054849054,0.8333333333333334,1.1656876486393375
verbs,arxiv_stat_abstracts,arxiv_stat_titles,6,0.15703927427034192,0.7663774875650032,0.6666666666666666,1.196264005602361
verbs,arxiv_stat_titles,medarxiv_abstracts,6,0.14145166421466385,0.7892376266745706,0.5,2.1012720363875133
verbs,arxiv_ai_abstracts,medarxiv_titles,6,0.10636392897542496,0.841055769278558,0.8333333333333334,1.7986116890795645
verbs,arxiv_qbio_abstracts,arxiv_stat_titles,6,0.1030403439513292,0.8459864898379781,0.6666666666666666,1.0915655216785556
verbs,medarxiv_abstracts,medarxiv_titles,6,0.07672302942063358,0.8851412679808957,0.6666666666666666,1.8332128775091505
verbs,arxiv_qbio_titles,arxiv_stat_titles,5,-0.04784845470731294,0.9391007100721019,0.4,0.5017973514597032
verbs,arxiv_ai_abstracts,arxiv_stat_titles,6,-0.0911713039972674,0.863621961364815,0.6666666666666666,1.9621651895405534
