dataset,dependency_bigram,head_dep,child_dep,slope_change_per_year,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high
arxiv_ai_abstracts,acl->compound,acl,compound,3.2707240869580745e-06,6.501074750579683e-07,1.9965134358444567e-06,4.544934738071692e-06
arxiv_ai_abstracts,acl->conj,acl,conj,9.509679370824916e-07,1.3484870523739794e-05,-2.5479378289447504e-05,2.7381314163612488e-05
arxiv_ai_abstracts,acl->csubj,acl,csubj,7.502611400421477e-07,9.580774760982253e-07,-1.1275707131103739e-06,2.6280929931946695e-06
arxiv_ai_abstracts,acl->csubjpass,acl,csubjpass,1.055408047234264e-07,1.1000633300655216e-07,-1.1007160796941581e-07,3.2115321741626863e-07
arxiv_ai_abstracts,acl->dative,acl,dative,-1.52138191285593e-06,1.9767819676793727e-06,-5.3958745695075005e-06,2.35311074379564e-06
arxiv_ai_abstracts,acl->dep,acl,dep,1.2603597506679398e-06,5.925024173016376e-07,9.905501275673024e-08,2.4216644885791494e-06
arxiv_ai_abstracts,acl->det,acl,det,7.188084959916275e-07,3.657607742598064e-07,1.917378442406974e-09,1.4356996135408482e-06
arxiv_ai_abstracts,acl->dobj,acl,dobj,-1.0093442467353528e-05,6.241081282293295e-05,-0.0001324186356003021,0.00011223175066559505
arxiv_ai_abstracts,acl->expl,acl,expl,-8.269877695971823e-07,1.0397170045419317e-06,-2.8648330984993684e-06,1.2108575593050039e-06
arxiv_ai_abstracts,acl->intj,acl,intj,-4.3081076397982394e-07,1.0627953945146566e-06,-2.513889737228551e-06,1.652268209268903e-06
arxiv_ai_abstracts,acl->mark,acl,mark,2.0047130971550316e-07,8.203787917061324e-06,-1.587895300772469e-05,1.6279895627155696e-05
arxiv_ai_abstracts,acl->meta,acl,meta,3.325417772270218e-07,1.6356496112375533e-06,-2.8733314607985825e-06,3.538415015252626e-06
arxiv_ai_abstracts,acl->neg,acl,neg,-3.569154582778156e-06,2.9535665463349045e-06,-9.358145013594568e-06,2.219835848038257e-06
arxiv_ai_abstracts,acl->nmod,acl,nmod,2.53700767917642e-07,6.149631764197972e-07,-9.516270578651606e-07,1.4590285937004446e-06
arxiv_ai_abstracts,acl->npadvmod,acl,npadvmod,8.686468093956196e-06,2.754253789526344e-06,3.2881306664845613e-06,1.408480552142783e-05
arxiv_ai_abstracts,acl->nsubj,acl,nsubj,2.0757550648112954e-05,6.414729376301831e-06,8.184681070561364e-06,3.333042022566454e-05
arxiv_ai_abstracts,acl->nsubjpass,acl,nsubjpass,-1.3827903835099393e-07,3.78101918476099e-06,-7.549076640482535e-06,7.272518563780547e-06
arxiv_ai_abstracts,acl->nummod,acl,nummod,2.641117247786794e-07,2.486273199562051e-07,-2.2319782233548262e-07,7.514212718928414e-07
