dataset,dependency_role,slope_change_per_year,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high
arxiv_ai_titles,ccomp,3.062501698031223e-05,5.787984576237147e-05,-8.281948071393586e-05,0.00014406951467456033
arxiv_ai_titles,compound,-0.002611250342687308,0.0007544718811195721,-0.004090015229681669,-0.0011324854556929468
arxiv_ai_titles,conj,-7.130220942262299e-05,0.00040992125888176015,-0.0008747478768308729,0.000732143457985627
arxiv_ai_titles,csubj,2.1752854701264046e-05,4.017334194633325e-05,-5.6986895513549125e-05,0.00010049260491607722
arxiv_ai_titles,csubjpass,6.539351097564979e-06,3.910682465507257e-06,-1.125586534829243e-06,1.42042887299592e-05
arxiv_ai_titles,dative,-9.897946587189963e-06,9.006295775539767e-06,-2.7550286307247904e-05,7.754393132867979e-06
arxiv_ai_titles,dep,0.00014132371076294563,0.00010873331084585801,-7.179357849493607e-05,0.00035444100002082735
arxiv_ai_titles,det,-8.151069700202546e-05,0.00045090895357456976,-0.0009652922460081821,0.0008022708520041312
arxiv_ai_titles,dobj,-0.002778417786005652,0.0007780814239334902,-0.0043034573769152925,-0.0012533781950960113
arxiv_ai_titles,expl,1.3359980707401395e-06,6.131147782431473e-06,-1.0681051582825547e-05,1.3353047724305826e-05
arxiv_ai_titles,intj,6.934119463901831e-06,1.5811784969249332e-05,-2.4056979075826863e-05,3.792521800363052e-05
arxiv_ai_titles,mark,3.19862703096517e-05,1.3675768484638342e-05,5.181764079760549e-06,5.8790776539542844e-05
arxiv_ai_titles,meta,2.8045066982196773e-05,1.4477861947333907e-05,-3.315424345776838e-07,5.642167639897123e-05
arxiv_ai_titles,neg,0.0001430350453638642,3.3786087627923524e-05,7.68143136131341e-05,0.00020925577711459432
arxiv_ai_titles,nmod,-0.0004211996452008031,0.00010521329663932035,-0.0006274177066138709,-0.0002149815837877352
arxiv_ai_titles,npadvmod,0.00113343202472173,0.0003103099934251627,0.0005252244376084112,0.001741639611835049
arxiv_ai_titles,nsubj,0.0003949991579652269,0.00016516602486511066,7.127374922961e-05,0.0007187245667008438
arxiv_ai_titles,nsubjpass,-9.832978306778859e-06,1.4327425230932518e-05,-3.791473175940659e-05,1.8248775145848874e-05
arxiv_ai_titles,nummod,-0.00022421194035573402,5.28920724771306e-05,-0.00032788040241091,-0.00012054347830055804
arxiv_ai_titles,oprd,-3.6390855475913926e-05,1.4531032625003744e-05,-6.487167942092127e-05,-7.910031530906589e-06
arxiv_ai_titles,parataxis,-5.9229734395797845e-06,5.842979929842296e-06,-1.7375214102070683e-05,5.529267222911114e-06
arxiv_ai_titles,pcomp,-0.0004429162434058942,0.00018227627512007694,-0.000800177742641245,-8.565474417054339e-05
arxiv_ai_titles,pobj,0.0003599808077029837,0.0002455614745491381,-0.00012131968241332696,0.0008412812978192943
arxiv_ai_titles,poss,-2.2816599725857618e-05,9.71201126635984e-05,-0.00021317202054651048,0.00016753882109479525
arxiv_ai_titles,preconj,-1.5126281292353553e-06,1.2822470738569998e-05,-2.6644670776832555e-05,2.361941451836184e-05
arxiv_ai_titles,predet,3.1957568114739184e-08,3.2162331002976177e-06,-6.2718593084685916e-06,6.33577444469807e-06
arxiv_ai_titles,prep,-2.958990025106467e-05,0.00023786696304892402,-0.0004958091478269558,0.0004366293473248264
arxiv_ai_titles,prt,4.54925716254879e-06,3.5086865492039225e-05,-6.422099920184808e-05,7.331951352694568e-05
arxiv_ai_titles,quantmod,-1.4432016265245214e-05,1.1003396170633113e-05,-3.599867275968611e-05,7.134640229195688e-06
arxiv_ai_titles,relcl,-0.00016720310569704768,3.744940330142265e-05,-0.00024060393616783606,-9.380227522625928e-05
arxiv_ai_titles,xcomp,-4.047141765652063e-05,7.638174972173099e-05,-0.00019017964711111335,0.00010923681179807209
arxiv_qbio_abstracts,ROOT,-0.00020546261589144375,0.00010329670520203476,-0.00040792415808743186,-3.0010736954556427e-06
arxiv_qbio_abstracts,acl,-0.00010996406218272874,0.00010643812820609842,-0.00031858279346668166,9.865466910122416e-05
arxiv_qbio_abstracts,acomp,-6.99183275790962e-05,9.072530337516034e-05,-0.0002477399221944105,0.00010790326703621808
arxiv_qbio_abstracts,advcl,0.0008565049974941573,0.00024554225153119904,0.00037524218449300716,0.0013377678104953073
arxiv_qbio_abstracts,advmod,1.321356481635231e-05,0.0002496864646478291,-0.0004761719058933927,0.0005025990355260973
arxiv_qbio_abstracts,agent,0.00015402677297423202,5.729743043252325e-05,4.172380932648645e-05,0.0002663297366219776
