dataset,feature,family,intervention_date,n_months,n_pre_months,n_post_months,pre_mean,post_mean,pre_sd,pre_slope_per_month,pre_slope_per_year,level_shift,level_shift_se,level_shift_ci_low,level_shift_ci_high,level_shift_p,slope_change_per_month,slope_change_per_year,slope_change_se,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high,standardized_slope_change_per_year,standardized_slope_change_per_year_se,standardized_slope_change_per_year_ci_low,standardized_slope_change_per_year_ci_high,slope_change_p,post_slope_per_month,post_slope_per_year,r_squared,model,hac_lags,slope_change_q,level_shift_q
medarxiv_titles,clause_depth,syntax,2022-11-30,83,42,41,6.668206980602413,6.814444619125978,0.1583770806958061,0.0142710931860828,0.1712531182329942,-0.004791906882555,0.0367006276120526,-0.0767251370021782,0.0671413232370682,0.8961175036865583,-0.0191003951464908,-0.22920474175789,0.0022169444946314,0.0266033339355779,-0.2813472762716228,-0.1770622072441573,-1.4472090327142866,0.1679746451866655,-1.776439337280151,-1.117978728148422,6.955211853163768e-18,-0.0048293019604079,-0.0579516235248958,0.7864349592845494,monthly_segmented_wls_hac,6,6.955211853163767e-17,0.943180317048112
arxiv_ai_abstracts,clause_depth_std,syntax,2022-11-30,136,95,41,2.193977706243287,2.106430960924831,0.0355788141777001,-0.0001207876186109,-0.0014494514233309,0.0448660975142666,0.0092058193132586,0.0268226916602797,0.0629095033682535,1.0954559857955389e-06,-0.0057136379614274,-0.068563655537129,0.000313633639013,0.0037636036681565,-0.0759403187267159,-0.0611869923475422,-1.9270922070276029,0.1057821559020787,-2.134425232595677,-1.7197591814595288,3.745219460103681e-74,-0.0058344255800383,-0.07001310696046,0.9370591498000264,monthly_segmented_wls_hac,6,1.8726097300518403e-73,5.477279928977693e-06
arxiv_ai_titles,clause_depth_std,syntax,2022-11-30,136,95,41,0.0157952598246404,0.0285406882508404,0.0074558065876903,0.0001789415395166,0.0021472984741999,-0.0016404566699826,0.0012883246217509,-0.0041655729286145,0.0008846595886491,0.2029025404664692,0.000118086475713,0.001417037708556,4.46713873129853e-05,0.0005360566477558,0.0003663666789546,0.0024677087381574,0.1900582709449022,0.0718978746901592,0.0491384365521901,0.3309781053376143,0.0082066444753546,0.0002970280152296,0.0035643361827559,0.6705151025924148,monthly_segmented_wls_hac,6,0.0205166111883865,0.4058050809329385
arxiv_qbio_abstracts,clause_depth_std,syntax,2022-11-30,136,95,41,2.257819719388824,2.1642944872400034,0.0609905568777892,-0.0002695883993163,-0.0032350607917958,0.0427946904034642,0.0149632685922086,0.0134666839627353,0.072122696844193,0.0042366402141347,-0.005706024121957,-0.0684722894634841,0.0004940787770917,0.0059289453251014,-0.0800930223006831,-0.0568515566262852,-1.122670343881046,0.0972108737584032,-1.3132036564475165,-0.932137031314576,7.484573635924497e-31,-0.0059756125212733,-0.07170735025528,0.6008575409642828,monthly_segmented_wls_hac,6,3.7422868179622494e-30,0.0211832010706736
arxiv_qbio_titles,clause_depth_std,syntax,2022-11-30,136,95,41,0.017775547978656,0.0182064394615544,0.0130036748529863,5.998980505849836e-05,0.0007198776607019,-0.0045299386017021,0.0032967192270675,-0.0109915082867545,0.0019316310833502,0.1694184817405941,2.012122529974233e-05,0.0002414547035969,0.0001209247122758,0.0014510965473098,-0.0026026945291304,0.0030856039363242,0.0185681898637642,0.1115912666008114,-0.2001506926738261,0.2372870724013546,0.8678463831392172,8.01110303582407e-05,0.0009613323642988,0.0129976837595071,monthly_segmented_wls_hac,6,0.8678463831392171,0.2823641362343235
arxiv_stat_abstracts,clause_depth_std,syntax,2022-11-30,136,95,41,2.240490646446835,2.1830406126318014,0.0429472135704801,-0.000116418111612,-0.0013970173393443,0.0650551968097742,0.0221568946433927,0.0216276833087245,0.1084827103108239,0.0033235079266966,-0.0050722603157474,-0.0608671237889689,0.0006191965327739,0.0074303583932878,-0.0754306262398132,-0.0463036213381246,-1.4172543159076108,0.1730114197302701,-1.75635669857894,-1.0781519332362812,2.57603194476243e-16,-0.0051886784273594,-0.0622641411283132,0.6037582920427486,monthly_segmented_wls_hac,6,1.288015972381215e-15,0.0083087311558674
arxiv_stat_titles,clause_depth_std,syntax,2022-11-30,136,95,41,0.0120722509552274,0.0141027750402291,0.007446845265256,7.558684816065382e-05,0.0009070421779278,-0.005005124179735,0.0015219439777371,-0.0079881343760999,-0.0020221139833701,0.0010067309266947,7.172554923474446e-05,0.0008607065908169,5.046365984216068e-05,0.0006055639181059,-0.0003261986886706,0.0020476118703045,0.1155800288791612,0.0813181819328578,-0.04380360770924,0.2749636654675625,0.1552206410437972,0.0001473123973953,0.0017677487687447,0.07879538130069,monthly_segmented_wls_hac,6,0.2112645539482264,0.0033557697556493
medarxiv_abstracts,clause_depth_std,syntax,2022-11-30,83,42,41,2.2617407334082125,2.23252834633322,0.0400939702251747,0.0010258167309312,0.0123098007711746,0.0651415862223294,0.0180764447965734,0.0297117544210454,0.1005714180236134,0.0003137524032055,-0.0063893120984977,-0.0766717451819724,0.0006422657474898,0.0077071889698784,-0.0917778355629342,-0.0615656548010105,-1.912301145318624,0.1922281312275531,-2.289068282524628,-1.5355340081126194,2.5709114841722237e-23,-0.0053634953675664,-0.0643619444107977,0.7681806513226922,monthly_segmented_wls_hac,6,1.2854557420861118e-22,0.0015687620160279
medarxiv_titles,clause_depth_std,syntax,2022-11-30,83,42,41,0.0521445485920956,0.0420598286894906,0.0203864350734098,0.0004772880364734,0.0057274564376814,-0.0050424721991141,0.0067140787075351,-0.018202066465883,0.0081171220676548,0.4526348103797067,-0.0010105036423484,-0.0121260437081808,0.0002767282452156,0.0033207389425873,-0.018634692035652,-0.0056173953807096,-0.594809424233124,0.162889633750562,-0.9140731063842252,-0.2755457420820224,0.0002606013780616,-0.0005332156058749,-0.0063985872704993,0.251429997241972,monthly_segmented_wls_hac,6,0.0003722876829452,0.6466211576852954
arxiv_ai_abstracts,coordination_count,syntax,2022-11-30,136,95,41,5.118382104650896,6.230118626188397,0.3801478602663762,0.0135372679304915,0.1624472151658982,-0.1761117456680979,0.107901211444029,-0.3875981200983948,0.035374628762199,0.1026463617432204,0.0182060880343776,0.2184730564125318,0.0034936960782115,0.0419243529385387,0.1363013246529958,0.3006447881720678,0.5747054744946978,0.1102843322836583,0.3585481832187274,0.7908627657706682,1.8769861969863054e-07,0.0317433559648691,0.38092027157843,0.9389150026434692,monthly_segmented_wls_hac,6,3.128310328310509e-07,0.1026463617432204
