feature,diff,p_value,cohens_d,slope,slope_p,change_point,its_pre_slope,its_pre_slope_p,its_level_shift,its_level_shift_p,its_slope_change,its_slope_change_p,its_post_slope,its_r_squared,p_adj
dale_chall,4.640629287612938,0.00471011044544903,4.376226447223652,0.1693017407721817,0.0006353207422670071,2019,0.1178111981598218,0.06431172691757214,-0.017430080188948753,0.9595057437293506,0.25270117528052455,0.11627764068919055,0.3705123734403464,0.8649048363368119,0.39564927741771855
certainty_ratio,-100.0,0.01351882701482283,-1.2390783611607807,-0.0002271161960755549,0.13570616484626258,2025,-9.40676521361923e-05,0.7477568742041765,-0.0009106514385130431,0.6246494673976088,-0.00010685659942097096,0.8897670688240369,-0.00020092425155716326,0.296065147946188,1.0
marker_adjectives_total_per_1k_words,-100.0,0.025999603983701318,-1.063557438774891,-0.014676997510595225,0.832775663009094,2025,0.122985222609305,0.34942132489057975,-0.5236637795974963,0.5200273961995183,-0.34974259222381776,0.31729457272366446,-0.22675736961451276,0.26673594431880576,1.0
causal_markers_total_per_1k_words,-99.99999999999999,0.02954034564778332,-1.0300505237746047,-0.051365934695647944,0.5564392061514649,2025,0.182578341383305,0.2113261542296776,-1.6105281802305793,0.09889119146048908,-0.18257834138330514,0.6159437039548692,-1.3877787807814457e-16,0.47224626845579265,1.0
list_of_three,21.98405615139093,0.03251354875802029,1.0050132667881937,0.056310983989555426,0.15370838169455958,2025,0.11629109977324262,0.11517771680589628,-0.624659863945578,0.16889706904800117,0.07418509070294783,0.6726406151591822,0.19047619047619047,0.4581857403180274,1.0
causal_marker_thus_per_1k_words,-100.0,0.03826849584397046,-0.9626913873039363,-0.040487196499877295,0.57658223568645,2025,0.14234535425599323,0.25618483533783976,-1.2592641737879449,0.12973861777862927,-0.14234535425599323,0.6520531166738182,0.0,0.4202289168456893,1.0
em_dash_per_1k_words,-100.0,0.04421845666189357,-0.9253640265878662,-0.032988651254450635,0.6033793955589593,2025,0.011107906271289488,0.9306747307328518,0.05246763321279775,0.9481883263956434,-0.23786527588580228,0.4905162105797618,-0.2267573696145128,0.11645822797628902,1.0
hedge_ratio,-99.99999999999999,0.04692934280585217,-0.91004110272494,-0.00025497102752543944,0.24467462638181062,2025,-0.00026021616252870037,0.5619827848329713,0.00043391776801496074,0.8767814083907464,-0.00022322594527889045,0.8488627613309363,-0.0004834421078075908,0.1720079721365586,1.0
summary_markers_total_per_1k_words,-100.0,0.05051335316368446,-0.891119560914261,-0.09947146847741829,0.13552085077195725,2025,-0.07549884438474372,0.5640337899907353,-0.3298971264378669,0.6879586082181506,0.07549884438474358,0.8252273391626577,-1.3877787807814457e-16,0.2796669236062679,1.0
summary_marker_overall_per_1k_words,-100.0,0.05440192593001596,-0.8720814108897793,-0.03880610979881455,0.3641497806646793,2025,0.02404105647966056,0.768301212240218,-0.476417272958014,0.37139776494656074,-0.02404105647966063,0.9110473367310479,-6.938893903907228e-17,0.23838880325118328,1.0
sequential_markers_total_per_1k_words,-100.0,0.054860808445517655,-0.8699267153651512,0.03474082907168521,0.6816916813695333,2025,0.13454281065475604,0.3573983249461756,0.37197351689324926,0.6782972653437773,-0.683051351402048,0.10434462089710927,-0.5485085407472919,0.39251222900455807,1.0
adjective_potential_per_1k_words,-100.0,0.08295460428658119,-0.7640303383925772,0.00026119697988393853,0.9957577773188971,2025,0.03876864816278269,0.6852529738039852,0.1469840588513518,0.8071498012833731,-0.26552601777729523,0.3128127303085133,-0.22675736961451254,0.16826562297160497,1.0
adjective_comprehensive_per_1k_words,-100.0,0.08831332102745006,-0.7479875277710605,-0.011018024898599583,0.6230519709087348,2025,0.03191924338020454,0.45220482347940294,-0.2983737873847762,0.2797449200789466,-0.03191924338020461,0.7715503036502116,-6.938893903907228e-17,0.25295144379990453,1.0
word_finding_per_1k_words,-100.0,0.10090857190239406,-0.713757916238029,-0.03746082372056568,0.30853135833367,2025,-0.013342351716311526,0.8567531849652439,-0.22232650953864197,0.637239925212788,0.013342351716311384,0.9455381203157582,-1.4224732503009818e-16,0.16346751611479704,1.0
adjective_crucial_per_1k_words,-100.0,0.10197427612983366,-0.7110560643060821,-0.0069390010625939,0.7086449221087808,2025,0.030949879951980758,0.3769819121706015,-0.2584209784542748,0.254695591061574,-0.030949879951980768,0.7308043001650939,-1.0408340855860843e-17,0.26837619459467443,1.0
verb_enhance_per_1k_words,-100.0,0.12013218503690243,-0.6687906786727422,0.0006950194239425195,0.9875065003357213,2025,0.12343005332505727,0.11403107511763078,-0.7965614363653473,0.10822472536140748,-0.12343005332505722,0.5109245657620349,5.551115123125783e-17,0.4525315722483517,1.0
sequential_marker_moreover_per_1k_words,-100.0,0.13818123382166106,-0.6324531129241484,0.005291292021478732,0.9153998866797429,2025,0.04616475636994706,0.6398624119808645,0.0951996829975788,0.8776898622245373,-0.24708900792711,0.3575554381647823,-0.20092425155716293,0.1440294825115842,1.0
coordination_per_sentence_std,12.19083990899849,0.14451769038032367,1.3100099889990706,0.02430850584256641,0.16819022592806473,2025,0.04738004147590804,0.16554378731052255,-0.23562293596115008,0.26087900933020225,0.02587586684918938,0.7556248484771144,0.07325590832509742,0.3817923546780355,1.0
contrast_marker_however_per_1k_words,67.90611304852044,0.15320892848742407,4.742478261183304,0.6702476709317108,0.011314443598533529,2019,0.27264051678915835,0.2735588110043903,-0.8444455135988981,0.5766363977241349,2.3569740201571197,0.007647137767684331,2.629614536946278,0.8814092908094324,1.0
