paperId,year,publicationDate,word_count,nonpunct_dependency_count,det_pobj_count,det_non_pobj_count,det_total_count,prep_count,pobj_count,amod_count,compound_count,prepositional_modifier_count,prenominal_modifier_count,det_pobj_per_1k_words,det_non_pobj_per_1k_words,det_total_per_1k_words,prepositional_modifier_per_1k_words,prenominal_modifier_per_1k_words,det_pobj_share_of_det,prepositional_modifier_role_prop,prenominal_modifier_role_prop,prenominal_to_prepositional_ratio
1602.08776v3,2016,2016-02-28,8.0,8,0,0,0,2,2,2,1,4,3,0.0,0.0,0.0,500.0,375.0,0.0,0.5,0.375,0.75
1603.08952v1,2016,2016-03-29,6.0,6,0,0,0,1,2,0,0,3,0,0.0,0.0,0.0,500.0,0.0,0.0,0.5,0.0,0.0
1603.07152v1,2016,2016-03-23,12.0,12,1,1,2,4,4,1,0,8,1,83.33333333333333,83.33333333333333,166.66666666666666,666.6666666666666,83.33333333333333,0.5,0.6666666666666666,0.08333333333333333,0.125
1605.05348v1,2016,2016-04-30,10.0,10,0,0,0,1,1,4,2,2,6,0.0,0.0,0.0,200.0,600.0,0.0,0.2,0.6,3.0
1604.08890v1,2016,2016-04-28,7.0,7,0,0,0,0,0,2,0,0,2,0.0,0.0,0.0,0.0,285.7142857142857,0.0,0.0,0.2857142857142857,
1605.09710v1,2016,2016-05-31,12.0,12,0,0,0,3,3,1,0,6,1,0.0,0.0,0.0,500.0,83.33333333333333,0.0,0.5,0.08333333333333333,0.16666666666666666
1605.09489v1,2016,2016-05-31,15.0,15,2,0,2,4,4,1,2,8,3,133.33333333333334,0.0,133.33333333333334,533.3333333333334,200.0,1.0,0.5333333333333333,0.2,0.375
1606.08874v2,2016,2016-06-28,8.0,8,0,0,0,1,1,2,1,2,3,0.0,0.0,0.0,250.0,375.0,0.0,0.25,0.375,1.5
1606.08629v2,2016,2016-06-28,8.0,8,0,0,0,1,1,2,1,2,3,0.0,0.0,0.0,250.0,375.0,0.0,0.25,0.375,1.5
1607.08886v3,2016,2016-07-29,9.0,9,0,0,0,1,1,2,1,2,3,0.0,0.0,0.0,222.2222222222222,333.3333333333333,0.0,0.2222222222222222,0.3333333333333333,1.5
1608.08097v3,2016,2016-07-28,7.0,7,0,0,0,1,1,2,0,2,2,0.0,0.0,0.0,285.7142857142857,285.7142857142857,0.0,0.2857142857142857,0.2857142857142857,1.0
1608.08341v1,2016,2016-08-30,6.0,6,0,0,0,1,1,0,0,2,0,0.0,0.0,0.0,333.3333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
1608.07967v2,2016,2016-08-29,11.0,11,1,0,1,2,2,1,2,4,3,90.9090909090909,0.0,90.9090909090909,363.6363636363636,272.7272727272727,1.0,0.36363636363636365,0.2727272727272727,0.75
1609.09833v1,2016,2016-09-30,18.0,19,1,2,3,2,2,3,6,4,9,55.55555555555555,111.1111111111111,166.66666666666666,222.2222222222222,500.0,0.3333333333333333,0.21052631578947367,0.47368421052631576,2.25
1611.04573v1,2016,2016-09-29,13.0,13,0,1,1,2,2,1,3,4,4,0.0,76.92307692307693,76.92307692307693,307.69230769230774,307.69230769230774,0.0,0.3076923076923077,0.3076923076923077,1.0
1611.00610v1,2016,2016-10-31,5.0,5,0,0,0,1,1,2,0,2,2,0.0,0.0,0.0,400.0,400.0,0.0,0.4,0.4,1.0
1610.09696v1,2016,2016-10-30,14.0,15,2,1,3,2,2,2,3,4,5,142.85714285714286,71.42857142857143,214.28571428571428,285.7142857142857,357.14285714285717,0.6666666666666666,0.26666666666666666,0.3333333333333333,1.25
1611.10078v2,2016,2016-11-30,9.0,9,0,1,1,1,1,1,1,2,2,0.0,111.1111111111111,111.1111111111111,222.2222222222222,222.2222222222222,0.0,0.2222222222222222,0.2222222222222222,1.0
1611.10042v1,2016,2016-11-30,9.0,9,0,0,0,2,2,3,1,4,4,0.0,0.0,0.0,444.4444444444444,444.4444444444444,0.0,0.4444444444444444,0.4444444444444444,1.0
1612.09379v5,2016,2016-12-30,16.0,16,0,0,0,2,2,1,3,4,4,0.0,0.0,0.0,250.0,250.0,0.0,0.25,0.25,1.0
1612.09378v2,2016,2016-12-30,12.0,13,0,1,1,1,1,1,3,2,4,0.0,83.33333333333333,83.33333333333333,166.66666666666666,333.3333333333333,0.0,0.15384615384615385,0.3076923076923077,2.0
