year,paper_count,word_count,nonpunct_dependency_count,det_pobj_count,det_non_pobj_count,det_total_count,prep_count,pobj_count,amod_count,compound_count,prepositional_modifier_count,prenominal_modifier_count,det_pobj_per_1k_words,det_non_pobj_per_1k_words,det_total_per_1k_words,prepositional_modifier_per_1k_words,prenominal_modifier_per_1k_words,det_pobj_share_of_det,prepositional_modifier_role_prop,prenominal_modifier_role_prop,prenominal_to_prepositional_ratio
2015,24,279.0,287,8,5,13,37,38,49,51,75,100,28.67383512544803,17.921146953405017,46.59498207885305,268.81720430107526,358.42293906810033,0.6153846153846154,0.2613240418118467,0.34843205574912894,1.3333333333333333
2016,24,259.0,264,8,9,17,42,43,46,39,85,85,30.88803088803089,34.74903474903475,65.63706563706563,328.1853281853282,328.1853281853282,0.47058823529411764,0.32196969696969696,0.32196969696969696,1.0
