feature,human_mean,human_std,ai_mean,ai_std,diff_ai_minus_human,ratio_ai_over_human,cohens_d
causal_marker_thus,0.039410119501652685,0.22033650826907117,0.0002542588354945334,0.015945495774497994,-0.03915586066615815,0.006451612903225806,-0.250663456044282
contrast_markers_total,0.03559623696923468,0.19204455364846842,0.0,0.0,-0.03559623696923468,0.0,-0.2621302199670046
contrast_marker_however,0.03051106025934401,0.17639047418074685,0.0,0.0,-0.03051106025934401,0.0,-0.24462293341834457
word_within,0.04322400203407068,0.23473319828685843,0.07220950928044749,0.3513860432845131,0.02898550724637681,1.6705882352941177,0.09700395315767996
emphasis_markers_total_per_1k_words,0.07564308214836958,1.0073201210727543,0.10224618483425776,0.7336636618451587,0.026603102685888183,1.3516924737903688,0.030190317882074467
dependency_entropy_normalized,0.8981319223956009,0.032763790416277895,0.8817731117254183,0.02998173513992268,-0.016358810670182633,0.9817857374153359,-0.5209217433019098
dependency_entropy,2.8800233372800688,0.20061337649814773,2.896173058155244,0.1274555997167974,0.016149720875175078,1.0056074965317563,0.09609298991609902
summary_marker_in_summary,0.0015255530129672007,0.055222767859015615,0.017289600813628275,0.1303648405212016,0.015764047800661075,11.333333333333334,0.1574652154517684
sequential_markers_total,0.03483346046275108,0.2176283755546183,0.019832189168573607,0.14304234059061222,-0.01500127129417747,0.5693430656934306,-0.08146177284828929
marker_verbs_total,0.0012712941774726673,0.035637071955146316,0.015001271294177472,0.12967104184432138,0.013729977116704805,11.799999999999999,0.14438783278448286
verb_align,0.0007627765064836003,0.027611383929507828,0.012458682939232139,0.11975467095125494,0.011695906432748539,16.333333333333332,0.13458884944984556
causal_marker_hence,0.010170353419781338,0.11001847836010838,0.0,0.0,-0.010170353419781338,0.0,-0.13073305461746423
word_particularly,0.011695906432748537,0.12502490932287727,0.02135774218154081,0.15146449350143293,0.009661835748792272,1.8260869565217392,0.06957200371797972
emphasis_marker_particularly,0.011695906432748537,0.12502490932287727,0.02135774218154081,0.15146449350143293,0.009661835748792272,1.8260869565217392,0.06957200371797972
sequential_marker_further,0.029239766081871343,0.20400206630599893,0.019832189168573607,0.14304234059061222,-0.009407576913297737,0.6782608695652174,-0.053397887643859346
adjective_comprehensive,0.0038138825324180014,0.06940891218749436,0.012967200610221205,0.11755680080836123,0.009153318077803204,3.4,0.09482071737836326
emphasis_markers_total,0.013729977116704805,0.13271806489573623,0.02135774218154081,0.15146449350143293,0.0076277650648360045,1.5555555555555558,0.053565727904478694
word_finding,0.013221459445715738,0.11860549955257414,0.02008644800406814,0.16832999565844461,0.006864988558352403,1.5192307692307694,0.04714768294897517
hedge_ratio,0.0054648983781665356,0.008667276992184787,0.01157587432568126,0.010390290870649094,0.006110975947514724,2.1182231625622556,0.6387123537558733
certainty_count,0.03508771929824561,0.21700231277091325,0.03915586066615815,0.20913156519494616,0.004068141367912538,1.1159420289855073,0.019089998901035757
word_insight,0.001779811848461734,0.057472053709115276,0.004830917874396135,0.07292084603504372,0.003051106025934401,2.714285714285714,0.046473609374937344
sequential_marker_subsequently,0.0027968471904398677,0.052817933988274446,0.0,0.0,-0.0027968471904398677,0.0,-0.07488629202125231
contrast_marker_alternatively,0.0025425883549453345,0.05036634387397573,0.0,0.0,-0.0025425883549453345,0.0,-0.07139217696826945
word_across,0.02008644800406814,0.18141888112656945,0.021866259852529876,0.15471522559429107,0.001779811848461734,1.0886075949367089,0.01055663099202164
emphasis_marker_importantly,0.0012712941774726673,0.035637071955146316,0.0,0.0,-0.0012712941774726673,0.0,-0.05044975271286742
adjective_crucial,0.002288329519450801,0.05284241393674685,0.0010170353419781336,0.03187882328468695,-0.0012712941774726673,0.4444444444444444,-0.029132617696868028
verb_exhibit,0.0,0.0,0.0012712941774726673,0.035637071955146316,0.0012712941774726673,,0.05044975271286742
summary_marker_ultimately,0.007627765064836003,0.08701440908035278,0.006356470887363336,0.07948378758760555,-0.0012712941774726668,0.8333333333333334,-0.015255370321847725
causal_marker_accordingly,0.0015255530129672007,0.039033486816611875,0.0005085176709890668,0.022547468660482215,-0.0010170353419781339,0.33333333333333326,-0.03190722519298395
causal_marker_thereby,0.0012712941774726673,0.035637071955146316,0.0002542588354945334,0.015945495774497994,-0.0010170353419781339,0.19999999999999996,-0.03684016395433925
contrast_marker_conversely,0.0010170353419781336,0.03187882328468695,0.0,0.0,-0.0010170353419781336,0.0,-0.04511788785908945
word_additionally,0.0010170353419781336,0.03187882328468695,0.0,0.0,-0.0010170353419781336,0.0,-0.04511788785908945
sequential_marker_additionally,0.0010170353419781336,0.03187882328468695,0.0,0.0,-0.0010170353419781336,0.0,-0.04511788785908945
sequential_marker_moreover,0.0010170353419781336,0.03187882328468695,0.0,0.0,-0.0010170353419781336,0.0,-0.04511788785908945
contrast_marker_nevertheless,0.0010170353419781336,0.03187882328468695,0.0,0.0,-0.0010170353419781336,0.0,-0.04511788785908945
sequential_marker_furthermore,0.0007627765064836003,0.027611383929507828,0.0,0.0,-0.0007627765064836003,0.0,-0.03906826558504578
verb_enhance,0.0002542588354945334,0.015945495774497994,0.0010170353419781336,0.03187882328468695,0.0007627765064836002,4.0,0.030263688571232322
contrast_marker_nonetheless,0.0005085176709890668,0.022547468660482215,0.0,0.0,-0.0005085176709890668,0.0,-0.03189504763696775
emphasis_marker_remarkably,0.0005085176709890668,0.02254746866048221,0.0,0.0,-0.0005085176709890668,0.0,-0.03189504763696775
causal_marker_consequently,0.0005085176709890668,0.02254746866048221,0.0,0.0,-0.0005085176709890668,0.0,-0.03189504763696775
summary_marker_collectively,0.0002542588354945334,0.015945495774497997,0.0,0.0,-0.0002542588354945334,0.0,-0.02255033638305794
emphasis_marker_notably,0.0002542588354945334,0.015945495774497994,0.0,0.0,-0.0002542588354945334,0.0,-0.022550336383057944
verb_foster,0.0002542588354945334,0.015945495774497994,0.0,0.0,-0.0002542588354945334,0.0,-0.022550336383057944
verb_delve,0.0,0.0,0.0002542588354945334,0.015945495774497994,0.0002542588354945334,,0.022550336383057944
word_meticulously,0.0002542588354945334,0.015945495774497994,0.0,0.0,-0.0002542588354945334,0.0,-0.022550336383057944
word_notably,0.0002542588354945334,0.015945495774497994,0.0,0.0,-0.0002542588354945334,0.0,-0.022550336383057944
word_interplay,0.0,0.0,0.0002542588354945334,0.015945495774497994,0.0002542588354945334,,0.022550336383057944
word_realm,0.0002542588354945334,0.015945495774497994,0.0,0.0,-0.0002542588354945334,0.0,-0.022550336383057944
certainty_ratio,0.00021974635963411987,0.001683555569142588,0.0002072010541082333,0.0011456651012625605,-1.2545305525886555e-05,0.9429100643725128,-0.008712324572001705
verb_garner,0.0,0.0,0.0,0.0,0.0,,0.0
verb_underscore,0.0,0.0,0.0,0.0,0.0,,0.0
verb_showcase,0.0,0.0,0.0,0.0,0.0,,0.0
phrase_essential_insight,0.0,0.0,0.0,0.0,0.0,,0.0
marker_phrases_total_per_1k_words,0.0,0.0,0.0,0.0,0.0,,0.0
phrase_deep_dive,0.0,0.0,0.0,0.0,0.0,,0.0
phrase_intricate_interplay,0.0,0.0,0.0,0.0,0.0,,0.0
adjective_intricate,0.0,0.0,0.0,0.0,0.0,,0.0
adjective_pivotal,0.0,0.0,0.0,0.0,0.0,,0.0
marker_phrases_total,0.0,0.0,0.0,0.0,0.0,,0.0
phrase_meticulously_delve,0.0,0.0,0.0,0.0,0.0,,0.0
phrase_intricate_web,0.0,0.0,0.0,0.0,0.0,,0.0
phrase_comprehensive_chapter,0.0,0.0,0.0,0.0,0.0,,0.0
emphasis_marker_crucially,0.0,0.0,0.0,0.0,0.0,,0.0
summary_marker_taken_together,0.0,0.0,0.0,0.0,0.0,,0.0
