model_spec,outcome,feature,family,standardized_coefficient,bootstrap_ci_low,bootstrap_ci_high,bootstrap_selection_frequency,grouped_permutation_mse_increase,alpha,l1_ratio,grouped_cv_r2,n_documents
beyond_formula,readability_composite,dep_bigram__prep->pobj,dependency bigram,0.019235445139571903,0.016598615084170782,0.021312901429176,1.0,0.0005458690251560595,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__pobj->amod,dependency bigram,0.1251313097256688,0.12317101496819115,0.127262796894831,1.0,0.031395941103263464,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__dobj->amod,dependency bigram,0.10263790760318979,0.10130136810355247,0.10422913531104049,1.0,0.021258048773395283,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__pobj->det,dependency bigram,0.01300506667408985,0.01085961125583474,0.01526722509868902,1.0,0.00013502969200645978,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__ROOT->nsubj,dependency bigram,-0.04690501095814793,-0.06553400044868359,-0.028384594079737563,1.0,0.004298772073800493,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__pobj->compound,dependency bigram,0.054601439459133275,0.0531314204414309,0.056197536741316494,1.0,0.006053413672526842,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__dobj->det,dependency bigram,-0.006870780998740645,-0.008131134640011459,-0.005882176894066469,1.0,0.00013208770961677384,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__dobj->prep,dependency bigram,0.0034132146371376746,0.001464448813664884,0.0045089202092557235,1.0,3.3132117882649355e-05,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__pobj->prep,dependency bigram,0.00559024698445857,0.003488386501396586,0.007519766292566532,1.0,3.730677822889823e-08,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__ROOT->dobj,dependency bigram,-0.0041664232050176745,-0.007098815227869791,-0.0014560365504218272,1.0,1.0376819441312298e-05,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__ROOT->prep,dependency bigram,-0.03754627715213281,-0.0405347851733103,-0.035526736424470275,1.0,0.002928030259437867,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__dobj->compound,dependency bigram,0.0369748409890495,0.03537865132903904,0.0384021533985137,1.0,0.0030213192496517335,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__nsubj->amod,dependency bigram,0.04849072252307288,0.047271010188762966,0.0502160239819804,1.0,0.004877771557162087,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__nsubj->det,dependency bigram,-0.0018425368444451257,-0.0031303863077774717,-0.000543766038262617,1.0,1.225917159371037e-05,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__ROOT->advmod,dependency bigram,0.015112816730461246,0.013719031294216616,0.01626266259295194,1.0,0.00045859177823376676,0.0006352966654760221,1.0,0.7620639624728153,638937
