model_spec,outcome,feature,family,standardized_coefficient,bootstrap_ci_low,bootstrap_ci_high,bootstrap_selection_frequency,grouped_permutation_mse_increase,alpha,l1_ratio,grouped_cv_r2,n_documents
beyond_formula,readability_composite,dep_bigram__advcl->dobj,dependency bigram,0.04018389820898285,0.03780081028505298,0.041759001922373314,1.0,0.0034058035765119417,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__ROOT->advcl,dependency bigram,0.02875701334444925,0.026887360326734177,0.03024514568847705,1.0,0.0018745013481899031,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__compound->amod,dependency bigram,0.06994016105084097,0.0685463295037728,0.07112312963805889,1.0,0.009931107967777202,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__compound->compound,dependency bigram,0.04233217510187847,0.041454587273170994,0.04366264329863228,1.0,0.0036877017411381654,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__pobj->conj,dependency bigram,0.04059092215966772,0.037877579815187676,0.04340424523817289,1.0,0.00344776315276526,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__prep->pcomp,dependency bigram,0.04290446799645173,0.040482031532859813,0.04512876641721995,1.0,0.003673454716656013,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__conj->amod,dependency bigram,0.060677150879561395,0.0590152238978744,0.06168681311638069,1.0,0.007623742164148762,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__relcl->nsubj,dependency bigram,0.046494046708853425,0.044491406309030715,0.04869854374839093,1.0,0.004273785414072357,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__pobj->cc,dependency bigram,-0.009090364832304207,-0.011888042523889543,-0.0072206594652553845,1.0,0.0001522508000864886,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__conj->prep,dependency bigram,-0.010872709269934179,-0.01233271489432902,-0.00938115443729526,1.0,0.0002207814424806942,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__pcomp->dobj,dependency bigram,0.022862919325877352,0.020908632044250267,0.025301471164250532,1.0,0.0010541657951878825,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__conj->dobj,dependency bigram,0.04171922250818184,0.04013089773180192,0.04349180751692252,1.0,0.0036031003251882376,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__nsubj->compound,dependency bigram,0.018021949269432534,0.01657692458736549,0.019083285832947088,1.0,0.0007548039145419817,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__ccomp->nsubj,dependency bigram,0.001625894334991907,7.54573844563893e-06,0.0034430522905981656,0.96,-8.222869520901899e-06,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__ROOT->conj,dependency bigram,-0.021055669193467814,-0.02448389430243741,-0.018155607959904296,1.0,0.0009142383189543281,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__conj->compound,dependency bigram,0.03268030098896184,0.0314871073419113,0.0340696701488041,1.0,0.0023076759636548026,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__amod->npadvmod,dependency bigram,0.08518703828374417,0.08426581700998152,0.0862316058164723,1.0,0.014887663649300928,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__xcomp->aux,dependency bigram,0.01097989827903221,0.009564650267439797,0.01243354517863447,1.0,0.00020326731073713966,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__ROOT->ccomp,dependency bigram,0.005563838023367996,0.003817901951596348,0.0076755585034949695,1.0,5.488841873944606e-05,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__nsubj->prep,dependency bigram,-0.0011128666368637177,-0.0022624024927571824,-0.00025547650473924197,0.98,9.70075626700928e-06,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__xcomp->dobj,dependency bigram,0.009174196905107639,0.007772140092652798,0.010666193848221504,1.0,0.00013935587217488998,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__ROOT->auxpass,dependency bigram,-0.015226307174882407,-0.02874511591196051,-0.0021511999171003647,0.98,0.0005900170042326024,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__ROOT->nsubjpass,dependency bigram,-0.0,0.0,0.0,0.02,0.0,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__amod->advmod,dependency bigram,0.018487234997435806,0.017252402725589623,0.019450490030010502,1.0,0.0007077710216543444,0.0006352966654760221,1.0,0.7620639624728153,638937
beyond_formula,readability_composite,dep_bigram__ROOT->cc,dependency bigram,0.0257234305933867,0.02366036617608905,0.02921922829969532,1.0,0.0013133635631429363,0.0006352966654760221,1.0,0.7620639624728153,638937
