model_spec,outcome,feature,family,standardized_coefficient,bootstrap_ci_low,bootstrap_ci_high,bootstrap_selection_frequency,grouped_permutation_mse_increase,alpha,l1_ratio,grouped_cv_r2,n_documents,mean_standardized_its_change,mean_abs_standardized_its_change,its_valid_corpora,its_positive_share,alignment_score,abs_alignment_score,complexity_aligned
total_association,fkgl_complexity,dep_bigram__ROOT->prep,dependency bigram,-0.03938517255135447,-0.042264487552992475,-0.033072177644597606,1.0,0.0033407596768370035,0.007283626068607816,0.1,0.5091369311810263,638937,-0.9209995528391246,1.0090162357001597,4,0.25,0.036273726308289234,0.036273726308289234,True
total_association,readability_composite,dependency_length,syntax,0.03452600857647507,0.0143091735315885,0.0473860629952143,1.0,0.002813581305542083,0.010910352217419357,0.1,0.5454019506465443,638937,1.0429400914501046,1.142184108881759,4,0.75,0.03600855854215601,0.03600855854215601,True
total_association,ari_complexity,dep_bigram__conj->amod,dependency bigram,0.016396450783850155,0.014060102061356185,0.018714280763146518,1.0,0.0007458263191213632,0.011993918904249846,0.1,0.5601689097439704,638937,2.1809627427957503,2.1809627427957503,4,1.0,0.03576004827366137,0.03576004827366137,True
total_association,readability_composite,dep_bigram__ROOT->prep,dependency bigram,-0.038742134000846515,-0.041296654069280354,-0.03389759567000693,1.0,0.003287668990644754,0.010910352217419357,0.1,0.5454019506465443,638937,-0.9209995528391246,1.0090162357001597,4,0.25,0.035681488090813084,0.035681488090813084,True
beyond_formula,readability_composite,dep_bigram__dobj->amod,dependency bigram,-0.015187382719404256,-0.01792660448598982,-0.013283579055598998,1.0,0.0003657174717623268,0.0012705933309520442,0.5,0.801219416701403,638937,2.3258964990016295,2.3258964990016295,4,1.0,-0.035324280296060204,0.035324280296060204,False
total_association,readability_composite,dependency_entropy,syntax,-0.06740011995622522,-0.07427421092250562,-0.05742077688040934,1.0,0.008708217648419558,0.010910352217419357,0.1,0.5454019506465443,638937,-0.5193299158411733,0.5193299158411733,4,0.0,0.03500289862455143,0.03500289862455143,True
total_association,ari_complexity,dep_role__pobj,dependency role,-0.017517661648509736,-0.024251107393302548,-0.008915310534574014,1.0,0.0010699345791800963,0.011993918904249846,0.1,0.5601689097439704,638937,-1.914696148546553,1.914696148546553,4,0.0,0.03354099928994325,0.03354099928994325,True
total_association,ari_complexity,dep_bigram__advcl->dobj,dependency bigram,0.016120278796861044,0.012334072531147787,0.01908581055847819,1.0,0.0007345094922135752,0.011993918904249846,0.1,0.5601689097439704,638937,2.0767992448877823,2.0767992448877823,4,1.0,0.033478582832701546,0.033478582832701546,True
total_association,readability_composite,dep_role__expl,dependency role,-0.02200935410686613,-0.024677804628425774,-0.017288024809277137,1.0,0.0011578362724531544,0.010910352217419357,0.1,0.5454019506465443,638937,-1.5090933744977075,1.5090933744977075,4,0.0,0.03321417045964559,0.03321417045964559,True
total_association,readability_composite,dep_bigram__ROOT->auxpass,dependency bigram,-0.052390302977024905,-0.0652387517427862,-0.023796653558777473,1.0,0.00616349173118893,0.010910352217419357,0.1,0.5454019506465443,638937,-0.6124983284211682,0.6124983284211682,4,0.0,0.03208897299890631,0.03208897299890631,True
total_association,readability_composite,clause_depth_std,syntax,-0.019554392740991168,-0.022579846723422874,-0.014619683740350125,1.0,0.0009327103433839247,0.010910352217419357,0.1,0.5454019506465443,638937,-1.594829503027183,1.594829503027183,4,0.0,0.0311859224571133,0.0311859224571133,True
total_association,ari_complexity,dep_bigram__pobj->prep,dependency bigram,0.017360980820634257,0.01359771025665131,0.01929110175261245,1.0,0.00026309255316201216,0.011993918904249846,0.1,0.5601689097439704,638937,-1.7858361179987963,1.7858361179987963,4,0.0,-0.031003866593373036,0.031003866593373036,False
total_association,ari_complexity,dep_bigram__xcomp->aux,dependency bigram,-0.016592745436018016,-0.019115380874082686,-0.014550088934712983,1.0,0.0008332999707449962,0.011993918904249846,0.1,0.5601689097439704,638937,-1.8618006941079164,1.8618006941079164,4,0.0,0.030892384969934305,0.030892384969934305,True
total_association,fkgl_complexity,dep_role__expl,dependency role,-0.019946045629266572,-0.023612085127764363,-0.01331381343101136,1.0,0.0009412162905999599,0.007283626068607816,0.1,0.5091369311810263,638937,-1.5090933744977075,1.5090933744977075,4,0.0,0.030100445306555142,0.030100445306555142,True
beyond_formula,readability_composite,dep_role__aux,dependency role,-0.015879110380204297,-0.017371342223961226,-0.013847584646392852,1.0,0.0006307618504618251,0.0012705933309520442,0.5,0.801219416701403,638937,-1.8514812779425258,1.851481277942526,4,0.0,0.02939987557933108,0.02939987557933108,True
total_association,fkgl_complexity,dep_bigram__dobj->prep,dependency bigram,0.04277956487294679,0.03997251729634041,0.04615508371633952,1.0,0.0035806174550884044,0.007283626068607816,0.1,0.5091369311810263,638937,-0.6858726236700556,0.7763949851436027,4,0.25,-0.029341332398871364,0.029341332398871364,False
total_association,readability_composite,dep_bigram__nsubj->compound,dependency bigram,0.023562291071958466,0.021396253764909334,0.025536904682987662,1.0,0.001423582897856013,0.010910352217419357,0.1,0.5454019506465443,638937,1.2055872844504365,1.2055872844504363,4,1.0,0.028406398508873172,0.028406398508873172,True
total_association,readability_composite,sentence_depth_std,syntax,-0.017720447686691395,-0.020172674344847565,-0.013567204221210096,1.0,0.0007583609590285657,0.010910352217419357,0.1,0.5454019506465443,638937,-1.594829503027183,1.594829503027183,4,0.0,0.028261092777585234,0.028261092777585234,True
total_association,ari_complexity,dep_bigram__nsubj->compound,dependency bigram,0.023045549807033473,0.020469352306076924,0.025319546824634526,1.0,0.0013685632528293756,0.011993918904249846,0.1,0.5601689097439704,638937,1.2055872844504365,1.2055872844504363,4,1.0,0.027783421810528765,0.027783421810528765,True
total_association,fkgl_complexity,dep_bigram__dobj->amod,dependency bigram,0.011930988172514567,0.007955136198838978,0.015676019061602812,1.0,0.00027399663228256483,0.007283626068607816,0.1,0.5091369311810263,638937,2.3258964990016295,2.3258964990016295,4,1.0,0.02775024362008148,0.02775024362008148,True
total_association,fkgl_complexity,dep_role__poss,dependency role,0.02185674444547615,0.019449093717349583,0.023605633064379756,1.0,0.0008435339942233066,0.007283626068607816,0.1,0.5091369311810263,638937,-1.167142073213702,1.167142073213702,4,0.0,-0.025509926025795097,0.025509926025795097,False
beyond_formula,readability_composite,dep_bigram__compound->amod,dependency bigram,0.016659222334045366,0.01543704001848575,0.01815402288604009,1.0,0.0006240114390997774,0.0012705933309520442,0.5,0.801219416701403,638937,1.5185667244501757,1.5185667244501755,4,1.0,0.025298140691698483,0.025298140691698483,True
total_association,fkgl_complexity,dep_role__acl,dependency role,0.060058924305865624,0.05793923424241121,0.06198347094394161,1.0,0.007100608774691585,0.007283626068607816,0.1,0.5091369311810263,638937,-0.4042559707244429,0.40425597072444286,4,0.0,-0.024279178745933546,0.024279178745933546,False
total_association,readability_composite,dep_role__acl,dependency role,0.059258548381844696,0.05762584087552933,0.061256771391321005,1.0,0.006927004729380272,0.010910352217419357,0.1,0.5454019506465443,638937,-0.4042559707244429,0.40425597072444286,4,0.0,-0.023955621999823994,0.023955621999823994,False
total_association,ari_complexity,dep_role__quantmod,dependency role,-0.04331080226253214,-0.04618054277169017,-0.04154194474191955,1.0,0.0037214363258862826,0.011993918904249846,0.1,0.5601689097439704,638937,0.5397613939198445,0.5397613939198443,4,1.0,-0.0233774990010111,0.0233774990010111,False
total_association,fkgl_complexity,dep_bigram__prep->pcomp,dependency bigram,0.033084953386652974,0.03022310213733807,0.03678650752681266,1.0,0.0021067383623601986,0.007283626068607816,0.1,0.5091369311810263,638937,-0.698281893326773,0.7079087535255434,4,0.25,-0.02310262389146007,0.02310262389146007,False
total_association,fkgl_complexity,dep_bigram__nsubj->compound,dependency bigram,0.019122679386961612,0.015893944516602455,0.021632875707653106,1.0,0.0009627201719039304,0.007283626068607816,0.1,0.5091369311810263,638937,1.2055872844504365,1.2055872844504363,4,1.0,0.023054059113543388,0.023054059113543388,True
total_association,ari_complexity,clause_depth_std,syntax,-0.01436163017726172,-0.01828798775727114,-0.007921160833018536,1.0,0.0005218935221497634,0.011993918904249846,0.1,0.5601689097439704,638937,-1.594829503027183,1.594829503027183,4,0.0,0.022904351518262502,0.022904351518262502,True
total_association,fkgl_complexity,dep_bigram__advcl->dobj,dependency bigram,0.010866130021026632,0.008200524841578788,0.014259455583879655,1.0,0.0004044036309899779,0.007283626068607816,0.1,0.5091369311810263,638937,2.0767992448877823,2.0767992448877823,4,1.0,0.02256677062252057,0.02256677062252057,True
total_association,readability_composite,dep_bigram__dobj->prep,dependency bigram,0.032580279278409896,0.030105910752654286,0.035490347464783994,1.0,0.002114301327779662,0.010910352217419357,0.1,0.5454019506465443,638937,-0.6858726236700556,0.7763949851436027,4,0.25,-0.022345921628586143,0.022345921628586143,False
total_association,ari_complexity,dep_bigram__prep->pcomp,dependency bigram,0.03186329712212931,0.02885982631838645,0.035415529875420126,1.0,0.001932698255320302,0.011993918904249846,0.1,0.5601689097439704,638937,-0.698281893326773,0.7079087535255434,4,0.25,-0.022249563442073975,0.022249563442073975,False
total_association,ari_complexity,dep_bigram__conj->compound,dependency bigram,0.014927154238916667,0.01199884109755742,0.017820918332784368,1.0,0.0006321017902005166,0.011993918904249846,0.1,0.5601689097439704,638937,1.4757966340100945,1.4757966340100945,4,1.0,0.022029443981142732,0.022029443981142732,True
beyond_formula,readability_composite,dep_bigram__prep->pcomp,dependency bigram,0.03125401654774004,0.029448571774204294,0.034132539940581685,1.0,0.0019380649569296637,0.0012705933309520442,0.5,0.801219416701403,638937,-0.698281893326773,0.7079087535255434,4,0.25,-0.021824113849022213,0.021824113849022213,False
total_association,fkgl_complexity,dep_role__quantmod,dependency role,-0.04016409176501766,-0.04303912591709062,-0.038707917115960916,1.0,0.003146786644588846,0.007283626068607816,0.1,0.5091369311810263,638937,0.5397613939198445,0.5397613939198443,4,1.0,-0.02167902615661048,0.02167902615661048,False
beyond_formula,readability_composite,dep_bigram__ROOT->prep,dependency bigram,-0.023421122463930785,-0.025433136055050987,-0.02151809706139259,1.0,0.0011775304710729205,0.0012705933309520442,0.5,0.801219416701403,638937,-0.9209995528391246,1.0090162357001597,4,0.25,0.02157084331627063,0.02157084331627063,True
total_association,readability_composite,dep_role__quantmod,dependency role,-0.03975885910663075,-0.04184471944884439,-0.03825959197685464,1.0,0.003114658889187938,0.010910352217419357,0.1,0.5454019506465443,638937,0.5397613939198445,0.5397613939198443,4,1.0,-0.02146029721205772,0.02146029721205772,False
total_association,ari_complexity,dep_role__expl,dependency role,-0.013894833372009335,-0.017566921045222693,-0.007104483946570369,1.0,0.0005092723839571135,0.011993918904249846,0.1,0.5601689097439704,638937,-1.5090933744977075,1.5090933744977075,4,0.0,0.02096860098144893,0.02096860098144893,True
total_association,ari_complexity,sentence_depth_std,syntax,-0.013103043193326997,-0.01657525552886186,-0.007255071315632128,1.0,0.0004372770767523249,0.011993918904249846,0.1,0.5601689097439704,638937,-1.594829503027183,1.594829503027183,4,0.0,0.020897119864157408,0.020897119864157408,True
beyond_formula,readability_composite,dep_bigram__pobj->det,dependency bigram,-0.011809936340006336,-0.014463085298057439,-0.009187566714211668,1.0,0.00036639851495121056,0.0012705933309520442,0.5,0.801219416701403,638937,-1.7555567799887435,1.7555567799887435,4,0.0,0.02073301381293357,0.02073301381293357,True
total_association,ari_complexity,dep_role__acl,dependency role,0.050765032641757066,0.048768435918730535,0.05252414763132676,1.0,0.0050773979473360065,0.011993918904249846,0.1,0.5601689097439704,638937,-0.4042559707244429,0.40425597072444286,4,0.0,-0.020522067549451534,0.020522067549451534,False
total_association,fkgl_complexity,dep_bigram__nsubj->prep,dependency bigram,0.031359268067275216,0.02823137547172237,0.033147291469720654,1.0,0.0019075691489013667,0.007283626068607816,0.1,0.5091369311810263,638937,-0.64663194641839,0.64663194641839,4,0.0,-0.020277904548598236,0.020277904548598236,False
total_association,readability_composite,dep_bigram__prep->pcomp,dependency bigram,0.02879915584624509,0.02552751214720351,0.03137860936128074,1.0,0.0015730132419359809,0.010910352217419357,0.1,0.5454019506465443,638937,-0.698281893326773,0.7079087535255434,4,0.25,-0.020109929070528828,0.020109929070528828,False
total_association,ari_complexity,dep_bigram__prep->pobj,dependency bigram,-0.010052772725939883,-0.01801916984993403,-0.0,0.88,0.0006803034015360354,0.011993918904249846,0.1,0.5601689097439704,638937,-1.992071564490838,1.9920715644908378,4,0.0,0.020025842691633888,0.020025842691633888,True
beyond_formula,readability_composite,dep_role__poss,dependency role,-0.016608700012505535,-0.018244090061714686,-0.014991653632417406,1.0,0.000584221134248204,0.0012705933309520442,0.5,0.801219416701403,638937,-1.167142073213702,1.167142073213702,4,0.0,0.019384712565980147,0.019384712565980147,True
beyond_formula,readability_composite,coordination_count,syntax,-0.06149701378629267,-0.06782264256691956,-0.05592070553329944,1.0,0.0071955730250974105,0.0012705933309520442,0.5,0.801219416701403,638937,0.31465216477858093,0.6114920242095472,4,0.75,-0.019350168515275226,0.019350168515275226,False
total_association,fkgl_complexity,dep_bigram__conj->compound,dependency bigram,0.01301757523607034,0.009281017804789729,0.016201440386960066,1.0,0.0004907447415580068,0.007283626068607816,0.1,0.5091369311810263,638937,1.4757966340100945,1.4757966340100945,4,1.0,0.01921129371636577,0.01921129371636577,True
total_association,fkgl_complexity,dep_role__ccomp,dependency role,0.049181039924069594,0.04149993362531533,0.05329654444575677,1.0,0.004656630116928617,0.007283626068607816,0.1,0.5091369311810263,638937,0.38125434897129185,0.39681255391003367,4,0.75,0.018750485357982266,0.018750485357982266,True
total_association,readability_composite,dep_bigram__ROOT->advcl,dependency bigram,0.00979237182966352,0.006935156441931314,0.01384709457956405,1.0,0.0003942824995717787,0.010910352217419357,0.1,0.5454019506465443,638937,1.8199572012626128,1.8199572012626126,4,1.0,0.01782169762883727,0.01782169762883727,True
total_association,ari_complexity,dep_bigram__amod->advmod,dependency bigram,0.021711990855720453,0.020350197127195973,0.023915235625306397,1.0,0.001008060163236566,0.011993918904249846,0.1,0.5601689097439704,638937,0.8202656760963918,0.8202656760963918,4,1.0,0.017809600858666213,0.017809600858666213,True
total_association,readability_composite,dep_bigram__nsubj->prep,dependency bigram,0.02722498445571186,0.02474590360594105,0.028976573162188754,1.0,0.0014723004529019201,0.010910352217419357,0.1,0.5454019506465443,638937,-0.64663194641839,0.64663194641839,4,0.0,-0.01760454468980737,0.01760454468980737,False
total_association,readability_composite,dep_bigram__xcomp->dobj,dependency bigram,-0.011339629781386348,-0.013815643048437425,-0.008074426354971237,1.0,0.00039934710286317456,0.010910352217419357,0.1,0.5454019506465443,638937,-1.5413239568960293,1.5413239568960293,4,0.0,0.01747804304438246,0.01747804304438246,True
total_association,fkgl_complexity,coordination_count,syntax,-0.054706778172093413,-0.06076631445415104,-0.05031522762893062,1.0,0.005490420008355421,0.007283626068607816,0.1,0.5091369311810263,638937,0.31465216477858093,0.6114920242095472,4,0.75,-0.01721360617991081,0.01721360617991081,False
total_association,ari_complexity,dependency_length_std,syntax,-0.06658461774160247,-0.07700728511758584,-0.05131533666447743,1.0,0.008916327289841555,0.011993918904249846,0.1,0.5601689097439704,638937,0.25392098554264564,0.4529306366045954,4,0.75,-0.016907231758928026,0.016907231758928026,False
total_association,fkgl_complexity,dep_bigram__xcomp->dobj,dependency bigram,-0.01018233709848411,-0.013485817383507117,-0.006239116161842868,1.0,0.000331835671486298,0.007283626068607816,0.1,0.5091369311810263,638937,-1.5413239568960293,1.5413239568960293,4,0.0,0.015694280107084763,0.015694280107084763,True
total_association,readability_composite,dep_bigram__conj->compound,dependency bigram,0.010603175164133886,0.007863495979971187,0.013399389439049798,1.0,0.00035518411948876066,0.010910352217419357,0.1,0.5454019506465443,638937,1.4757966340100945,1.4757966340100945,4,1.0,0.015648130217048223,0.015648130217048223,True
total_association,fkgl_complexity,dependency_length_std,syntax,-0.06109005969615701,-0.07169288400308575,-0.04599834142916183,1.0,0.007401501214294932,0.007283626068607816,0.1,0.5091369311810263,638937,0.25392098554264564,0.4529306366045954,4,0.75,-0.015512048164907243,0.015512048164907243,False
total_association,ari_complexity,dep_bigram__dobj->prep,dependency bigram,0.021788409856831573,0.01938322740379517,0.024536614151572843,1.0,0.0009518371383196823,0.011993918904249846,0.1,0.5601689097439704,638937,-0.6858726236700556,0.7763949851436027,4,0.25,-0.014944073834103571,0.014944073834103571,False
beyond_formula,readability_composite,dep_bigram__ROOT->auxpass,dependency bigram,-0.02437237343639954,-0.03135508947388401,-0.011639969232361567,1.0,0.0013694741085999462,0.0012705933309520442,0.5,0.801219416701403,638937,-0.6124983284211682,0.6124983284211682,4,0.0,0.014928037989451203,0.014928037989451203,True
total_association,readability_composite,dep_bigram__xcomp->aux,dependency bigram,-0.007976303535251581,-0.01079612864330506,-0.005002524726687753,1.0,0.0002766573698468089,0.010910352217419357,0.1,0.5454019506465443,638937,-1.8618006941079164,1.8618006941079164,4,0.0,0.01485028745834682,0.01485028745834682,True
total_association,ari_complexity,dep_role__nmod,dependency role,0.034747331201571426,0.03206222250740704,0.037746217932565,1.0,0.0027024548526621553,0.011993918904249846,0.1,0.5601689097439704,638937,0.4197351846546281,0.6449747360729794,4,0.75,0.014584677478147103,0.014584677478147103,True
total_association,ari_complexity,dep_bigram__compound->amod,dependency bigram,0.009276018463689936,0.007206105394740021,0.012251394694789848,1.0,0.0002660528469985035,0.011993918904249846,0.1,0.5601689097439704,638937,1.5185667244501757,1.5185667244501755,4,1.0,0.014086252974344977,0.014086252974344977,True
beyond_formula,readability_composite,clause_depth,syntax,0.007989830532497159,0.0044465299536716905,0.011642125144038298,1.0,0.00010949043665090972,0.0012705933309520442,0.5,0.801219416701403,638937,-1.753759384162453,1.753759384162453,4,0.0,-0.014012240274234582,0.014012240274234582,False
total_association,ari_complexity,dep_role__ccomp,dependency role,0.03657052759164766,0.028377307120935058,0.04083715804337209,1.0,0.002522458046573437,0.011993918904249846,0.1,0.5601689097439704,638937,0.38125434897129185,0.39681255391003367,4,0.75,0.013942672688490294,0.013942672688490294,True
beyond_formula,readability_composite,dep_role__quantmod,dependency role,-0.02576812564869494,-0.027256060283992,-0.024600373240323326,1.0,0.0013038742038033314,0.0012705933309520442,0.5,0.801219416701403,638937,0.5397613939198445,0.5397613939198443,4,1.0,-0.013908639418841278,0.013908639418841278,False
total_association,ari_complexity,dep_bigram__ROOT->nsubjpass,dependency bigram,-0.02278562274263216,-0.029434059171468407,-0.01100871873435104,1.0,0.001442139550721464,0.011993918904249846,0.1,0.5601689097439704,638937,-0.608012284012706,0.6080122840127059,4,0.0,0.013853938526399637,0.013853938526399637,True
beyond_formula,readability_composite,dep_bigram__amod->advmod,dependency bigram,0.016695942758822746,0.015802726896678613,0.018078318563342667,1.0,0.000591173457088704,0.0012705933309520442,0.5,0.801219416701403,638937,0.8202656760963918,0.8202656760963918,4,1.0,0.013695108775132397,0.013695108775132397,True
beyond_formula,readability_composite,dep_role__auxpass,dependency role,-0.01754392381109457,-0.019754599945686506,-0.01305289609884129,1.0,0.0007253179835454026,0.0012705933309520442,0.5,0.801219416701403,638937,-0.7698609383418175,0.7698609383418176,4,0.0,0.01350638164740662,0.01350638164740662,True
beyond_formula,readability_composite,dep_bigram__ROOT->advcl,dependency bigram,0.007336000532862575,0.005138986073395763,0.00913813673481152,1.0,0.00018338080915515477,0.0012705933309520442,0.5,0.801219416701403,638937,1.8199572012626128,1.8199572012626126,4,1.0,0.013351206998249609,0.013351206998249609,True
total_association,readability_composite,dep_bigram__amod->advmod,dependency bigram,0.016242608347215286,0.01480476087687513,0.018035619953577015,1.0,0.0005560425397023372,0.010910352217419357,0.1,0.5454019506465443,638937,0.8202656760963918,0.8202656760963918,4,1.0,0.013323254117497444,0.013323254117497444,True
total_association,ari_complexity,dep_bigram__xcomp->dobj,dependency bigram,-0.008617942428122995,-0.01097867314657017,-0.004642490987871209,1.0,0.0002580696329301935,0.011993918904249846,0.1,0.5601689097439704,638937,-1.5413239568960293,1.5413239568960293,4,0.0,0.01328304112361671,0.01328304112361671,True
total_association,readability_composite,coordination_count,syntax,-0.042195332056539726,-0.04617788185186137,-0.03652946208703968,1.0,0.0029604543389207772,0.010910352217419357,0.1,0.5454019506465443,638937,0.31465216477858093,0.6114920242095472,4,0.75,-0.013276852575141277,0.013276852575141277,False
total_association,readability_composite,dep_role__neg,dependency role,-0.015191037946530218,-0.016480091125690637,-0.013378797827753152,1.0,0.0005952278162674562,0.010910352217419357,0.1,0.5454019506465443,638937,-0.863910009709346,0.863910009709346,4,0.0,0.013123689739881964,0.013123689739881964,True
total_association,fkgl_complexity,dep_bigram__ROOT->ccomp,dependency bigram,-0.04468881179399949,-0.050148248499161496,-0.036624887172626935,1.0,0.004096432603355921,0.007283626068607816,0.1,0.5091369311810263,638937,0.2909798576811779,0.33533112430882966,4,0.75,-0.013003544095758917,0.013003544095758917,False
total_association,ari_complexity,dep_bigram__nsubj->prep,dependency bigram,0.019778248883185932,0.017129636090498283,0.02224629707295142,1.0,0.0007831083928626503,0.011993918904249846,0.1,0.5601689097439704,638937,-0.64663194641839,0.64663194641839,4,0.0,-0.012789247572081866,0.012789247572081866,False
total_association,fkgl_complexity,dep_bigram__ROOT->cc,dependency bigram,-0.022835359298638065,-0.027910141630011986,-0.017614510486095265,1.0,0.0010729343274106461,0.007283626068607816,0.1,0.5091369311810263,638937,0.545313171868014,0.545313171868014,4,1.0,-0.01245242220988607,0.01245242220988607,False
total_association,readability_composite,dep_bigram__ROOT->cc,dependency bigram,-0.022755766036473786,-0.026883735978952637,-0.01843595883715531,1.0,0.001101790477685638,0.010910352217419357,0.1,0.5454019506465443,638937,0.545313171868014,0.545313171868014,4,1.0,-0.012409018955635944,0.012409018955635944,False
beyond_formula,readability_composite,dep_bigram__ROOT->nsubj,dependency bigram,-0.017248998602117982,-0.028751545952504134,-0.0009994105421423254,0.98,0.0004753761648327726,0.0012705933309520442,0.5,0.801219416701403,638937,0.7084043346032156,0.7084043346032156,4,1.0,-0.012219265377305185,0.012219265377305185,False
total_association,fkgl_complexity,dep_bigram__amod->advmod,dependency bigram,0.014800774042987777,0.013484622033955836,0.01706954427047478,1.0,0.0004580466267228544,0.007283626068607816,0.1,0.5091369311810263,638937,0.8202656760963918,0.8202656760963918,4,1.0,0.012140566927121295,0.012140566927121295,True
total_association,readability_composite,dep_bigram__ROOT->advmod,dependency bigram,0.011970934321955572,0.009878177903166079,0.014767736377274045,1.0,0.0002685462381257264,0.010910352217419357,0.1,0.5454019506465443,638937,-0.9968335409930789,0.9968335409930789,4,0.0,-0.011933028849150555,0.011933028849150555,False
total_association,readability_composite,dep_role__ccomp,dependency role,0.029941101531678706,0.02314171496393356,0.03422885025980125,1.0,0.0016496649706562569,0.010910352217419357,0.1,0.5454019506465443,638937,0.38125434897129185,0.39681255391003367,4,0.75,0.011415175171943515,0.011415175171943515,True
total_association,ari_complexity,coordination_count,syntax,-0.03595056859688745,-0.04140134010870909,-0.029635627970731274,1.0,0.0020839098015551414,0.011993918904249846,0.1,0.5601689097439704,638937,0.31465216477858093,0.6114920242095472,4,0.75,-0.011311924234031507,0.011311924234031507,False
total_association,ari_complexity,dep_bigram__ROOT->cc,dependency bigram,-0.020603292799217923,-0.024906062171154167,-0.0162284732731564,1.0,0.0009126509064095556,0.011993918904249846,0.1,0.5601689097439704,638937,0.545313171868014,0.545313171868014,4,1.0,-0.011235246947266938,0.011235246947266938,False
total_association,readability_composite,dependency_length_std,syntax,-0.044086723201151416,-0.05182572365077619,-0.033381826607802395,1.0,0.0038465588707916076,0.010910352217419357,0.1,0.5454019506465443,638937,0.25392098554264564,0.4529306366045954,4,0.75,-0.011194544204582189,0.011194544204582189,False
total_association,ari_complexity,list_of_three_per_1k_words,syntax,0.007165170137007121,0.004742796918317955,0.009187381714090555,1.0,0.00016969414701430095,0.011993918904249846,0.1,0.5601689097439704,638937,1.4951682095659098,1.4951682095659096,4,1.0,0.010713134604984062,0.010713134604984062,True
total_association,ari_complexity,dep_role__neg,dependency role,-0.012248966066190149,-0.013660038711206196,-0.010806840754869198,1.0,0.0003996320577103041,0.011993918904249846,0.1,0.5601689097439704,638937,-0.863910009709346,0.863910009709346,4,0.0,0.01058200439317178,0.01058200439317178,True
beyond_formula,readability_composite,dep_role__acl,dependency role,0.02528025021648148,0.023306144861864227,0.026356861465744796,1.0,0.0012689783967388601,0.0012705933309520442,0.5,0.801219416701403,638937,-0.4042559707244429,0.40425597072444286,4,0.0,-0.010219692091420528,0.010219692091420528,False
total_association,readability_composite,dep_bigram__dobj->compound,dependency bigram,0.008218840421793668,0.0044172489708002236,0.011393670545207145,1.0,0.00036345974534812253,0.010910352217419357,0.1,0.5454019506465443,638937,1.2289893181334217,1.2289893181334217,4,1.0,0.010100867085827603,0.010100867085827603,True
total_association,fkgl_complexity,dep_role__relcl,dependency role,0.03823855031941676,0.033712403826261776,0.04142808693561776,1.0,0.002760122566607377,0.007283626068607816,0.1,0.5091369311810263,638937,-0.259367074256187,0.415179239996305,4,0.25,-0.00991782092014511,0.00991782092014511,False
total_association,readability_composite,dep_bigram__pobj->amod,dependency bigram,0.04155689367100953,0.03855648066563816,0.044776218590648745,1.0,0.0034512032509890164,0.010910352217419357,0.1,0.5454019506465443,638937,0.2382001126429386,0.46063282232955005,4,0.75,0.009898856753525092,0.009898856753525092,True
total_association,ari_complexity,dep_bigram__ROOT->ccomp,dependency bigram,-0.033738007896616184,-0.03890085685687922,-0.026202334858775236,1.0,0.002411880100780153,0.011993918904249846,0.1,0.5601689097439704,638937,0.2909798576811779,0.33533112430882966,4,0.75,-0.009817080736203833,0.009817080736203833,False
total_association,fkgl_complexity,dep_role__nmod,dependency role,-0.023201234230797736,-0.025477870643766505,-0.020237293856245158,1.0,0.0009547244242374474,0.007283626068607816,0.1,0.5091369311810263,638937,0.4197351846546281,0.6449747360729794,4,0.75,-0.009738374334079166,0.009738374334079166,False
beyond_formula,readability_composite,dependency_entropy,syntax,0.01865688280149173,0.013807494756520747,0.023843312039809775,1.0,0.0007842831100904424,0.0012705933309520442,0.5,0.801219416701403,638937,-0.5193299158411733,0.5193299158411733,4,0.0,-0.009689077375157333,0.009689077375157333,False
total_association,fkgl_complexity,dep_bigram__pobj->amod,dependency bigram,0.039739761201135766,0.03579565099543956,0.042804250088982594,1.0,0.0030599060588255437,0.007283626068607816,0.1,0.5091369311810263,638937,0.2382001126429386,0.46063282232955005,4,0.75,0.00946601559451402,0.00946601559451402,True
total_association,fkgl_complexity,dep_role__oprd,dependency role,-0.01165118466894063,-0.013246393126628007,-0.010108155967435431,1.0,0.0003595214118141654,0.007283626068607816,0.1,0.5091369311810263,638937,-0.8116664488692014,0.8116664488692014,4,0.0,0.009456875685358324,0.009456875685358324,True
beyond_formula,readability_composite,dep_bigram__nsubj->compound,dependency bigram,0.007811763156478141,0.006770412322330095,0.009194016671935083,1.0,0.00017596295371915318,0.0012705933309520442,0.5,0.801219416701403,638937,1.2055872844504365,1.2055872844504363,4,1.0,0.009417762330588452,0.009417762330588452,True
total_association,ari_complexity,dep_role__relcl,dependency role,0.03595922707904198,0.031426971918022,0.038647052048153066,1.0,0.0024388000490884985,0.011993918904249846,0.1,0.5601689097439704,638937,-0.259367074256187,0.415179239996305,4,0.25,-0.00932663952000497,0.00932663952000497,False
beyond_formula,readability_composite,dep_role__mark,dependency role,0.013096085282873891,0.011482530620947123,0.014685581772662371,1.0,0.0003710597438894991,0.0012705933309520442,0.5,0.801219416701403,638937,0.7035708969569181,0.7035708969569181,4,1.0,0.009214024469095878,0.009214024469095878,True
