model_spec,outcome,feature,family,standardized_coefficient,bootstrap_ci_low,bootstrap_ci_high,bootstrap_selection_frequency,grouped_permutation_mse_increase,alpha,l1_ratio,grouped_cv_r2,n_documents,mean_standardized_its_change,mean_abs_standardized_its_change,its_valid_corpora,its_positive_share,alignment_score,abs_alignment_score,complexity_aligned
total_association,readability_composite,dep_bigram__amod->npadvmod,dependency bigram,0.1264712536847211,0.12287176541305853,0.12996397667902898,1.0,0.03413508266439192,0.010910352217419357,0.1,0.5454019506465443,638937,1.3096950594456056,1.3096950594456056,4,1.0,0.16563877611277106,0.16563877611277106,True
total_association,readability_composite,dep_role__aux,dependency role,-0.08913882222154572,-0.09102990613211935,-0.08682340008374823,1.0,0.01719875983134781,0.010910352217419357,0.1,0.5454019506465443,638937,-1.8514812779425258,1.851481277942526,4,0.0,0.16503886048103908,0.16503886048103908,True
total_association,readability_composite,dep_role__dobj,dependency role,0.11086064664150608,0.10601880637081659,0.1169782974406865,1.0,0.024880886334282124,0.010910352217419357,0.1,0.5454019506465443,638937,1.4493223905608925,1.4493223905608925,4,1.0,0.16067281740959397,0.16067281740959397,True
total_association,ari_complexity,dep_role__nummod,dependency role,-0.19736752795304457,-0.20017769039961741,-0.1927798326001313,1.0,0.07654390804861827,0.011993918904249846,0.1,0.5601689097439704,638937,0.7968607895645369,0.7968607895645368,4,1.0,-0.15727444415906391,0.15727444415906391,False
total_association,readability_composite,dep_role__det,dependency role,-0.09328619311216593,-0.09900934742290055,-0.08715612241817682,1.0,0.020148490584828527,0.010910352217419357,0.1,0.5454019506465443,638937,-1.548526752850412,1.548526752850412,4,0.0,0.14445616570575878,0.14445616570575878,True
total_association,ari_complexity,dep_role__npadvmod,dependency role,-0.09955464970916823,-0.1026568829603326,-0.09367401143082833,1.0,0.018070190482031546,0.011993918904249846,0.1,0.5601689097439704,638937,1.4274515554314553,1.4274515554314553,4,1.0,-0.14210943957778588,0.14210943957778588,False
total_association,fkgl_complexity,clause_depth,syntax,0.07972510517802893,0.06252997604350392,0.08976640055775799,1.0,0.012291741300280124,0.007283626068607816,0.1,0.5091369311810263,638937,-1.753759384162453,1.753759384162453,4,0.0,-0.13981865135930682,0.13981865135930682,False
total_association,readability_composite,dep_role__nummod,dependency role,-0.16947247980987154,-0.17139212540755824,-0.16606133740894866,1.0,0.05629098633722775,0.010910352217419357,0.1,0.5454019506465443,638937,0.7968607895645369,0.7968607895645368,4,1.0,-0.13504597407075428,0.13504597407075428,False
total_association,ari_complexity,dep_role__dobj,dependency role,0.08832726526264165,0.08420298325448461,0.09439001362612405,1.0,0.0160634378282544,0.011993918904249846,0.1,0.5601689097439704,638937,1.4493223905608925,1.4493223905608925,4,1.0,0.12801468324215787,0.12801468324215787,True
total_association,readability_composite,dep_bigram__pobj->det,dependency bigram,-0.07133222056222552,-0.07582213072673646,-0.06744801204855033,1.0,0.011560137658346662,0.010910352217419357,0.1,0.5454019506465443,638937,-1.7555567799887435,1.7555567799887435,4,0.0,0.12522776343966746,0.12522776343966746,True
beyond_formula,readability_composite,dep_role__npadvmod,dependency role,-0.08702149181858636,-0.09013949271172862,-0.0845069289922549,1.0,0.014254253946863242,0.0012705933309520442,0.5,0.801219416701403,638937,1.4274515554314553,1.4274515554314553,4,1.0,-0.12421896385240676,0.12421896385240676,False
total_association,fkgl_complexity,dep_role__advcl,dependency role,0.06663996574227028,0.06028747356714926,0.07052151032266787,1.0,0.009752298686795296,0.007283626068607816,0.1,0.5091369311810263,638937,1.8447681700096348,1.8447681700096348,4,1.0,0.1229352876518727,0.1229352876518727,True
total_association,fkgl_complexity,dep_role__dobj,dependency role,0.08394246723704835,0.07794077062473784,0.08959447497444267,1.0,0.014402814594535348,0.007283626068607816,0.1,0.5091369311810263,638937,1.4493223905608925,1.4493223905608925,4,1.0,0.12165969728557831,0.12165969728557831,True
total_association,readability_composite,dep_role__advcl,dependency role,0.06550577834668878,0.060171186266648795,0.06939337005076546,1.0,0.009539303096393654,0.010910352217419357,0.1,0.5454019506465443,638937,1.8447681700096348,1.8447681700096348,4,1.0,0.12084297484567781,0.12084297484567781,True
total_association,fkgl_complexity,dep_role__appos,dependency role,-0.09013932899673788,-0.09333501759611536,-0.08532059496636311,1.0,0.015249556655685758,0.007283626068607816,0.1,0.5091369311810263,638937,1.3311762556552416,1.3311762556552416,4,1.0,-0.11999133446115347,0.11999133446115347,False
beyond_formula,readability_composite,dep_role__nummod,dependency role,-0.15053215722835622,-0.15415703140547227,-0.14783491109904606,1.0,0.04444746112325211,0.0012705933309520442,0.5,0.801219416701403,638937,0.7968607895645369,0.7968607895645368,4,1.0,-0.11995317366384095,0.11995317366384095,False
total_association,readability_composite,dep_role__npadvmod,dependency role,-0.08328508690964916,-0.08603150904411992,-0.07854885916277961,1.0,0.012348568741112346,0.010910352217419357,0.1,0.5454019506465443,638937,1.4274515554314553,1.4274515554314553,4,1.0,-0.11888542685342263,0.11888542685342263,False
total_association,ari_complexity,dep_role__advcl,dependency role,0.0642174338321512,0.05883425332282491,0.06912787929179734,1.0,0.009155880269635215,0.011993918904249846,0.1,0.5601689097439704,638937,1.8447681700096348,1.8447681700096348,4,1.0,0.11846627789325237,0.11846627789325237,True
total_association,ari_complexity,dep_role__aux,dependency role,-0.06370610653025104,-0.06623466299989622,-0.06125032803705252,1.0,0.00895201341366218,0.011993918904249846,0.1,0.5601689097439704,638937,-1.8514812779425258,1.851481277942526,4,0.0,0.11795066353137187,0.11795066353137187,True
total_association,fkgl_complexity,dep_bigram__ROOT->dobj,dependency bigram,-0.058404816278541716,-0.0629386362755908,-0.04666455282138115,1.0,0.005942393890758282,0.007283626068607816,0.1,0.5091369311810263,638937,1.9848212036311053,1.984821203631105,4,1.0,-0.11592311774382874,0.11592311774382874,False
total_association,fkgl_complexity,dep_bigram__pobj->det,dependency bigram,-0.062030256997182925,-0.06720720834004,-0.05713660234236554,1.0,0.008730202933262465,0.007283626068607816,0.1,0.5091369311810263,638937,-1.7555567799887435,1.7555567799887435,4,0.0,0.10889763823584868,0.10889763823584868,True
total_association,ari_complexity,dep_bigram__ROOT->nsubj,dependency bigram,-0.1525649202143355,-0.17973597157528484,-0.09691940676776181,1.0,0.04394996692425578,0.011993918904249846,0.1,0.5601689097439704,638937,0.7084043346032156,0.7084043346032156,4,1.0,-0.10807765078822901,0.10807765078822901,False
total_association,ari_complexity,clause_depth,syntax,0.06160933263079271,0.044818613075864086,0.07195902530942266,1.0,0.007455069564658736,0.011993918904249846,0.1,0.5601689097439704,638937,-1.753759384162453,1.753759384162453,4,0.0,-0.10804794525323876,0.10804794525323876,False
beyond_formula,readability_composite,dep_role__cc,dependency role,0.10190586153425392,0.09646664225061256,0.1079026726226444,1.0,0.02120742325345143,0.0012705933309520442,0.5,0.801219416701403,638937,1.0306172878238777,1.1360338394044527,4,0.75,0.1050259426277884,0.1050259426277884,True
total_association,fkgl_complexity,dep_role__aux,dependency role,-0.05616382916740597,-0.05961694280633514,-0.05373790847966976,1.0,0.0071108692994838385,0.007283626068607816,0.1,0.5091369311810263,638937,-1.8514812779425258,1.851481277942526,4,0.0,0.10398627820101451,0.10398627820101451,True
total_association,readability_composite,dep_role__nsubj,dependency role,-0.09099133706543963,-0.09462912449570275,-0.08581955997835505,1.0,0.01674298178021106,0.010910352217419357,0.1,0.5454019506465443,638937,1.121973872258537,1.121973872258537,4,1.0,-0.10208990278929306,0.10208990278929306,False
total_association,ari_complexity,dep_bigram__pobj->det,dependency bigram,-0.05775608601020924,-0.06267194660618089,-0.053701111150517705,1.0,0.00773770338347772,0.011993918904249846,0.1,0.5601689097439704,638937,-1.7555567799887435,1.7555567799887435,4,0.0,0.10139408838083586,0.10139408838083586,True
beyond_formula,readability_composite,dep_role__pobj,dependency role,0.05265217041979277,0.048382590962102984,0.05956536164259829,1.0,0.005117881311896661,0.0012705933309520442,0.5,0.801219416701403,638937,-1.914696148546553,1.914696148546553,4,0.0,-0.10081290791539396,0.10081290791539396,False
total_association,ari_complexity,dep_bigram__ROOT->dobj,dependency bigram,-0.05058374063752446,-0.0554473545766493,-0.039184222353662014,1.0,0.004490856219701706,0.011993918904249846,0.1,0.5601689097439704,638937,1.9848212036311053,1.984821203631105,4,1.0,-0.10039968097633495,0.10039968097633495,False
total_association,readability_composite,dep_role__conj,dependency role,0.07672871319479964,0.07328189667540908,0.08140291253367891,1.0,0.012937268730427696,0.010910352217419357,0.1,0.5454019506465443,638937,1.3076399082495052,1.3076399082495054,4,1.0,0.1003335274821504,0.1003335274821504,True
total_association,readability_composite,clause_depth,syntax,0.0554707082481224,0.043582699832684785,0.06253934740991741,1.0,0.005940010926486461,0.010910352217419357,0.1,0.5454019506465443,638937,-1.753759384162453,1.753759384162453,4,0.0,-0.09728227513628224,0.09728227513628224,False
total_association,fkgl_complexity,dep_bigram__pobj->prep,dependency bigram,0.05435310878382145,0.05063548823214663,0.05639662419350326,1.0,0.004822842089095503,0.007283626068607816,0.1,0.5091369311810263,638937,-1.7858361179987963,1.7858361179987963,4,0.0,-0.09706574479166598,0.09706574479166598,False
total_association,ari_complexity,dependency_length,syntax,0.09186252232083433,0.06249213046216599,0.10964834559066958,1.0,0.01774524425276258,0.011993918904249846,0.1,0.5601689097439704,638937,1.0429400914501046,1.142184108881759,4,0.75,0.09580710743012823,0.09580710743012823,True
total_association,readability_composite,dep_bigram__ROOT->dobj,dependency bigram,-0.04819307536066456,-0.051737586834606254,-0.03887298736278268,1.0,0.004020845259223591,0.010910352217419357,0.1,0.5454019506465443,638937,1.9848212036311053,1.984821203631105,4,1.0,-0.0956546378440388,0.0956546378440388,False
total_association,ari_complexity,dep_role__conj,dependency role,0.07314939440534891,0.06839931259842165,0.0819711590444757,1.0,0.011902328745459802,0.011993918904249846,0.1,0.5601689097439704,638937,1.3076399082495052,1.3076399082495054,4,1.0,0.09565306738871732,0.09565306738871732,True
total_association,fkgl_complexity,dep_role__cc,dependency role,0.09251969607331402,0.08707759809551537,0.09771815611983464,1.0,0.018534507687621635,0.007283626068607816,0.1,0.5091369311810263,638937,1.0306172878238777,1.1360338394044527,4,0.75,0.09535239823736837,0.09535239823736837,True
total_association,ari_complexity,dep_role__attr,dependency role,-0.07016106489586055,-0.07207595212496987,-0.06575431231814659,1.0,0.010636287149528014,0.011993918904249846,0.1,0.5601689097439704,638937,-1.3174281294712762,1.3174281294712762,4,0.0,0.09243216048746639,0.09243216048746639,True
total_association,fkgl_complexity,dep_role__nsubj,dependency role,-0.07996146909998923,-0.08628398253032203,-0.07527638275578166,1.0,0.012808601797162554,0.007283626068607816,0.1,0.5091369311810263,638937,1.121973872258537,1.121973872258537,4,1.0,-0.08971467911759627,0.08971467911759627,False
total_association,ari_complexity,dep_role__appos,dependency role,-0.06711334784557954,-0.07103905379875751,-0.0623798490573595,1.0,0.008444261906433157,0.011993918904249846,0.1,0.5601689097439704,638937,1.3311762556552416,1.3311762556552416,4,1.0,-0.08933969508956635,0.08933969508956635,False
total_association,fkgl_complexity,dep_bigram__ROOT->nsubj,dependency bigram,-0.12289633971899362,-0.1497079456874688,-0.06532126428897957,1.0,0.02795496967355547,0.007283626068607816,0.1,0.5091369311810263,638937,0.7084043346032156,0.7084043346032156,4,1.0,-0.08706029976380442,0.08706029976380442,False
total_association,readability_composite,dep_role__attr,dependency role,-0.06342649539012682,-0.06497433556114136,-0.05997826672564327,1.0,0.008821017943170644,0.010910352217419357,0.1,0.5454019506465443,638937,-1.3174281294712762,1.3174281294712762,4,0.0,0.0835598491807333,0.0835598491807333,True
total_association,ari_complexity,dep_bigram__dobj->det,dependency bigram,-0.053108777576054846,-0.056934259923087475,-0.05052568113207639,1.0,0.006198860587511878,0.011993918904249846,0.1,0.5601689097439704,638937,-1.5598562704170649,1.7259458649329262,4,0.25,0.08284205971619436,0.08284205971619436,True
total_association,fkgl_complexity,dep_role__det,dependency role,-0.0521799161727154,-0.06200201767320036,-0.04431804430559823,1.0,0.0073411117767770906,0.007283626068607816,0.1,0.5091369311810263,638937,-1.548526752850412,1.548526752850412,4,0.0,0.08080199615494167,0.08080199615494167,True
total_association,fkgl_complexity,dep_bigram__prep->pobj,dependency bigram,-0.03979944522915898,-0.05051699627752219,-0.025736110541567814,1.0,0.004146185967814816,0.007283626068607816,0.1,0.5091369311810263,638937,-1.992071564490838,1.9920715644908378,4,0.0,0.07928334312351815,0.07928334312351815,True
total_association,readability_composite,dep_role__compound,dependency role,0.07413572792139561,0.06749407965144352,0.08316193591845641,1.0,0.012227936766582782,0.010910352217419357,0.1,0.5454019506465443,638937,1.0501019549341326,1.0501019549341326,4,1.0,0.0778500728207225,0.0778500728207225,True
beyond_formula,readability_composite,dep_role__compound,dependency role,0.07314945995445982,0.06900480126098227,0.07686322599326759,1.0,0.011375309333903964,0.0012705933309520442,0.5,0.801219416701403,638937,1.0501019549341326,1.0501019549341326,4,1.0,0.0768143909005543,0.0768143909005543,True
total_association,fkgl_complexity,dep_role__attr,dependency role,-0.05816413010868303,-0.059935588921602535,-0.05372645896784454,1.0,0.007349520886785787,0.007283626068607816,0.1,0.5091369311810263,638937,-1.3174281294712762,1.3174281294712762,4,0.0,0.07662706113140622,0.07662706113140622,True
total_association,readability_composite,dep_bigram__dobj->det,dependency bigram,-0.04497768116815646,-0.048536657709426605,-0.041931112871269265,1.0,0.004537816280277156,0.010910352217419357,0.1,0.5454019506465443,638937,-1.5598562704170649,1.7259458649329262,4,0.25,0.07015871799896839,0.07015871799896839,True
beyond_formula,readability_composite,dep_role__appos,dependency role,-0.052605846126179016,-0.054935776773132126,-0.050494845829165295,1.0,0.0051686611366589886,0.0012705933309520442,0.5,0.801219416701403,638937,1.3311762556552416,1.3311762556552416,4,1.0,-0.07002765327182278,0.07002765327182278,False
