dataset,ari_slope_change_per_year,sentence_length_contribution_per_year,implied_character_word_contribution_per_year,sentence_length_absolute_share,implied_character_word_absolute_share,dominant_component,reconstruction_error
arxiv_ai_abstracts,0.7776312084079702,0.10189921237105608,0.6757319960338122,0.1310379666732755,0.8689620333267245,implied chars/word,3.1019631308026874e-12
arxiv_qbio_abstracts,0.7489321384158573,0.0062410437409326155,0.742691094675572,0.008333256674133772,0.9916667433258662,implied chars/word,-6.473710456589288e-13
arxiv_stat_abstracts,0.5273740634018925,-0.026961052715674727,0.5543351161178781,0.04638092277431593,0.9536190772256841,implied chars/word,-3.1086244689504383e-13
medarxiv_abstracts,0.21893416807867694,-0.16309779781058154,0.38203196588880584,0.29919077744674766,0.7008092225532524,implied chars/word,4.526379271396763e-13
